AOR Filepath,Target Coordinates
/data1/phot_cal/spitzer/taurus/r11233024,04 28 07.7 +24 14 06
/data1/phot_cal/spitzer/taurus/r11233536,04 25 34.4 +24 09 36
/data1/phot_cal/spitzer/taurus/r11236864,04 28 07.7 +24 14 06
/data1/phot_cal/spitzer/taurus/r11237376,04 25 34.4 +24 09 36
/data1/phot_cal/spitzer/taurus/r11237632,04 19 22.5 +27 47 24
/data1/phot_cal/spitzer/taurus/r12663552,04 57 48.9 +30 15 17
/data1/phot_cal/spitzer/taurus/r12663552,04 57 51.2 +30 08 28
/data1/phot_cal/spitzer/taurus/r12663552,04 55 52.7 +30 06 51
/data1/phot_cal/spitzer/taurus/r12663552,04 55 55.8 +30 00 00
/data1/phot_cal/spitzer/taurus/r12663552,04 55 45.3 +30 19 35
/data1/phot_cal/spitzer/taurus/r12663552,04 55 48.1 +30 12 47
/data1/phot_cal/spitzer/taurus/r12663552,04 55 48.7 +30 28 01
/data1/phot_cal/spitzer/taurus/r12663552,04 55 50.2 +30 21 26
/data1/phot_cal/spitzer/taurus/r12663552,04 55 23.5 +30 27 32
/data1/phot_cal/spitzer/taurus/r12663552,04 55 25.4 +30 20 42
/data1/phot_cal/spitzer/taurus/r12663552,04 55 40.7 +30 39 04
/data1/phot_cal/spitzer/taurus/r12663552,04 55 42.9 +30 32 25
/data1/phot_cal/spitzer/taurus/r12663552,04 55 56.8 +30 49 41
/data1/phot_cal/spitzer/taurus/r12663552,04 55 58.7 +30 42 45
/data1/phot_cal/spitzer/taurus/r12914944,04 33 09.7 +28 56 14
/data1/phot_cal/spitzer/taurus/r12915712,04 33 09.7 +28 56 14
/data1/phot_cal/spitzer/taurus/r11231488,04 36 21.8 +24 05 29
/data1/phot_cal/spitzer/taurus/r11232000,04 33 15.1 +24 22 30
/data1/phot_cal/spitzer/taurus/r11233280,04 23 49.0 +27 07 42
/data1/phot_cal/spitzer/taurus/r11233792,04 19 22.5 +27 47 24
/data1/phot_cal/spitzer/taurus/r11235328,04 36 21.8 +24 05 29
/data1/phot_cal/spitzer/taurus/r11235840,04 33 15.1 +24 22 30
/data1/phot_cal/spitzer/taurus/r11237120,04 23 49.0 +27 07 42
/data1/phot_cal/spitzer/taurus/r3653376,04 18 40.7 +28 16 42
/data1/phot_cal/spitzer/taurus/r3653632,04 16 36.8 +28 14 27
/data1/phot_cal/spitzer/taurus/r5657600,04 05 25.7 +21 50 40
/data1/phot_cal/spitzer/taurus/r5657600,04 05 38.2 +21 44 57
/data1/phot_cal/spitzer/taurus/r11230720,04 39 18.8 +24 31 41
/data1/phot_cal/spitzer/taurus/r11231232,04 35 07.1 +26 34 29
/data1/phot_cal/spitzer/taurus/r11232768,04 26 25.5 +27 12 14
/data1/phot_cal/spitzer/taurus/r11234560,04 39 18.8 +24 31 41
/data1/phot_cal/spitzer/taurus/r11235072,04 35 07.1 +26 34 29
/data1/phot_cal/spitzer/taurus/r11236608,04 26 25.5 +27 12 14
/data1/phot_cal/spitzer/taurus/r3964672,04 30 51.5 +24 42 20
/data1/phot_cal/spitzer/taurus/r3964672,04 30 56.4 +24 35 42
/data1/phot_cal/spitzer/taurus/r3964672,04 29 07.5 +24 43 49
/data1/phot_cal/spitzer/taurus/r3964672,04 29 13.2 +24 37 01
/data1/phot_cal/spitzer/taurus/r3964672,04 29 24.4 +24 32 56
/data1/phot_cal/spitzer/taurus/r3964672,04 29 28.4 +24 26 24
/data1/phot_cal/spitzer/taurus/r3964672,04 26 56.4 +24 43 34
/data1/phot_cal/spitzer/taurus/r3964672,04 27 01.2 +24 36 47
/data1/phot_cal/spitzer/taurus/r3964672,04 23 39.3 +24 56 13
/data1/phot_cal/spitzer/taurus/r3964672,04 23 44.5 +24 49 27
/data1/phot_cal/spitzer/taurus/r11230208,04 47 59.0 +24 58 48
/data1/phot_cal/spitzer/taurus/r11230464,04 43 18.2 +25 07 31
/data1/phot_cal/spitzer/taurus/r11230976,04 38 21.2 +26 30 59
/data1/phot_cal/spitzer/taurus/r11232256,04 29 01.8 +27 16 37
/data1/phot_cal/spitzer/taurus/r11234304,04 43 18.2 +25 07 31
/data1/phot_cal/spitzer/taurus/r11234816,04 38 21.2 +26 30 59
/data1/phot_cal/spitzer/taurus/r11231744,04 31 39.4 +27 20 58
/data1/phot_cal/spitzer/taurus/r11232512,04 30 43.1 +24 18 04
/data1/phot_cal/spitzer/taurus/r11234048,04 47 59.0 +24 58 48
/data1/phot_cal/spitzer/taurus/r11235584,04 31 39.4 +27 20 58
/data1/phot_cal/spitzer/taurus/r11236096,04 29 01.8 +27 16 37
/data1/phot_cal/spitzer/taurus/r11236352,04 30 43.1 +24 18 04
/data1/phot_cal/spitzer/taurus/r14604544,04 23 36.8 +26 40 12
/data1/phot_cal/spitzer/taurus/r14604544,04 23 31.1 +26 46 51
/data1/phot_cal/spitzer/taurus/r14604800,04 23 36.8 +26 40 12
/data1/phot_cal/spitzer/taurus/r14604800,04 23 31.1 +26 46 51
/data1/phot_cal/spitzer/taurus/r14617856,04 21 56.7 +15 29 54
/data1/phot_cal/spitzer/taurus/r14617856,04 21 52.0 +15 36 33
/data1/phot_cal/spitzer/taurus/r14618112,04 21 56.7 +15 29 54
/data1/phot_cal/spitzer/taurus/r14618112,04 21 52.0 +15 36 33
/data1/phot_cal/spitzer/taurus/r15123456,04 31 10.0 +18 12 36
/data1/phot_cal/spitzer/taurus/r15123456,04 31 14.5 +18 05 57
/data1/phot_cal/spitzer/taurus/r14605568,04 28 39.2 +26 51 39
/data1/phot_cal/spitzer/taurus/r14605568,04 28 44.6 +26 45 01
/data1/phot_cal/spitzer/taurus/r14609920,04 29 21.3 +26 14 25
/data1/phot_cal/spitzer/taurus/r14609920,04 29 26.5 +26 07 46
/data1/phot_cal/spitzer/taurus/r14511616,04 35 09.5 +24 05 44
/data1/phot_cal/spitzer/taurus/r14605824,04 28 39.2 +26 51 39
/data1/phot_cal/spitzer/taurus/r14605824,04 28 44.6 +26 45 01
/data1/phot_cal/spitzer/taurus/r14610176,04 29 21.3 +26 14 25
/data1/phot_cal/spitzer/taurus/r14610176,04 29 26.5 +26 07 46
/data1/phot_cal/spitzer/taurus/r14611968,04 32 49.0 +24 25 18
/data1/phot_cal/spitzer/taurus/r14611968,04 32 53.8 +24 18 35
/data1/phot_cal/spitzer/taurus/r14612224,04 32 49.0 +24 25 18
/data1/phot_cal/spitzer/taurus/r14612224,04 32 53.8 +24 18 35
/data1/phot_cal/spitzer/taurus/r14610432,05 04 16.8 +25 10 53
/data1/phot_cal/spitzer/taurus/r14610432,05 04 20.1 +25 04 09
/data1/phot_cal/spitzer/taurus/r14610688,05 04 16.8 +25 10 53
/data1/phot_cal/spitzer/taurus/r14610688,05 04 20.1 +25 04 09
/data1/phot_cal/spitzer/taurus/r18365440,04 22 16.0 +25 49 13
/data1/phot_cal/spitzer/taurus/r18365440,04 22 10.5 +25 55 49
/data1/phot_cal/spitzer/taurus/r18365696,04 15 23.7 +29 10 46
/data1/phot_cal/spitzer/taurus/r18365696,04 15 17.3 +29 17 19
/data1/phot_cal/spitzer/taurus/r18363648,04 57 48.5 +30 15 20
/data1/phot_cal/spitzer/taurus/r18363648,04 57 43.3 +30 22 00
/data1/phot_cal/spitzer/taurus/r18365952,04 48 41.5 +17 03 41
/data1/phot_cal/spitzer/taurus/r18365952,04 48 39.5 +17 10 22
/data1/phot_cal/spitzer/taurus/r18363904,04 26 30.8 +24 43 59
/data1/phot_cal/spitzer/taurus/r18363904,04 26 36.1 +24 37 18
/data1/phot_cal/spitzer/taurus/r18364160,04 41 45.2 +23 01 50
/data1/phot_cal/spitzer/taurus/r18364160,04 41 49.5 +22 55 13
/data1/phot_cal/spitzer/taurus/r18364416,04 21 54.9 +26 52 34
/data1/phot_cal/spitzer/taurus/r18364416,04 22 00.5 +26 45 56
/data1/phot_cal/spitzer/taurus/r18364672,04 36 10.7 +21 59 36
/data1/phot_cal/spitzer/taurus/r18364672,04 36 15.2 +21 52 57
/data1/phot_cal/spitzer/taurus/r18364928,04 14 33.5 +30 33 41
/data1/phot_cal/spitzer/taurus/r18364928,04 14 39.8 +30 27 08
/data1/phot_cal/spitzer/taurus/r19030528,04 18 49.9 +25 02 50
/data1/phot_cal/spitzer/taurus/r18365184,04 22 13.7 +19 34 42
/data1/phot_cal/spitzer/taurus/r18365184,04 22 18.7 +19 28 03
/data1/phot_cal/spitzer/taurus/r18366208,04 55 23.7 +30 27 38
/data1/phot_cal/spitzer/taurus/r18366208,04 55 27.3 +30 20 56
/data1/phot_cal/spitzer/taurus/r18366464,04 33 09.9 +22 46 49
/data1/phot_cal/spitzer/taurus/r18366464,04 33 14.4 +22 40 12
/data1/phot_cal/spitzer/taurus/r19027712,04 19 08.8 +29 07 47
/data1/phot_cal/spitzer/taurus/r19027968,04 19 08.8 +29 07 47
/data1/phot_cal/spitzer/taurus/r19028736,04 23 03.9 +23 34 20
/data1/phot_cal/spitzer/taurus/r19030784,04 13 46.3 +28 11 03
/data1/phot_cal/spitzer/taurus/r19031040,04 16 05.7 +25 12 53
/data1/phot_cal/spitzer/taurus/r19034112,04 18 49.9 +25 02 50
/data1/phot_cal/spitzer/taurus/r19034368,04 13 46.3 +28 11 03
/data1/phot_cal/spitzer/taurus/r19028224,04 21 42.1 +25 32 21
/data1/phot_cal/spitzer/taurus/r19028480,04 21 42.1 +25 32 21
/data1/phot_cal/spitzer/taurus/r19028992,04 23 03.9 +23 34 20
/data1/phot_cal/spitzer/taurus/r19030272,04 16 35.2 +28 01 08
/data1/phot_cal/spitzer/taurus/r19034624,04 16 05.7 +25 12 53
/data1/phot_cal/spitzer/taurus/r19033856,04 16 35.2 +28 01 08
/data1/phot_cal/spitzer/taurus/r19032576,04 35 36.6 +22 14 56
/data1/phot_cal/spitzer/taurus/r19036160,04 35 36.6 +22 14 56
/data1/phot_cal/spitzer/taurus/r21916416,04 20 24.9 +27 00 38
/data1/phot_cal/spitzer/taurus/r21916416,04 20 18.8 +27 07 13
/data1/phot_cal/spitzer/taurus/r24242688,04 22 16.8 +24 33 25
/data1/phot_cal/spitzer/taurus/r24243200,04 20 42.5 +26 55 59
/data1/phot_cal/spitzer/taurus/r24243456,04 20 42.5 +26 55 59
/data1/phot_cal/spitzer/taurus/r24243712,04 45 27.0 +25 13 43
/data1/phot_cal/spitzer/taurus/r24243968,04 41 13.5 +24 33 10
/data1/phot_cal/spitzer/taurus/r24244224,04 40 33.0 +26 00 09
/data1/phot_cal/spitzer/taurus/r24244480,04 34 10.9 +28 07 23
/data1/phot_cal/spitzer/taurus/r24244736,04 34 39.0 +24 29 25
/data1/phot_cal/spitzer/taurus/r24244992,04 33 22.5 +26 55 39
/data1/phot_cal/spitzer/taurus/r24245248,04 29 17.2 +24 27 51
/data1/phot_cal/spitzer/taurus/r24245504,04 27 39.0 +27 20 10
/data1/phot_cal/spitzer/taurus/r24245760,04 26 41.6 +24 24 58
/data1/phot_cal/spitzer/taurus/r24246016,04 24 57.8 +27 22 29
/data1/phot_cal/spitzer/taurus/r24246272,04 21 57.7 +27 39 52
/data1/phot_cal/spitzer/taurus/r24246528,04 21 32.2 +28 24 39
/data1/phot_cal/spitzer/taurus/r24246784,04 34 18.8 +27 53 56
/data1/phot_cal/spitzer/taurus/r24242944,04 22 07.1 +24 47 19
/data1/phot_cal/spitzer/taurus/r26472448,04 16 27.1 +20 52 57
/data1/phot_cal/spitzer/taurus/r26472448,04 16 23.9 +20 59 57
/data1/phot_cal/spitzer/taurus/r26475008,04 27 07.2 +22 14 55
/data1/phot_cal/spitzer/taurus/r26475008,04 27 00.0 +22 21 55
/data1/phot_cal/spitzer/taurus/r26475008,04 26 44.9 +21 31 52
/data1/phot_cal/spitzer/taurus/r26475008,04 27 12.4 +22 08 10
/data1/phot_cal/spitzer/taurus/r26476800,05 02 37.4 +21 54 18
/data1/phot_cal/spitzer/taurus/r26476800,05 02 36.6 +22 00 56
/data1/phot_cal/spitzer/taurus/r26476800,05 06 46.5 +21 04 20
/data1/phot_cal/spitzer/taurus/r26476800,05 06 41.6 +21 11 39
/data1/phot_cal/spitzer/taurus/r26476544,04 55 45.1 +30 36 10
/data1/phot_cal/spitzer/taurus/r26472960,04 16 55.8 +31 40 49
/data1/phot_cal/spitzer/taurus/r26472960,04 16 47.4 +31 47 10
/data1/phot_cal/spitzer/taurus/r26472960,04 24 27.7 +31 03 40
/data1/phot_cal/spitzer/taurus/r26472960,04 24 21.2 +31 10 09
/data1/phot_cal/spitzer/taurus/r26472960,04 21 17.3 +30 51 50
/data1/phot_cal/spitzer/taurus/r26472960,04 24 35.5 +30 57 08
/data1/phot_cal/spitzer/taurus/r26472960,04 16 30.5 +30 37 15
/data1/phot_cal/spitzer/taurus/r26472960,04 21 25.1 +30 45 23
/data1/phot_cal/spitzer/taurus/r26475520,04 40 53.4 +20 55 44
/data1/phot_cal/spitzer/taurus/r26475520,04 40 51.6 +21 02 39
