File# ACenX ACenY FCenX FCenY Arr_Corr Time[MJD] Raw_Flux Bkg_Flux Res_Flux
23844352_0009 67.03602261726168 64.33823516567688 67.16747463177983 64.13520073720623 1.00053110507676 54328.3665787 1143.629524195323 7.522402831301584 1136.1071213640214
