AOR Filepath,Target Coordinates
/data1/phot_cal/spitzer/michaela/r40476928,16 45 06.3505783075 +33 30 33.213883636
/data1/phot_cal/spitzer/michaela/r40477184,06 46 05.0506369841 +32 33 20.448678630
/data1/phot_cal/spitzer/michaela/r40477440,12 03 39.5716899876 -42 26 02.603692163
/data1/phot_cal/spitzer/michaela/r40477696,08 00 32.1297149403 +29 12 44.476641343
/data1/phot_cal/spitzer/michaela/r40477952,08 18 10.7790607132 +30 36 02.945909786
/data1/phot_cal/spitzer/michaela/r40478208,02 12 48.0856782200 +21 12 39.577562642
/data1/phot_cal/spitzer/michaela/r40478464,06 08 57.8700720899 -22 25 38.608335089
/data1/phot_cal/spitzer/michaela/r40478720,00 07 22.5441511842 -25 21 23.946895137
/data1/phot_cal/spitzer/michaela/r40478976,19 56 14.2518307537 +11 25 25.393114620
/data1/phot_cal/spitzer/michaela/r40479232,20 10 19.5710504689 -20 29 36.369442209
/data1/phot_cal/spitzer/michaela/r40479488,21 52 29.6857223100 -09 25 04.536250031
/data1/phot_cal/spitzer/michaela/r40479744,18 40 21.0176590648 +33 41 04.242412552
/data1/phot_cal/spitzer/michaela/r40480000,00 46 38.5048651815 +69 19 31.471257515
/data1/phot_cal/spitzer/michaela/r40480256,06 08 06.4162499892 -15 54 04.451378697
/data1/phot_cal/spitzer/michaela/r40480512,10 35 11.2695559798 +84 23 57.558632530
/data1/phot_cal/spitzer/michaela/r40480768,05 02 17.0433620546 -56 04 50.092494811
/data1/phot_cal/spitzer/michaela/r40481024,23 10 20.5696593364 -68 50 20.024898007
/data1/phot_cal/spitzer/michaela/r40481280,10 35 09.6941789183 +57 04 57.499306343
/data1/phot_cal/spitzer/michaela/r40481536,14 58 08.8006370909 -48 51 46.636950055
/data1/phot_cal/spitzer/michaela/r40481792,00 19 05.5626742809 -09 57 53.469488527
/data1/phot_cal/spitzer/michaela/r40482048,08 18 31.5458579114 -76 55 11.025222900
/data1/phot_cal/spitzer/michaela/r40482304,03 33 56.7956641206 -31 04 48.499952695
/data1/phot_cal/spitzer/michaela/r40482560,00 51 21.7541184367 +18 44 21.291332662
/data1/phot_cal/spitzer/michaela/r40482816,22 03 47.452 +64 37 40.72
/data1/phot_cal/spitzer/michaela/r40483072,07 01 38.5876971317 +48 22 43.217721553
/data1/phot_cal/spitzer/michaela/r40483328,02 51 56.2464213292 -30 48 52.259083285
/data1/phot_cal/spitzer/michaela/r40483584,06 49 57.0258738609 +60 20 07.962300031
/data1/phot_cal/spitzer/michaela/r40483840,05 19 59.5770391169 -15 50 22.724228106
/data1/phot_cal/spitzer/michaela/r40484096,03 40 22.0654223510 -03 13 01.124769689
/data1/phot_cal/spitzer/michaela/r40484352,13 23 32.78241 +29 14 14.9577
/data1/phot_cal/spitzer/michaela/r40484608,20 55 06.8664304525 +13 10 36.511155075
/data1/phot_cal/spitzer/michaela/r40484864,14 36 00.5607343227 +09 44 47.453643485
/data1/phot_cal/spitzer/michaela/r40485120,03 06 26.7371937234 +01 57 54.628015605
/data1/phot_cal/spitzer/michaela/r40485376,14 45 24.1828329287 +13 50 46.736270265
/data1/phot_cal/spitzer/michaela/r40485632,03 33 35.0335072963 +39 53 58.114748423
/data1/phot_cal/spitzer/michaela/r40485888,11 08 43.9910262561 -28 04 50.347732903
/data1/phot_cal/spitzer/michaela/r40486144,22 43 50.7183139841 +03 53 12.629544211
/data1/phot_cal/spitzer/michaela/r40486400,13 41 13.4050091531 +56 43 37.822167538
/data1/phot_cal/spitzer/michaela/r40486656,00 45 48.28710 -41 54 33.0961
/data1/phot_cal/spitzer/michaela/r40486912,05 01 58.79419 +09 58 59.2855
/data1/phot_cal/spitzer/michaela/r40487168,14 29 50.5179931879 +00 49 44.144027625
/data1/phot_cal/spitzer/michaela/r40487424,08 32 51.4958311521 -31 30 03.062906467
/data1/phot_cal/spitzer/michaela/r40487680,04 38 12.559 +28 13 00.11
/data1/phot_cal/spitzer/michaela/r40487936,07 13 37.3172405351 +47 16 00.447184631
/data1/phot_cal/spitzer/michaela/r40488192,01 59 06.6333516508 +33 12 34.858882675
/data1/phot_cal/spitzer/michaela/r40488448,13 09 59.28520 +17 31 46.0389
/data1/phot_cal/spitzer/michaela/r40488704,14 49 23.71762 -67 14 09.4855
/data1/phot_cal/spitzer/michaela/r40488960,12 04 38.88498 -68 19 44.0793
/data1/phot_cal/spitzer/michaela/r40489216,14 45 16.6198952210 +65 19 47.928948739
/data1/phot_cal/spitzer/michaela/r40489472,12 19 02.0254481253 +26 00 30.058562840
/data1/phot_cal/spitzer/michaela/r40489728,00 51 10.8480491216 -05 02 21.402496195
/data1/phot_cal/spitzer/michaela/r40489984,21 52 09.7248951966 -62 03 08.508117999
/data1/phot_cal/spitzer/michaela/r40490240,00 45 48.7084293366 -41 54 34.623263632
/data1/phot_cal/spitzer/michaela/r40490496,10 06 56.8623141959 +02 57 51.896918308
/data1/phot_cal/spitzer/michaela/r40490752,20 09 56.6470474469 +20 54 54.093791464
/data1/phot_cal/spitzer/michaela/r40491008,13 34 27.2602515445 +49 00 57.498977515
/data1/phot_cal/spitzer/michaela/r40491264,03 15 50.0253691484 -08 49 11.026245623
/data1/phot_cal/spitzer/michaela/r40491520,00 36 37.9766776140 -49 07 56.373250321
/data1/phot_cal/spitzer/michaela/r40491776,14 27 24.3868815842 -06 07 13.213753693
/data1/phot_cal/spitzer/michaela/r40492032,15 53 12.0969759597 +13 11 47.842699872
/data1/phot_cal/spitzer/michaela/r40492288,14 23 06.3958862062 -68 22 57.584075329
/data1/phot_cal/spitzer/michaela/r40492544,04 49 42.2440829533 -13 46 10.807503461
/data1/phot_cal/spitzer/michaela/r40492800,12 51 47.2294308200 +22 32 39.475633267
/data1/phot_cal/spitzer/michaela/r40493056,17 19 03.83574 -46 38 10.4467
/data1/phot_cal/spitzer/michaela/r40493312,02 46 42.8871 -23 05 11.803
/data1/phot_cal/spitzer/michaela/r40493568,02 23 35.5387465045 -55 37 00.484056046
/data1/phot_cal/spitzer/michaela/r40493824,12 17 30.57475 +28 56 13.8879
/data1/phot_cal/spitzer/michaela/r40494080,07 51 46.30295 -13 53 52.9169
/data1/phot_cal/spitzer/michaela/r40494336,19 32 06.7042641626 -11 16 29.789199962
/data1/phot_cal/spitzer/michaela/r40494592,10 29 35.3822401873 -30 36 25.422376542
/data1/phot_cal/spitzer/michaela/r40494848,17 10 10.3509576210 -60 43 43.578371770
/data1/phot_cal/spitzer/michaela/r40495104,09 29 08.9408976854 -02 46 08.208984804
/data1/phot_cal/spitzer/michaela/r40495360,16 52 20.1424640944 -38 01 03.174016570
/data1/phot_cal/spitzer/michaela/r40495616,04 17 15.6624066480 +20 34 42.949211995
/data1/phot_cal/spitzer/michaela/r40495872,23 09 57.3641653876 +47 57 30.042914842
/data1/phot_cal/spitzer/michaela/r40496128,22 14 38.65336 -41 22 53.9866
/data1/phot_cal/spitzer/michaela/r40496384,18 31 18.9612203327 -18 54 31.732564617
/data1/phot_cal/spitzer/michaela/r40496640,13 14 15.1459391643 -59 06 11.652757891
/data1/phot_cal/spitzer/michaela/r40496896,03 30 00.1834708229 +55 27 06.513970075
/data1/phot_cal/spitzer/michaela/r40497152,17 10 10.5075538902 +54 29 39.755942558
/data1/phot_cal/spitzer/michaela/r40497408,16 24 19.8109582979 -13 38 29.980397895
/data1/phot_cal/spitzer/michaela/r40497664,21 07 51.2212714094 -54 12 59.461109026
/data1/phot_cal/spitzer/michaela/r40497920,10 19 44.1673111046 +19 28 15.300549868
/data1/phot_cal/spitzer/michaela/r40498176,10 11 08.5624969242 +20 41 46.123374295
/data1/phot_cal/spitzer/michaela/r40498432,00 40 32.7956054102 -23 48 17.719009278
/data1/phot_cal/spitzer/michaela/r40498688,07 43 00.4151852782 +58 42 37.298829992
/data1/phot_cal/spitzer/michaela/r40498944,11 12 32.3505448605 +35 48 50.691547084
/data1/phot_cal/spitzer/michaela/r40499200,20 40 11.7546336973 -23 46 25.924674471
/data1/phot_cal/spitzer/michaela/r40499456,15 01 58.0824211792 -34 21 31.957617390
/data1/phot_cal/spitzer/michaela/r40499712,17 18 57.16483 -34 59 23.1416
/data1/phot_cal/spitzer/michaela/r40499968,19 07 25.5818520145 +32 30 06.313891342
/data1/phot_cal/spitzer/michaela/r40500224,05 47 13.1565539123 +14 29 17.939877419
/data1/phot_cal/spitzer/michaela/r40500480,14 38 15.2218594014 +54 01 24.024858887
/data1/phot_cal/spitzer/michaela/r40500736,09 12 17.5474052342 +14 59 45.776204103
/data1/phot_cal/spitzer/michaela/r40500992,13 09 41.3363048690 -50 08 59.947079540
/data1/phot_cal/spitzer/michaela/r40501248,22 16 56.2697288305 -14 39 25.122132229
/data1/phot_cal/spitzer/michaela/r40501504,18 23 36.4489563457 -75 02 39.392103359
/data1/phot_cal/spitzer/michaela/r40501760,16 09 42.7944241482 -56 26 42.544150777
/data1/phot_cal/spitzer/michaela/r40502016,03 24 06.48469 +23 47 06.0741
/data1/phot_cal/spitzer/michaela/r40502272,09 01 48.8339297015 +27 54 09.350501790
/data1/phot_cal/spitzer/michaela/r40502528,14 40 31.1063338186 -16 12 33.452993531
/data1/phot_cal/spitzer/michaela/r40502784,18 47 19.7922332753 +68 16 44.834946125
/data1/phot_cal/spitzer/michaela/r40503040,15 28 09.6181427563 -09 20 52.759792118
/data1/phot_cal/spitzer/michaela/r40503296,00 22 23.5638601853 -27 01 57.052915045
/data1/phot_cal/spitzer/michaela/r40503552,17 38 39.6170537492 +61 14 16.102424643
/data1/phot_cal/spitzer/michaela/r40503808,00 17 32.7034209703 -19 03 03.937347740
/data1/phot_cal/spitzer/michaela/r40504064,06 13 45.2955618090 -23 51 42.968779940
/data1/phot_cal/spitzer/michaela/r40504320,20 09 34.30429 +16 48 20.7457
/data1/phot_cal/spitzer/michaela/r40504576,09 43 25.6605300177 +42 41 29.615366410
/data1/phot_cal/spitzer/michaela/r40504832,10 10 58.51301 +75 08 28.9261
/data1/phot_cal/spitzer/michaela/r40505088,05 19 12.65834 -03 04 25.7178
/data1/phot_cal/spitzer/michaela/r40505344,01 49 35.1038285754 -10 41 11.040277319
/data1/phot_cal/spitzer/michaela/r40505600,20 28 51.61448 -17 48 49.2693
/data1/phot_cal/spitzer/michaela/r40505856,23 05 00.1615231818 +04 13 31.435097960
/data1/phot_cal/spitzer/michaela/r40506112,22 56 34.8047291749 +16 33 12.353727149
/data1/phot_cal/spitzer/michaela/r40506368,00 36 01.8542338050 -05 34 14.590716636
/data1/phot_cal/spitzer/michaela/r40506624,09 52 11.3630784935 +03 13 18.625044269
/data1/phot_cal/spitzer/michaela/r40506880,13 53 32.76039 -35 39 51.3200
/data1/phot_cal/spitzer/michaela/r40507136,06 42 24.3221976759 +17 38 43.153405870
/data1/phot_cal/spitzer/michaela/r40507392,11 58 07.1738223601 +32 16 26.070179245
/data1/phot_cal/spitzer/michaela/r40507648,14 26 49.8731345570 -39 52 26.349692845
/data1/phot_cal/spitzer/michaela/r40507904,00 16 12.67797 -79 51 04.2427
/data1/phot_cal/spitzer/michaela/r40508160,13 13 52.2256855782 -45 11 08.881921063
/data1/phot_cal/spitzer/michaela/r40508416,12 33 31.3819885804 -68 45 20.911673809
/data1/phot_cal/spitzer/michaela/r40508672,03 17 59.0758770197 -66 55 36.665180331
/data1/phot_cal/spitzer/michaela/r40508928,11 18 22.0115721908 -05 04 02.285571491
/data1/phot_cal/spitzer/michaela/r40509184,04 37 36.1323118067 -02 28 24.778826936
/data1/phot_cal/spitzer/michaela/r40509440,22 47 31.8765028081 +83 41 49.299289217
/data1/phot_cal/spitzer/michaela/r40509696,03 18 41.14981 -18 33 35.2510
/data1/phot_cal/spitzer/michaela/r40509952,00 06 19.17544 -49 04 30.6817
/data1/phot_cal/spitzer/michaela/r40510208,12 24 47.3521527777 -75 03 09.043717654
/data1/phot_cal/spitzer/michaela/r40510464,05 07 08.6686601149 -17 17 59.706656498
/data1/phot_cal/spitzer/michaela/r40510720,13 53 27.5608262898 +12 56 32.580613915
/data1/phot_cal/spitzer/michaela/r40510976,23 08 19.5510988144 -15 24 35.768241707
/data1/phot_cal/spitzer/michaela/r40511232,07 26 58.6656379996 -34 18 43.627246969
/data1/phot_cal/spitzer/michaela/r40511488,19 23 20.5672444637 -50 41 20.375884642
/data1/phot_cal/spitzer/michaela/r40511744,05 45 48.2761149367 +62 14 12.386065289
/data1/phot_cal/spitzer/michaela/r40512000,10 13 57.3833026207 +52 30 24.215167178
/data1/phot_cal/spitzer/michaela/r40512256,03 21 26.5572313250 +43 19 46.741405350
/data1/phot_cal/spitzer/michaela/r40512512,23 58 06.8133108304 +50 26 51.641943551
/data1/phot_cal/spitzer/michaela/r40512768,22 20 55.7976682555 +08 11 12.268074699
/data1/phot_cal/spitzer/michaela/r40513024,23 39 37.3871312596 -72 43 19.757339908
/data1/phot_cal/spitzer/michaela/r40513280,19 35 55.5932649804 +56 59 02.081743187
/data1/phot_cal/spitzer/michaela/r40513536,09 57 41.0542337102 +41 03 20.273654774
/data1/phot_cal/spitzer/michaela/r40513792,20 38 31.3290367573 +21 12 04.376310503
/data1/phot_cal/spitzer/michaela/r40514048,02 55 39.05862 +26 52 23.5586
/data1/phot_cal/spitzer/michaela/r40514304,09 29 54.8254745613 +05 39 18.479206637
/data1/phot_cal/spitzer/michaela/r40514560,19 57 19.6425 -12 34 04.763
/data1/phot_cal/spitzer/michaela/r40514816,05 58 21.5361055952 -04 39 02.418770784
/data1/phot_cal/spitzer/michaela/r40515072,22 51 26.3584729207 +13 58 11.938959602
/data1/phot_cal/spitzer/michaela/r40515328,22 48 33.2983075490 -51 19 00.732184713
/data1/phot_cal/spitzer/michaela/r40515584,02 27 51.7781458623 +50 34 11.908097286
/data1/phot_cal/spitzer/michaela/r40515840,06 24 43.8797456693 -28 46 48.416253741
/data1/phot_cal/spitzer/michaela/r40516096,22 47 21.7354663285 +17 48 45.552391196
/data1/phot_cal/spitzer/michaela/r40516352,21 08 33.6245641296 -21 11 37.225376062
/data1/phot_cal/spitzer/michaela/r40516608,16 09 17.4895515374 +41 05 42.720324430
/data1/phot_cal/spitzer/michaela/r40516864,10 53 29.5317940583 -20 08 19.422789990
/data1/phot_cal/spitzer/michaela/r40517120,11 41 02.4681810357 -44 24 18.682430854
/data1/phot_cal/spitzer/michaela/r40517376,22 31 00.3665162994 -49 25 59.767492660
/data1/phot_cal/spitzer/michaela/r40517632,18 12 21.3922359034 -43 26 41.451832986
/data1/phot_cal/spitzer/michaela/r40517888,04 51 49.98774 +13 39 18.5484
/data1/phot_cal/spitzer/michaela/r40518144,02 27 45.86150 +04 25 55.7489
/data1/phot_cal/spitzer/michaela/r40518400,08 57 58.5080201876 -04 51 33.192052414
/data1/phot_cal/spitzer/michaela/r40518656,23 04 30.2085440610 +66 45 51.783766565
/data1/phot_cal/spitzer/michaela/r40518912,20 32 23.6948964278 -09 51 12.186602743
/data1/phot_cal/spitzer/michaela/r40519168,10 22 10.5623067078 +41 13 46.308754730
/data1/phot_cal/spitzer/michaela/r40519424,16 55 38.0144332280 -32 04 03.727231605
/data1/phot_cal/spitzer/michaela/r40519680,12 35 45.5323383923 -41 01 19.021555705
/data1/phot_cal/spitzer/michaela/r40519936,11 14 14.4067803205 +15 25 46.457224958
/data1/phot_cal/spitzer/michaela/r40520192,06 52 18.0504546991 -05 10 25.366165190
/data1/phot_cal/spitzer/michaela/r40520448,17 16 20.2349288480 -12 10 41.356068522
/data1/phot_cal/spitzer/michaela/r40520704,11 13 10.07308 +00 14 19.8154
/data1/phot_cal/spitzer/michaela/r40520960,12 05 50.6604463842 -18 52 30.897896640
/data1/phot_cal/spitzer/michaela/r40521216,02 41 13.99720 -00 41 44.3845
/data1/phot_cal/spitzer/michaela/r40521472,11 28 35.0778682081 -42 40 27.145083612
/data1/phot_cal/spitzer/michaela/r40521728,01 21 30.9101384060 +80 09 06.478920823
/data1/phot_cal/spitzer/michaela/r40521984,13 13 23.35287 -50 41 59.3747
/data1/phot_cal/spitzer/michaela/r40522240,15 05 33.9051562358 -30 33 03.104882790
/data1/phot_cal/spitzer/michaela/r40522496,23 36 18.2736539875 -48 35 17.064204444
/data1/phot_cal/spitzer/michaela/r40522752,11 34 29.4862840828 -32 49 52.819893272
/data1/phot_cal/spitzer/michaela/r40523008,00 50 07.5885892159 -10 38 39.584811061
/data1/phot_cal/spitzer/michaela/r40523264,01 07 57.1726151056 +20 44 20.709599970
/data1/phot_cal/spitzer/michaela/r40523520,20 17 00.4430777387 +08 57 47.590303110
/data1/phot_cal/spitzer/michaela/r40523776,03 53 10.0460920095 +17 19 37.509727343
/data1/phot_cal/spitzer/michaela/r40524032,14 34 57.8117030138 +33 44 48.218845533
/data1/phot_cal/spitzer/michaela/r40524288,16 13 18.45242 +13 31 36.8653
/data1/phot_cal/spitzer/michaela/r40524544,09 43 33.2599600830 +29 58 28.119728940
/data1/phot_cal/spitzer/michaela/r40524800,20 01 00.8528270316 -64 48 28.767441216
/data1/phot_cal/spitzer/michaela/r40525056,02 29 03.94780 +67 24 08.9170
/data1/phot_cal/spitzer/michaela/r40525312,12 33 06.3235942307 -47 02 43.813103048
/data1/phot_cal/spitzer/michaela/r40525568,04 07 34.35408 +38 04 28.3533
/data1/phot_cal/spitzer/michaela/r40525824,08 57 46.5744108193 +38 15 32.328683442
/data1/phot_cal/spitzer/michaela/r40526080,13 06 54.2455843561 -35 51 43.367960809
/data1/phot_cal/spitzer/michaela/r40526336,07 54 54.0634088964 +19 14 10.826042815
/data1/phot_cal/spitzer/michaela/r40526592,16 27 56.9072370212 +07 18 19.597195206
/data1/phot_cal/spitzer/michaela/r40526848,23 57 35.0785168096 -64 17 53.622899148
/data1/phot_cal/spitzer/michaela/r40527104,02 44 10.5724525370 -52 34 14.150668752
/data1/phot_cal/spitzer/michaela/r40527360,18 08 34.8144335530 -63 40 06.811247617
/data1/phot_cal/spitzer/michaela/r40527616,01 05 40.9534771583 +21 28 23.447638132
/data1/phot_cal/spitzer/michaela/r40527872,21 02 40.7539259202 +45 53 05.165700088
/data1/phot_cal/spitzer/michaela/r40528128,12 50 43.5668069413 -00 46 05.267056898
/data1/phot_cal/spitzer/michaela/r40528384,14 21 57.2162459758 +29 37 46.617158703
/data1/phot_cal/spitzer/michaela/r40528640,05 37 13.64711 -24 24 07.6947
/data1/phot_cal/spitzer/michaela/r40528896,02 36 04.9023844802 +06 53 12.431588708
/data1/phot_cal/spitzer/michaela/r40529152,08 10 39.8257869468 -13 47 57.138604864
/data1/phot_cal/spitzer/michaela/r40529408,10 13 30.6318329609 -66 22 22.116594310
/data1/phot_cal/spitzer/michaela/r40529664,17 37 48.69881 +22 57 20.0923
/data1/phot_cal/spitzer/michaela/r40529920,20 49 16.2313439499 +32 17 05.240394997
/data1/phot_cal/spitzer/michaela/r40530176,12 59 32.7769800206 +41 59 12.331729205
/data1/phot_cal/spitzer/michaela/r40530432,14 30 46.0709585740 +63 11 08.832031370
/data1/phot_cal/spitzer/michaela/r40530688,02 47 03.57457 +35 33 16.8426
/data1/phot_cal/spitzer/michaela/r40530944,13 04 07.2777789941 +87 06 55.546009047
/data1/phot_cal/spitzer/michaela/r40531200,20 38 19.4347488156 -55 36 19.737228949
/data1/phot_cal/spitzer/michaela/r40531456,11 08 14.0144147214 +38 25 35.875449296
/data1/phot_cal/spitzer/michaela/r40531712,16 20 24.7811173351 -04 16 02.301091443
/data1/phot_cal/spitzer/michaela/r40531968,01 34 33.2643888977 +68 56 53.288116227
/data1/phot_cal/spitzer/michaela/r40532224,02 34 22.5662436236 -43 47 46.871752741
/data1/phot_cal/spitzer/michaela/r40532480,04 03 09.3767787607 +05 59 21.510745107
/data1/phot_cal/spitzer/michaela/r40532736,15 13 28.66706 -25 18 33.6468
/data1/phot_cal/spitzer/michaela/r40532992,10 59 13.74134 -33 44 15.3370
/data1/phot_cal/spitzer/michaela/r40533248,20 19 36.9360580143 -46 25 41.214606843
/data1/phot_cal/spitzer/michaela/r40533504,16 00 07.3295123345 -38 23 48.120035106
/data1/phot_cal/spitzer/michaela/r40533760,16 04 23.1464872371 -33 03 39.692935532
/data1/phot_cal/spitzer/michaela/r40534016,04 07 21.6309004996 -64 13 20.466806494
/data1/phot_cal/spitzer/michaela/r40534272,14 07 56.4677587491 +48 12 38.868798186
/data1/phot_cal/spitzer/michaela/r40534528,10 20 49.9820182134 -15 28 47.680757393
/data1/phot_cal/spitzer/michaela/r40534784,22 24 45.53616 +22 33 04.0696
/data1/phot_cal/spitzer/michaela/r40535040,02 17 25.2869009788 +28 44 42.143559499
/data1/phot_cal/spitzer/michaela/r40535296,06 14 50.8755168504 +19 09 23.210642162
/data1/phot_cal/spitzer/michaela/r40535552,08 35 52.3360486382 -56 22 22.095938748
/data1/phot_cal/spitzer/michaela/r40535808,02 35 19.9292 -03 33 38.173
/data1/phot_cal/spitzer/michaela/r40536064,12 15 25.5621619826 +57 01 57.404358745
/data1/phot_cal/spitzer/michaela/r40536320,07 13 13.3506332497 -45 10 57.858062088
/data1/phot_cal/spitzer/michaela/r40536576,20 15 17.3916558603 -27 01 58.713584596
/data1/phot_cal/spitzer/michaela/r40536832,12 29 51.8591338631 -16 30 55.608391594
/data1/phot_cal/spitzer/michaela/r40537088,01 20 02.9897190071 -09 53 01.626451579
/data1/phot_cal/spitzer/michaela/r40537344,14 12 23.4789906196 -39 54 33.981292961
/data1/phot_cal/spitzer/michaela/r40537600,10 07 56.2821310191 -00 22 18.023516548
/data1/phot_cal/spitzer/michaela/r40537856,04 49 12.9859928003 +24 48 10.227743593
/data1/phot_cal/spitzer/michaela/r40538112,13 33 18.6712724600 -77 34 24.832777442
/data1/phot_cal/spitzer/michaela/r40538368,07 54 34.1796660767 -01 24 44.207014054
/data1/phot_cal/spitzer/michaela/r40538624,18 57 30.59551 -55 59 30.8022
/data1/phot_cal/spitzer/michaela/r40538880,22 29 15.2363505086 -30 01 06.262591727
/data1/phot_cal/spitzer/michaela/r40539136,01 52 49.1730642239 -22 26 05.489723428
/data1/phot_cal/spitzer/michaela/r40539392,01 05 51.438 +04 54 33.87
/data1/phot_cal/spitzer/michaela/r40539648,01 05 49.2279768213 +04 54 30.163727594
/data1/phot_cal/spitzer/michaela/r40539904,21 53 05.3531937313 +20 55 49.868283338
/data1/phot_cal/spitzer/michaela/r40540160,15 05 07.162 -47 03 04.14
/data1/phot_cal/spitzer/michaela/r40540416,04 55 41.9104170283 -28 33 50.084212657
/data1/phot_cal/spitzer/michaela/r40540672,11 26 46.2784696716 +03 00 22.757061950
/data1/phot_cal/spitzer/michaela/r40540928,11 26 45.3217209044 +03 00 47.158549988
/data1/phot_cal/spitzer/michaela/r40541184,05 03 53.2718891136 -24 23 17.326689073
/data1/phot_cal/spitzer/michaela/r40541440,12 54 18.6598835788 -11 38 54.853415445
/data1/phot_cal/spitzer/michaela/r40541696,20 57 40.6450986185 -16 01 53.544835986
/data1/phot_cal/spitzer/michaela/r40541952,17 16 13.3627374963 -26 32 46.133091527
/data1/phot_cal/spitzer/michaela/r40542208,22 09 29.8657 -07 32 55.162
/data1/phot_cal/spitzer/michaela/r40542464,04 07 00.4569690568 +29 00 04.708418391
/data1/phot_cal/spitzer/michaela/r40542720,23 33 19.5788913946 -77 23 07.195862709
/data1/phot_cal/spitzer/michaela/r40542976,10 37 18.13995 -48 13 32.2349
/data1/phot_cal/spitzer/michaela/r40543232,02 45 06.2034405658 -18 34 21.478629972
/data1/phot_cal/spitzer/michaela/r40543488,10 45 02.2742707225 +03 18 24.049685890
/data1/phot_cal/spitzer/michaela/r40543744,05 33 02.9139685953 +68 00 46.692847062
/data1/phot_cal/spitzer/michaela/r40544000,13 58 40.7454457956 -44 48 12.913346599
/data1/phot_cal/spitzer/michaela/r40544256,16 17 05.3397894378 +55 16 08.810611864
/data1/phot_cal/spitzer/michaela/r40544512,01 20 27.94163 -57 20 18.6627
/data1/phot_cal/spitzer/michaela/r40544768,04 22 03.5181535031 +14 04 37.917221958
/data1/phot_cal/spitzer/michaela/r40545024,06 50 01.0150 -60 14 56.921
/data1/phot_cal/spitzer/michaela/r40545280,12 50 05.1483789892 -07 37 55.918350979
/data1/phot_cal/spitzer/michaela/r40545536,13 46 13.7327039755 +30 53 49.241222766
/data1/phot_cal/spitzer/michaela/r40545792,06 06 40.4779729363 +15 32 31.579218639
/data1/phot_cal/spitzer/michaela/r40546048,02 06 30.2435455621 +24 20 02.372074889
/data1/phot_cal/spitzer/michaela/r40546304,06 54 48.9577150656 +33 16 05.438570309
/data1/phot_cal/spitzer/michaela/r40546560,01 10 22.8808981176 -67 26 41.948658967
/data1/phot_cal/spitzer/michaela/r40546816,05 08 35.0444278689 -18 10 19.386131314
/data1/phot_cal/spitzer/michaela/r40547072,18 42 46.8942178098 +59 37 36.723092516
/data1/phot_cal/spitzer/michaela/r40547328,18 42 46.7048533410 +59 37 49.411785651
/data1/phot_cal/spitzer/michaela/r40547584,22 12 16.9429513839 -54 58 40.692215806
/data1/phot_cal/spitzer/michaela/r40547840,01 25 12.5155869426 +28 34 00.101503796
/data1/phot_cal/spitzer/michaela/r40548096,12 09 54.9816785086 -46 12 30.209114297
/data1/phot_cal/spitzer/michaela/r40548352,08 20 03.8606964664 +27 13 03.746404123
/data1/phot_cal/spitzer/michaela/r40548608,20 04 10.0459183461 +25 47 24.821083939
/data1/phot_cal/spitzer/michaela/r40548864,18 00 29.0089648466 -03 41 24.962280977
/data1/phot_cal/spitzer/michaela/r40549120,08 39 50.7918286526 +11 31 21.620344752
/data1/phot_cal/spitzer/michaela/r40549376,00 51 34.0201514770 -22 54 36.241572330
/data1/phot_cal/spitzer/michaela/r40549632,14 11 46.1729852985 -12 36 42.359255041
/data1/phot_cal/spitzer/michaela/r40549888,21 17 15.2688576495 -38 52 02.510022611
/data1/phot_cal/spitzer/michaela/r40550144,10 17 14.53796 +23 06 22.3876
/data1/phot_cal/spitzer/michaela/r40550400,00 22 51.7883318927 -12 12 33.972374893
/data1/phot_cal/spitzer/michaela/r40550656,05 19 08.4754630747 +40 05 56.589643877
/data1/phot_cal/spitzer/michaela/r40550912,13 23 43.0617397733 +42 08 47.584748018
/data1/phot_cal/spitzer/michaela/r40551168,10 30 46.9915049142 +59 45 03.941839765
/data1/phot_cal/spitzer/michaela/r40551424,06 54 42.8262327211 +24 14 44.008992953
/data1/phot_cal/spitzer/michaela/r40551680,03 56 36.3803737820 -41 20 36.849967264
/data1/phot_cal/spitzer/michaela/r40551936,13 28 27.0871789650 +59 56 44.830534761
/data1/phot_cal/spitzer/michaela/r40552192,23 51 57.6353580086 +77 35 57.744686581
/data1/phot_cal/spitzer/michaela/r40552448,03 43 04.7615086618 -50 38 35.075807082
/data1/phot_cal/spitzer/michaela/r40552704,04 25 29.38340 +17 55 40.4579
/data1/phot_cal/spitzer/michaela/r40552960,01 37 55.5539674750 -82 58 29.967316861
/data1/phot_cal/spitzer/michaela/r40553216,04 16 01.5882311191 -51 29 11.919063290
/data1/phot_cal/spitzer/michaela/r40553472,05 46 30.3902511174 +56 06 56.072597437
/data1/phot_cal/spitzer/michaela/r40553728,07 58 04.3704847018 -25 37 35.861805940
/data1/phot_cal/spitzer/michaela/r40553984,23 19 26.6384866318 +79 00 12.671002116
/data1/phot_cal/spitzer/michaela/r40554240,18 07 01.53971 +30 33 43.6896
/data1/phot_cal/spitzer/michaela/r40554496,20 47 44.9892114361 -36 35 40.819135413
/data1/phot_cal/spitzer/michaela/r40554752,16 31 30.0244745294 -39 00 44.158030797
/data1/phot_cal/spitzer/michaela/r40555008,18 57 01.60985 +32 54 04.5723
/data1/phot_cal/spitzer/michaela/r40555264,00 11 44.0207940487 -35 07 59.231973741
