AORKEY,DateObs,Cycling DPattern,DScale,DPosition,FTime (sec),Time (MJD),Flux (mJy),Error (mJy),Spread (%),Outliers Rejected
11641856,2004-07-18T23:10:44.504,NO,--,--,2.0,53204.9657929,25.22588768470834,0.6985702625352981,2.7692593864943107,0
11642112,2004-07-28T18:21:23.898,NO,--,--,2.0,53214.7648599,25.23561718449265,0.22982015805479108,0.9106975921160199,0
11854336,2004-08-11T22:29:51.749,NO,--,--,2.0,53228.9374045,25.04782731301756,0.8413734192160487,3.3590674700107828,0
11855104,2004-08-18T19:02:28.547,NO,--,--,2.0,53235.793386,25.33715503268984,0.47199869052244436,1.8628716993422292,0
11951104,2004-09-13T17:36:58.600,NO,--,--,2.0,53261.7340116,25.56077875435819,0.3399089353384755,1.3298066487137838,0
11953664,2004-09-02T11:05:25.501,NO,--,--,2.0,53250.4621007,25.194786697130468,0.37645511966249257,1.4941786338098608,0
12170496,2004-10-04T21:29:45.607,NO,--,--,2.0,53282.8956667,25.526844988793943,0.3249754082192994,1.2730731446128993,0
12170752,2004-10-12T04:27:40.375,NO,--,--,2.0,53290.185884,25.545836180817552,0.3458061262307876,1.3536692390224223,0
12278272,2004-10-27T01:13:18.744,NO,--,--,2.0,53305.0509114,25.45495444996802,0.23765644644143213,0.933635323954511,0
12278528,2004-11-01T13:45:28.632,NO,--,--,2.0,53310.5732481,25.517893193790382,0.4076050965896858,1.5973305221328928,0
12840960,2004-11-17T18:25:12.506,NO,--,--,2.0,53326.7675059,25.440618313108693,0.44897127379007806,1.764781296839544,0
12848128,2004-11-28T17:52:36.003,NO,--,--,2.0,53337.7448611,25.446432596580483,0.5952148583556255,2.3390895996777603,0
12972544,2004-12-14T20:33:07.681,NO,--,--,2.0,53353.8563389,25.359949925737478,0.38086905428600715,1.5018525486103904,0
12972800,2004-12-21T17:55:18.497,NO,--,--,2.0,53360.7467419,25.409208709064348,0.5709086452285266,2.2468572389067103,0
13099008,2005-01-15T21:40:18.470,NO,--,--,2.0,53385.9029916,25.77627166450109,0.4196742097302574,1.6281416303826048,0
13099264,2005-01-22T17:42:44.647,NO,--,--,2.0,53392.7380167,25.91923878462878,1.4224958458765367,5.488185273095819,0
13227264,2005-02-18T22:07:59.847,NO,--,--,2.0,53419.9222205,25.60217536234284,0.4179410490927006,1.6324435059820441,0
13227520,2005-02-25T16:27:43.259,NO,--,--,2.0,53426.6859173,25.441462796516127,0.26906553643886866,1.0575867378023311,0
13401600,2005-03-24T19:37:24.001,NO,--,--,2.0,53453.8176389,25.54509777465123,0.4758063188991069,1.86261302695524,0
13401856,2005-03-31T05:59:17.733,NO,--,--,2.0,53460.2495108,25.500597339037547,0.40479960780480806,1.5874122571439582,0
13545984,2005-05-06T01:54:11.468,NO,--,--,2.0,53496.0792994,25.666742841102586,0.3198319018733767,1.2460946207837464,0
13546240,2005-05-10T17:33:01.453,NO,--,--,2.0,53500.7312668,25.41112529225103,0.5240025144488327,2.062098818617152,0
15260928,2005-06-10T02:16:18.821,NO,--,--,2.0,53531.0946623,25.61812695665686,0.4130215138863661,1.6122236984193048,0
15264000,2005-06-15T19:33:31.741,NO,--,--,2.0,53536.8149507,25.30936280585394,0.28457715970404907,1.1243948015879233,0
15264000,2005-06-15T19:33:31.741,NO,--,--,2.0,53536.8149507,25.30936280585394,0.28457715970404907,1.1243948015879233,0
15264000,2005-06-15T19:33:31.741,NO,--,--,2.0,53536.8149507,25.30936280585394,0.28457715970404907,1.1243948015879233,0
15382016,2005-07-14T18:06:59.171,NO,--,--,2.0,53565.7548515,25.551893354103626,0.5047389459816483,1.9753485152229917,0
15384320,2005-07-26T15:14:22.799,NO,--,--,2.0,53577.6349861,25.35466150905272,0.2756327932540244,1.087108945057742,0
15761408,2005-08-18T10:05:00.355,NO,--,--,2.0,53600.420143,25.643156013068328,0.6054860223623812,2.36119930812655,0
15762688,2005-08-25T15:01:12.991,NO,--,--,2.0,53607.6258448,25.32648438723654,0.29791276316667337,1.1762894470928171,0
15969536,2005-09-23T13:27:02.196,NO,--,--,2.0,53636.5604421,25.498110089594157,0.51812345644597,2.0320072924048493,0
15971840,2005-09-15T00:50:32.179,NO,--,--,2.0,53628.0350947,25.463544101631964,0.70548698166962,2.7705765499642494,0
16145664,2005-10-20T16:58:56.918,NO,--,--,2.0,53663.7076032,25.921456639796492,0.7491693137001563,2.890151290919267,0
16221184,2005-11-02T13:49:31.385,NO,--,--,2.0,53676.5760577,25.60783522070256,0.5449711213470333,2.1281420965504076,0
