File#,Coord Conversion Issue,Centroiding Issue,Bad Center Guess,Not In FOV,Xc,Yc,Fx,Fy,Time[MJD],Raw_Flux,Bkg_Flux,Res_Flux
10,X,X,X,X,63.09784648832481,64.17703643267117,1.5485950852980417,1.0862917811224748,53305.0462866,12318.810462056521,40.46617683901757,12278.344285217503
1,X,X,X,O,nan,nan,nan,nan,53310.5664334,nan,nan,nan
2,X,X,X,X,127.02870614696037,128.09462188641652,1.046441690914014,1.572134405972574,53310.5666834,11828.385055335208,-51.243819466748164,11879.628874801956
3,X,X,X,O,nan,nan,nan,nan,53310.566938,nan,nan,nan
4,X,X,X,X,64.0509768545339,191.71661730249298,1.412069205086341,1.2930453489435634,53310.5671601,12153.712749424976,30.76430377476871,12122.948445650207
5,X,X,X,O,nan,nan,nan,nan,53310.5673731,nan,nan,nan
6,X,X,X,X,190.14373435493206,190.65433993708092,1.57886375453563,1.3456319452168441,53310.5675954,12298.894978100054,161.2736235545646,12137.621354545488
7,X,X,X,O,nan,nan,nan,nan,53310.56785,nan,nan,nan
8,X,X,X,X,189.54607078560804,64.08265934771318,1.7680525078353446,1.3642844667950405,53310.5680676,12143.0526438872,126.19703928043309,12016.855604606768
9,X,X,X,O,nan,nan,nan,nan,53310.5683269,nan,nan,nan
10,X,X,X,X,62.87901754329697,64.86122631548878,1.5153134375094623,1.3299496734644345,53310.568549,11898.864822129002,87.07931984202769,11811.785502286975
1,X,X,X,O,nan,nan,nan,nan,53326.7607306,nan,nan,nan
2,X,X,X,X,126.98938314977657,127.85756387330271,1.1703439412778596,1.4024748701871537,53326.7609806,11841.04666253831,60.393743764589196,11780.652918773721
3,X,X,X,O,nan,nan,nan,nan,53326.7612398,nan,nan,nan
4,X,X,X,X,64.04841709079432,191.33025352641496,1.284872537750795,1.7331840022121556,53326.761462,12011.88141648889,84.0818607407255,11927.799555748164
5,X,X,X,O,nan,nan,nan,nan,53326.7616749,nan,nan,nan
6,X,X,X,X,190.1207639121859,190.25857717105936,1.2152071827564204,1.6166399629691361,53326.7619019,12280.057854347095,17.47115932998129,12262.586695017113
7,X,X,X,O,nan,nan,nan,nan,53326.7621519,nan,nan,nan
8,X,X,X,X,189.3652853100968,63.930346930437615,1.3350004612911976,1.6358420959216036,53326.7623786,12079.865164639175,116.94710773694555,11962.91805690223
9,X,X,X,O,nan,nan,nan,nan,53326.7626379,nan,nan,nan
10,X,X,X,X,62.829749662215555,64.51183890610753,1.7130595054914899,1.9233478036786673,53326.7628648,11882.567368922033,125.85831581167083,11756.709053110362
1,X,X,X,O,nan,nan,nan,nan,53337.7381529,nan,nan,nan
2,X,X,X,X,127.22066288360872,128.11061444262592,1.0974988935610372,1.436443587156543,53337.7383984,11937.786633177358,101.14519314726341,11836.641440030095
3,X,X,X,O,nan,nan,nan,nan,53337.7386576,nan,nan,nan
4,X,X,X,X,64.42215544078996,191.7840291130853,1.7872699753953052,1.5067576012513637,53337.7388843,12003.089983317532,137.18136850036018,11865.908614817172
5,X,X,X,O,nan,nan,nan,nan,53337.7390928,nan,nan,nan
6,X,X,X,X,190.8038657672839,190.67254960838508,1.6493135059765178,1.7746791041477352,53337.7393195,12169.14679848517,103.21875581231221,12065.928042672858
7,X,X,X,O,nan,nan,nan,nan,53337.7395696,nan,nan,nan
8,X,X,X,X,190.07717651460212,64.07754661356196,1.008604953360346,1.5120648423549974,53337.7397966,12298.850384783684,169.25826288554123,12129.592121898142
9,X,X,X,O,nan,nan,nan,nan,53337.7400557,nan,nan,nan
10,X,X,X,X,63.2140438631903,64.88860462186578,1.33842545048424,1.219734843588425,53337.740278,12277.491870359154,91.75337475789713,12185.738495601257
1,X,X,X,O,nan,nan,nan,nan,53353.8496563,nan,nan,nan
2,X,X,X,X,127.11820925544686,127.87683735452099,1.3772978548971702,1.0971305900901063,53353.8499063,11958.916826073884,-85.07008420055787,12043.986910274441
3,X,X,X,O,nan,nan,nan,nan,53353.8501608,nan,nan,nan
4,X,X,X,X,64.25944745415443,191.3494568317279,1.8019044264405988,1.4394736320041803,53353.8503878,11802.838968735829,31.980673178160586,11770.858295557668
5,X,X,X,O,nan,nan,nan,nan,53353.8506006,nan,nan,nan
6,X,X,X,X,190.58409519291905,190.33737114857726,1.9621762080358567,1.7565250660174876,53353.8508228,12299.18584192502,56.44249568082209,12242.743346244199
7,X,X,X,O,nan,nan,nan,nan,53353.8510729,nan,nan,nan
8,X,X,X,X,190.0447392484905,64.01470327003034,1.5217332260848213,1.0175451008605576,53353.8512997,12297.427437920709,57.16561859893501,12240.261819321773
9,X,X,X,O,nan,nan,nan,nan,53353.851559,nan,nan,nan
10,X,X,X,X,63.21071259233824,64.78588021770625,1.3100505010206158,1.3857189011733706,53353.8517858,12375.2690864232,32.099378733245345,12343.169707689956
1,X,X,X,O,nan,nan,nan,nan,53360.7399457,nan,nan,nan
2,X,X,X,X,126.88931265097936,127.90786427118326,1.4274783348085112,1.289508116479098,53360.7401911,11639.032531002744,-35.933180990192746,11674.965711992936
3,X,X,X,O,nan,nan,nan,nan,53360.7404504,nan,nan,nan
4,X,X,X,X,64.03623352758483,191.53533907827833,1.3383418170198063,1.7667969635944651,53360.7406772,12017.324255291975,-56.74463156881938,12074.068886860794
5,X,X,X,O,nan,nan,nan,nan,53360.7408856,nan,nan,nan
6,X,X,X,X,190.15852739469793,190.47360270042276,1.3611186119817855,1.775615906707004,53360.741117,12349.565267893982,61.68264162184987,12287.882626272132
7,X,X,X,O,nan,nan,nan,nan,53360.741367,nan,nan,nan
8,X,X,X,X,189.68668311958828,64.0477345714387,1.3497627084477142,1.6967633779168418,53360.7415893,12392.085991550815,199.23475320971795,12192.851238341098
9,X,X,X,O,nan,nan,nan,nan,53360.7418531,nan,nan,nan
10,X,X,X,X,62.95907890250895,64.9200295104746,1.4885294719391813,1.1102967145093574,53360.74208,12212.574656272538,61.29165735197582,12151.282998920562
1,X,X,X,O,nan,nan,nan,nan,53385.8960472,nan,nan,nan
2,X,X,X,X,127.08049600346706,127.97116002950457,0.994819405535181,1.5075822611571486,53385.8962972,11815.7669971738,-3.779005410644343,11819.546002584444
3,X,X,X,O,nan,nan,nan,nan,53385.8965519,nan,nan,nan
4,X,X,X,X,64.2015928339496,191.54907271305976,1.3475145145335707,1.7802641802226753,53385.8967787,12217.34508020868,35.84494382725966,12181.50013638142
5,X,X,X,O,nan,nan,nan,nan,53385.8969918,nan,nan,nan
6,X,X,X,X,190.59805993819631,190.39379904664713,1.9732865915459654,1.8312586683900238,53385.8972185,12426.436150488731,192.86205256787957,12233.574097920851
7,X,X,X,O,nan,nan,nan,nan,53385.8974685,nan,nan,nan
8,X,X,X,X,189.99545641891788,64.0629318961625,1.4633437263811584,1.0802775728021832,53385.8976953,12258.127159914835,88.46017379750297,12169.666986117332
9,X,X,X,O,nan,nan,nan,nan,53385.8979593,nan,nan,nan
10,X,X,X,X,63.20612286710492,64.84108917727019,1.2601767393647891,1.3330477676003243,53385.8981815,12206.282733662913,81.23529735005732,12125.047436312856
1,X,X,X,O,nan,nan,nan,nan,53392.7310631,nan,nan,nan
2,X,X,X,X,127.01933308908797,128.0474583631557,1.0228065681228065,1.542134495190674,53392.7313132,12179.854422430357,173.136293371594,12006.718129058763
3,X,X,X,O,nan,nan,nan,nan,53392.7315724,nan,nan,nan
4,X,X,X,X,64.13779633101748,191.7889865778206,1.3249098308401575,1.185590111220707,53392.7317947,12415.480916961627,324.69072776365687,12090.79018919797
5,X,X,X,O,nan,nan,nan,nan,53392.7320076,nan,nan,nan
6,X,X,X,X,190.21162581251352,190.88479000012,1.198087971337547,1.3696624715477335,53392.7322298,12403.15683808117,284.938598314157,12118.218239767013
7,X,X,X,O,nan,nan,nan,nan,53392.7324798,nan,nan,nan
8,X,X,X,X,189.78156205011487,64.69184531619884,1.7547250125784404,1.695715208464637,53392.7327067,12398.349223246372,250.45299834290034,12147.896224903472
9,X,X,X,O,nan,nan,nan,nan,53392.7329659,nan,nan,nan
10,X,X,X,X,63.00745101877833,65.37715492653466,1.7963281661218384,1.3943933956831265,53392.7331929,11977.835768225266,311.2437168661596,11666.592051359106
1,X,X,X,O,nan,nan,nan,nan,53419.9153062,nan,nan,nan
2,X,X,X,X,127.06040744909184,127.80841880912854,1.1977912598271825,1.3431761260546604,53419.9155563,12046.224004903639,101.72501538236779,11944.498989521271
3,X,X,X,O,nan,nan,nan,nan,53419.9158108,nan,nan,nan
4,X,X,X,X,64.16857002514904,191.31272777301228,1.2745949350723735,1.6918179617675282,53419.9160377,12315.03257261008,128.94433830320773,12186.088234306872
5,X,X,X,O,nan,nan,nan,nan,53419.9162507,nan,nan,nan
6,X,X,X,X,190.2792354663348,190.25246755706766,1.4859252145477613,1.7022066385622112,53419.9164729,12167.205586103928,106.85307180678232,12060.352514297145
7,X,X,X,O,nan,nan,nan,nan,53419.9167229,nan,nan,nan
8,X,X,X,X,189.88054616438174,63.964738932726384,1.2731841965198278,1.3913704230000927,53419.9169497,12411.326555986769,125.60291756381716,12285.72363842295
9,X,X,X,O,nan,nan,nan,nan,53419.9172136,nan,nan,nan
10,X,X,X,X,63.072017425687264,64.76682173568597,1.2531576773910609,1.3783465239901465,53419.9174359,12206.462374378172,123.78598873416071,12082.676385644012
1,X,X,X,O,nan,nan,nan,nan,53426.6790935,nan,nan,nan
2,X,X,X,X,126.61210588311984,128.01701713130856,1.3172827001186582,1.7782424621655157,53426.6793387,11926.779798419679,53.89576921395878,11872.88402920572
3,X,X,X,O,nan,nan,nan,nan,53426.6795933,nan,nan,nan
4,X,X,X,X,63.92947114789565,191.53801574104207,1.8168609794166395,1.5317437194300212,53426.6798155,12104.925578921986,100.10022766380595,12004.82535125818
5,X,X,X,O,nan,nan,nan,nan,53426.6800286,nan,nan,nan
6,X,X,X,X,190.0427645551592,190.46845001840774,1.77164226487019,1.3364786768997619,53426.6802507,12127.519619408919,-2.7943682799778076,12130.313987688896
7,X,X,X,O,nan,nan,nan,nan,53426.6805008,nan,nan,nan
8,X,X,X,X,189.37325371077384,64.04083226658253,1.5771443499774023,1.3186574559258406,53426.6807276,12236.689646523331,184.89577356676756,12051.793872956563
9,X,X,X,O,nan,nan,nan,nan,53426.6809869,nan,nan,nan
10,X,X,X,X,62.801106978808505,64.86115526988091,1.6705597747134362,1.3908133012968282,53426.6812092,11868.541422347485,74.4834155018115,11794.058006845675
1,X,X,X,O,nan,nan,nan,nan,53453.8107316,nan,nan,nan
2,X,X,X,X,126.55848194138828,127.95329611454068,1.7961274433558936,1.3306976393608798,53453.8109815,11829.375257686965,89.43849347733605,11739.93676420963
3,X,X,X,O,nan,nan,nan,nan,53453.8112362,nan,nan,nan
4,X,X,X,X,63.88330773263762,191.57596446517337,1.8212516884122187,1.608251989407192,53453.8114585,12409.407504866398,78.91768095984379,12330.489823906555
5,X,X,X,O,nan,nan,nan,nan,53453.8116668,nan,nan,nan
6,X,X,X,X,190.03022724410482,190.52296249947642,1.3745961085911602,1.7484744989022034,53453.8118937,12235.510606321732,126.23264634909009,12109.277959972642
7,X,X,X,O,nan,nan,nan,nan,53453.8121389,nan,nan,nan
8,X,X,X,X,189.27159868192655,64.06878869648729,1.2432019099880143,1.4213477358350686,53453.8123612,12271.614119883707,128.49382452298684,12143.12029536072
9,X,X,X,O,nan,nan,nan,nan,53453.8126251,nan,nan,nan
10,X,X,X,X,62.6848983696583,64.91728802444774,1.7809260616124338,1.3474647087027516,53453.8128473,12031.078476857674,105.42583181504732,11925.652645042626
1,X,X,X,O,nan,nan,nan,nan,53460.2425965,nan,nan,nan
2,X,X,X,X,126.91811672866929,127.86953666321949,1.4137073184340356,1.293905376804652,53460.2428466,12128.988485014148,205.43370094801918,11923.55478406613
3,X,X,X,O,nan,nan,nan,nan,53460.2430966,nan,nan,nan
4,X,X,X,X,64.04136055880524,191.4500932456405,1.789093049678498,1.3274521512093058,53460.2433233,12178.640850796983,87.83745661653793,12090.803394180444
5,X,X,X,O,nan,nan,nan,nan,53460.2435318,nan,nan,nan
6,X,X,X,X,190.13762308668987,190.32674806076244,1.6985319656131155,1.305744342410983,53460.243754,12473.657047364755,86.31976547765842,12387.337281887098
7,X,X,X,O,nan,nan,nan,nan,53460.2439993,nan,nan,nan
8,X,X,X,X,189.65687607440717,64.00561225508966,1.7308344898846808,1.3318083636773541,53460.2442261,12353.175142449389,225.46524419405608,12127.709898255333
9,X,X,X,O,nan,nan,nan,nan,53460.2444854,nan,nan,nan
10,X,X,X,X,62.94503707761251,64.83932324948343,1.3131920464163664,1.4330222185586163,53460.2447076,12379.926985632657,201.57353647893873,12178.35344915372
1,X,X,X,O,nan,nan,nan,nan,53496.0723922,nan,nan,nan
2,X,X,X,X,126.98841494267668,127.30909382766019,1.7078593935724058,1.349791136606228,53496.0726329,11776.361270781374,121.8309526703009,11654.530318111072
3,X,X,X,O,nan,nan,nan,nan,53496.0728876,nan,nan,nan
4,X,X,X,X,64.11990228988013,191.07458222340685,1.0153260458566722,1.5098114028419645,53496.0731098,12265.797185498623,90.55021473555045,12175.246970763072
5,X,X,X,O,nan,nan,nan,nan,53496.0733181,nan,nan,nan
6,X,X,X,X,190.26848344481127,190.06711314010954,1.1801588938489873,1.4832006659330415,53496.0735404,12346.806658764728,-13.233151431375358,12360.039810196104
7,X,X,X,O,nan,nan,nan,nan,53496.0737857,nan,nan,nan
8,X,X,X,X,189.88473759395993,63.81705479904084,1.3989141611748674,1.4840447386752595,53496.0740078,12335.452394621312,140.31815831672006,12195.134236304591
9,X,X,X,O,nan,nan,nan,nan,53496.0742626,nan,nan,nan
10,X,X,X,X,63.0811625576012,64.58216712373819,1.3035610874033277,1.6817148503666368,53496.0744847,12128.978728340646,117.97728716949328,12011.001441171153
1,X,X,X,O,nan,nan,nan,nan,53500.7242832,nan,nan,nan
2,X,X,X,X,126.61780452321604,128.0580428137427,1.3503553395856522,1.7735964456790716,53500.7245238,11977.769725394248,169.3635090794026,11808.406216314845
3,X,X,X,O,nan,nan,nan,nan,53500.7247784,nan,nan,nan
4,X,X,X,X,63.8922764585543,191.76600706045912,1.522969495719969,1.4383361648183306,53500.7250008,11911.909538240845,3.3542360374697155,11908.555302203375
5,X,X,X,O,nan,nan,nan,nan,53500.725209,nan,nan,nan
6,X,X,X,X,190.0329346392195,190.67643582251438,1.511156091613458,1.3369453394499828,53500.7254313,12355.213335751341,82.7486512280527,12272.46468452329
7,X,X,X,O,nan,nan,nan,nan,53500.7256767,nan,nan,nan
8,X,X,X,X,189.3170780460272,64.10478494815105,1.480995295242555,1.3323068725918612,53500.7258989,12051.781914453732,54.382789309637566,11997.399125144095
9,X,X,X,O,nan,nan,nan,nan,53500.7261536,nan,nan,nan
10,X,X,X,X,62.67548590380208,64.93970576357066,1.7679412482592334,1.3122390805384236,53500.7263757,11898.760969349158,71.05267914002431,11827.708290209133
1,X,X,X,X,127.1327778616154,127.27842236699925,1.2333285281167394,1.6255716656636001,53531.0884518,12059.517145977403,60.477492009673696,11999.03965396773
2,X,X,X,O,nan,nan,nan,nan,53531.088697,nan,nan,nan
3,X,X,X,X,64.0359728078177,191.0031805352864,1.470212108439824,1.0425843168080542,53531.0889146,12136.91679614648,-17.73185941992698,12154.648655566407
4,X,X,X,O,nan,nan,nan,nan,53531.0891323,nan,nan,nan
5,X,X,X,X,190.15230926718934,190.08598784312696,1.5185894115444882,1.033064882886948,53531.0893776,12282.380691616998,65.56464017984482,12216.816051437154
6,X,X,X,O,nan,nan,nan,nan,53531.0895999,nan,nan,nan
7,X,X,X,X,189.77903285964211,63.85265977865456,1.6540826198802958,1.403507461551909,53531.089836,12291.410131267894,138.79965486786756,12152.610476400027
8,X,X,X,O,nan,nan,nan,nan,53531.0900536,nan,nan,nan
9,X,X,X,X,63.02998930556548,64.40832885057179,1.769512007295185,1.3516072924361178,53531.0902526,12201.79060535301,165.60735749267758,12036.183247860332
10,X,X,X,O,nan,nan,nan,nan,53531.0904703,nan,nan,nan
1,X,X,X,X,126.83045696100278,127.2901021242593,1.5761732129138897,1.8043750864660193,53536.8086499,11946.19314231518,-11.44972444264124,11957.642866757822
2,X,X,X,O,nan,nan,nan,nan,53536.8088953,nan,nan,nan
3,X,X,X,X,63.84557777196336,191.14037895069757,1.3723357954519724,1.674681216713453,53536.8091127,12006.014051850812,-49.03478981024414,12055.048841661057
4,X,X,X,O,nan,nan,nan,nan,53536.8093351,nan,nan,nan
5,X,X,X,X,189.99312266711726,190.19187761228497,1.2178760963928588,1.6461499719869155,53536.8095805,12365.687166082029,78.71946431412472,12286.967701767904
