AORKEY,DateObs,Cycling DPattern,DScale,DPosition,FTime (sec),Time (MJD),Flux (mJy),Error (mJy),Spread (%),Outliers Rejected
43290880,2012-08-20T17:31:24.305,NO,large,5,2.0,56159.7301424,24.9266033178523,0.48758248320363295,1.9560727026711615,0
43291136,2011-10-25T02:13:14.261,NO,large,5,2.0,55859.0925262,25.021785787040564,0.15846922537867425,0.6333250021697077,0
43291392,2012-08-18T01:32:11.392,NO,large,5,2.0,56157.0640207,24.38646400649371,1.486511416505857,6.095641484185751,0
43291648,2011-10-21T20:01:17.857,NO,large,5,2.0,55855.8342345,24.478694138890226,0.41992780352490056,1.7154828649856175,0
43291904,2012-08-15T08:51:16.368,NO,large,5,2.0,56154.3689394,25.09280799484675,0.2433788715904583,0.9699148522574295,0
43292160,2011-10-18T09:37:51.782,NO,large,5,2.0,55852.4012938,24.672754765612993,0.6049840927803313,2.4520330158815993,0
43292416,2012-08-12T15:49:49.616,NO,large,5,2.0,56151.659602,25.569220465378027,0.6837690702645786,2.6741881755465924,0
43292672,2011-10-15T06:01:16.442,NO,large,5,2.0,55849.2508847,25.407091117832383,0.42391457695687346,1.6684892221264247,0
43292928,2011-10-12T12:09:01.463,NO,large,5,2.0,55846.5062669,24.86852872047474,0.3586610352240466,1.4422286065068017,0
43293184,2012-05-14T02:32:14.540,NO,large,5,2.0,56061.1057238,25.529340669893475,0.24473184321554617,0.9586297052479552,0
43293440,2011-10-09T17:30:16.901,NO,large,5,2.0,55843.7293623,24.943478221399783,0.4666582821429938,1.8708629085362811,0
43293696,2012-05-11T10:14:10.514,NO,large,5,2.0,56058.4265106,25.30309745329775,0.24907311603427745,0.9843582055279789,0
43293952,2011-10-06T06:21:57.535,NO,large,5,2.0,55840.2652492,25.2129436385369,0.35210546708910584,1.3965266100501166,0
43294208,2012-05-08T20:04:18.135,NO,large,5,2.0,56055.836321,24.95756534853733,0.34833279019983016,1.3957002028655197,0
43294464,2011-10-03T13:18:28.454,NO,large,5,2.0,55837.554496,25.447474991294342,0.5104404762774356,2.0058590349418117,0
43294720,2012-05-05T19:46:56.425,NO,large,5,2.0,56052.8242642,25.188386504414126,0.4293969868622853,1.7047419325054258,0
43294976,2011-09-30T06:33:15.902,NO,large,5,2.0,55834.2731007,24.673640413270373,1.1624306530081585,4.711224746482734,0
43295232,2012-05-02T16:51:10.523,NO,large,5,2.0,56049.7022051,24.023630617942633,2.1033966152825796,8.755531787570888,0
43295488,2011-09-27T06:48:22.881,NO,large,5,2.0,55831.2835982,25.143851343848432,0.28461013168436855,1.1319273558861531,0
43295744,2012-04-29T17:34:38.364,NO,large,5,2.0,56046.7323885,25.580634922196975,0.22053293217551964,0.8621089071724234,0
43296000,2012-04-27T05:37:11.206,NO,large,5,2.0,56044.2341575,24.87346416784937,0.15933342255317037,0.6405759225090953,0
43296256,2012-04-24T04:39:09.237,NO,large,5,2.0,56041.1938569,25.412383702444195,0.8362718912422628,3.2908045976097435,0
43296512,2012-04-21T03:11:27.141,NO,large,5,2.0,56038.132953,25.209429674989185,0.2689946949503638,1.0670399863002027,0
43296768,2012-04-18T04:03:15.967,NO,large,5,2.0,56035.1689348,25.11009269567516,0.3970176198462756,1.581107742842606,0
43297024,2012-08-09T14:11:16.078,NO,large,5,2.0,56148.5911583,25.034063708831702,0.2844183874152415,1.1361255236995433,0
43297280,2012-08-06T17:59:14.992,NO,large,5,2.0,56145.7494791,25.098712771002283,0.7036211850405654,2.803415423971431,0
43297536,2012-08-03T06:51:50.013,NO,large,5,2.0,56142.2859955,25.15683687620015,0.3834163081793075,1.5241038055227123,0
43297792,2012-07-30T21:21:59.023,NO,large,5,2.0,56138.8902665,24.633451408300214,0.3178212051870625,1.290201685176658,0
43298048,2012-07-28T05:05:13.974,NO,large,5,2.0,56136.2119673,25.032478561463613,0.4046545148956137,1.6165179724494456,0
43298304,2012-07-25T09:52:43.575,NO,large,5,2.0,56133.4116154,25.142846384764304,0.4156834104374048,1.653286998918685,0
43298560,2012-07-22T04:51:47.662,NO,large,5,2.0,56130.202635,24.960405314260715,0.3113924787710006,1.2475457623802755,0
43298816,2011-09-24T09:40:55.178,NO,large,5,2.0,55828.4034164,24.760099860294996,0.5872673811231882,2.3718296147299602,0
43299072,2012-07-19T09:38:23.794,NO,large,5,2.0,56127.4016643,24.93525594823095,0.5479697736936328,2.1975702789307396,0
43299328,2011-09-21T17:24:33.382,NO,large,5,2.0,55825.7253864,24.878565016378797,0.23417641021330243,0.9412778030370017,0
43299584,2012-07-16T01:37:48.067,NO,large,5,2.0,56124.0679174,25.014586462593098,0.4646632418891518,1.857569153038012,0
43299840,2011-09-18T19:36:38.459,NO,large,5,2.0,55822.8171118,24.66500094082652,0.3659866302338535,1.4838297842026735,0
43300096,2012-07-13T11:14:50.718,NO,large,5,2.0,56121.4686426,24.905170550568783,0.6874271704341431,2.7601785301504136,0
43300352,2011-09-15T22:28:28.763,NO,large,5,2.0,55819.936444,25.15520778628168,0.3380389753251549,1.3438130910987884,0
43300608,2011-09-13T05:08:32.305,NO,large,5,2.0,55817.2142628,25.264024560313345,0.5404323742747081,2.1391380972755245,0
43300864,2012-04-15T05:31:53.359,NO,large,5,2.0,56032.2304787,24.43176329007635,1.3426802070296235,5.4956336597080195,0
43301120,2011-09-09T22:41:22.634,NO,large,5,2.0,55813.9454009,25.144591722914367,0.24857191957108027,0.9885701160323701,0
43301376,2012-04-12T22:46:03.910,NO,large,5,2.0,56029.9486564,25.465964846096618,0.35145399941539596,1.3800930046805835,0
43301632,2011-09-07T04:06:29.161,NO,large,5,2.0,55811.1711708,24.878499971571507,0.5927652268809581,2.382640543273537,0
43301888,2012-04-10T02:57:21.375,NO,large,5,2.0,56027.1231641,24.91221977511386,0.41470192752356577,1.6646526534654031,0
43302144,2011-09-03T20:05:06.469,NO,large,5,2.0,55807.8368804,24.893971704078716,0.3828609770207693,1.5379666273101773,0
43302400,2012-04-08T04:00:31.617,NO,large,5,2.0,56025.1670326,25.51121280361884,0.6355396403911885,2.4912168828799675,0
43302656,2011-08-31T14:10:07.331,NO,large,5,2.0,55804.5903626,25.225179684449916,0.606560902245826,2.404585060774576,0
43302912,2012-04-05T13:09:23.626,NO,large,5,2.0,56022.5481901,24.87564624506451,0.43825059996912974,1.761765687016399,0
43303168,2011-08-28T19:19:50.192,NO,large,5,2.0,55801.805442,24.83857454734312,0.5962828109753907,2.4006321692851436,0
43303424,2012-04-02T10:47:29.557,NO,large,5,2.0,56019.4496476,24.944770648318816,0.3621006642471292,1.4516095150850121,0
43303680,2012-03-30T11:18:54.558,NO,large,5,2.0,56016.4714648,25.208113744068186,0.28170468317025954,1.117515915829079,0
43303936,2012-03-27T17:07:53.278,NO,large,5,2.0,56013.7138111,25.148721412967493,0.4785414897763494,1.9028462000839452,0
43304192,2012-03-24T12:01:05.047,NO,large,5,2.0,56010.5007529,25.3773473598497,0.3404012974707475,1.3413588608922424,0
43304448,2012-03-21T09:49:50.071,NO,large,5,2.0,56007.4096073,25.15500331127804,0.3912693862913098,1.555433650513126,0
43304704,2012-07-10T22:10:46.273,NO,large,5,2.0,56118.9241467,25.10844039719686,0.3515149611157259,1.3999872375783622,0
43304960,2012-07-07T23:51:16.780,NO,large,5,2.0,56115.9939442,25.003674900256755,0.4448945748825235,1.779316747067268,0
43305216,2012-07-05T06:10:35.621,NO,large,5,2.0,56113.2573567,25.309648624738397,0.6027481970528544,2.3814957133135013,0
43305472,2012-07-01T20:33:23.900,NO,large,5,2.0,56109.8565266,25.098349284092432,0.11915946849445815,0.4747701418355132,0
43305728,2012-06-29T00:42:05.203,NO,large,5,2.0,56107.0292269,25.09114749952169,0.3959526466417425,1.578057148041119,0
43305984,2012-06-25T22:53:14.785,NO,large,5,2.0,56103.9536434,25.206497105941164,0.2985221691383853,1.1843064424371117,0
43306240,2012-06-22T19:36:47.550,NO,large,5,2.0,56100.817217,25.007507979065007,0.27638346423987903,1.1052019436372988,0
43306496,2011-08-26T03:04:28.510,NO,large,5,2.0,55799.1281078,25.446402251913174,0.4455569843538374,1.750962591658074,0
43306752,2012-06-20T07:26:23.782,NO,large,5,2.0,56098.3099975,25.18668130896562,0.1655920190643616,0.6574586664794791,0
43307008,2011-08-23T11:39:41.676,NO,large,5,2.0,55796.485899,24.85917916960386,0.2582911916954197,1.0390173783824725,0
43307264,2012-06-17T03:42:35.986,NO,large,5,2.0,56095.1545832,25.301114860242016,0.23037021747432648,0.9105140968958982,0
43307520,2011-08-20T21:40:01.616,NO,large,5,2.0,55793.9027965,24.89403804242061,0.2402513620147378,0.9650959864580354,0
43307776,2012-06-14T12:08:17.834,NO,large,5,2.0,56092.505762,25.21214170080988,0.4306995967044948,1.7083023005961433,0
43308288,2011-08-15T09:39:11.254,NO,large,5,2.0,55788.4022136,24.98608948971011,0.39203423272173055,1.5690099600546934,0
43308544,2011-08-12T20:16:29.414,NO,large,5,2.0,55785.8447849,25.12352343237043,0.35592762991270877,1.4167106412077275,0
43308800,2012-03-18T11:25:56.884,NO,large,5,2.0,56004.4763528,25.154607793250584,0.40214599055139966,1.5986971208483813,0
43309056,2011-08-10T07:07:41.814,NO,large,5,2.0,55783.2970117,25.14136022753633,0.5456663640569728,2.1703931653599478,0
43309312,2012-03-15T23:10:55.364,NO,large,5,2.0,56001.9659186,24.938190255719316,0.6096359953770588,2.444587955764934,0
43309568,2011-08-07T09:12:23.055,NO,large,5,2.0,55780.3836002,24.97460418866376,0.8069286129035242,3.230996602820227,0
43309824,2012-03-13T03:55:48.853,NO,large,5,2.0,55999.1637599,25.035072501419364,0.8550375335322055,3.41535872717656,0
43310080,2011-08-04T16:01:43.509,NO,large,5,2.0,55777.6678647,25.102641181604337,0.37727052002210076,1.502911654963906,0
43310336,2012-03-09T19:29:02.845,NO,large,5,2.0,55995.8118385,28.138523687263085,5.690227681826311,20.222196960539172,0
43310592,2011-08-01T19:17:47.718,NO,large,5,2.0,55774.8040245,25.00753824364338,0.33417672473554755,1.3363039635478366,0
43310848,2012-03-06T11:24:23.144,NO,large,5,2.0,55992.4752679,24.940756033783366,0.3753012516236879,1.5047709504688855,0
43311104,2012-03-03T17:49:31.355,NO,large,5,2.0,55989.742724,24.808800289016567,0.29817019138542167,1.2018726738568997,0
43311360,2012-02-29T23:51:46.353,NO,large,5,2.0,55986.9942865,25.04793748897769,0.3433340928345166,1.3707080392770874,0
43311616,2012-02-27T00:08:22.018,NO,large,5,2.0,55984.0058104,25.153215835819303,0.28655208638798896,1.1392264442780553,0
43311872,2012-02-24T12:04:40.003,NO,large,5,2.0,55981.5032408,24.755839223498672,0.19186440012762881,0.7750268467792755,0
43312128,2012-02-21T00:23:11.294,NO,large,5,2.0,55978.0161029,24.96646238520644,0.18541644576298422,0.7426620676257698,0
43312384,2012-02-18T05:50:03.295,NO,large,5,2.0,55975.2430937,24.866284598502176,0.209709892822064,0.8433503283988631,0
43312640,2012-02-15T11:27:25.721,NO,large,5,2.0,55972.477381,25.122965989169156,0.5519369242646055,2.196941732526935,0
43312896,2012-02-12T14:36:36.203,NO,large,5,2.0,55969.6087524,25.14026859362594,0.12853412412132742,0.5112679032948595,0
43313152,2012-02-09T11:45:01.987,NO,large,5,2.0,55966.4896063,24.79138611817706,0.21417760181299042,0.8639194306927247,0
43313408,2012-02-06T14:44:32.260,NO,large,5,2.0,55963.6142623,25.203269374393933,0.4820950933223534,1.912827602486181,0
43313664,2012-02-03T20:04:35.002,NO,large,5,2.0,55960.8365162,25.000575875449698,0.635423810611028,2.5416366957971057,0
43313920,2012-02-01T03:26:07.634,NO,large,5,2.0,55958.1431439,25.320540508549684,0.5736136274202822,2.265408304481482,0
43314176,2012-01-28T21:22:50.053,NO,large,5,2.0,55954.8908571,25.576923346542934,1.064161208414779,4.160630244679584,0
43314432,2012-01-25T17:50:42.942,NO,large,5,2.0,55951.7435526,25.151915456356253,0.45443567457616846,1.80676368511459,0
43314688,2012-01-23T05:46:20.584,NO,large,5,2.0,55949.240516,24.92069887112948,0.529309918704978,2.1239770258537223,0
43314944,2012-01-20T00:14:20.373,NO,large,5,2.0,55946.009958,24.693711478423815,0.9230428901281562,3.737967421117182,0
43315200,2012-10-15T04:32:13.795,NO,large,5,2.0,56215.1890486,26.181584251278412,1.8673048145202231,7.132130724400473,0
43315456,2012-01-16T16:34:56.026,NO,large,5,2.0,55942.6909262,25.47897421628114,0.1191638058706442,0.46769467584961943,0
43315712,2012-10-12T04:17:21.895,NO,large,5,2.0,56212.1787256,25.272159497841123,0.35352215319390373,1.3988600903856412,0
43315968,2012-01-13T14:46:18.005,NO,large,5,2.0,55939.6154862,25.153193712292307,0.24041023971273237,0.9557841539432205,0
43316224,2012-10-09T06:29:53.613,NO,large,5,2.0,56209.2707594,25.117687067150698,0.27193656845392095,1.0826497190084188,0
43316480,2012-01-10T23:25:17.106,NO,large,5,2.0,55936.9758924,25.341707394802906,0.3680313826890818,1.452275401003793,0
43316736,2012-01-07T22:11:05.419,NO,large,5,2.0,55933.9243683,24.662778743324928,0.15000402385796335,0.6082202878236601,0
43316992,2012-01-05T01:11:51.689,NO,large,5,2.0,55931.0499038,25.553495648123523,0.5081785091766212,1.9886848992182344,0
43317248,2012-01-02T08:55:00.517,NO,large,5,2.0,55928.3715338,25.040963714111538,0.24856891003269133,0.9926491363134451,0
43317504,2011-12-01T20:21:08.367,NO,large,5,2.0,55896.8480135,25.132361801117735,0.33216201742123436,1.321650627385373,0
43317760,2011-11-29T01:39:04.681,NO,large,5,2.0,55894.0688042,25.36392026251487,0.30251536798427325,1.1926995703079788,0
43318016,2011-11-26T06:58:00.565,NO,large,5,2.0,55891.2902843,25.036840444143557,0.3245922065954917,1.2964583423361553,0
43318272,2012-10-06T02:08:01.165,NO,large,5,2.0,56206.0889024,25.310490020402288,0.18626602886424753,0.7359242302859493,0
43318528,2012-10-03T09:58:22.501,NO,large,5,2.0,56203.4155382,24.655593923473553,1.8093071174260138,7.338322990887064,0
43318784,2012-09-30T09:56:51.614,NO,large,5,2.0,56200.4144863,27.175475451627932,3.7759168196790887,13.894575005321183,0
43943424,2011-07-29T02:31:49.071,NO,--,--,2.0,55771.1054291,25.13630139438915,0.43908300879485335,1.7468083386876645,0
43983104,2011-08-12T03:15:11.690,NO,--,--,2.0,55785.135552,24.713581058441953,0.7173171721388136,2.90252218180167,0
44118016,2012-12-01T20:35:00.911,NO,large,5,2.0,56262.8576494,25.251989896601298,0.3230338018062885,1.2792409751825777,0
44118272,2012-11-28T11:15:18.582,NO,large,5,2.0,56259.4689651,25.253274667070396,0.23998232792693708,0.9503018166585251,0
44118528,2012-11-25T14:21:00.151,NO,large,5,2.0,56256.5979184,27.801000641340902,8.36180128665723,30.077339281892556,0
44118784,2012-11-22T13:31:14.311,NO,large,5,2.0,56253.5633601,25.126128607875597,0.33746522592254385,1.3430848468106937,0
44119040,2012-11-19T16:37:38.411,NO,large,5,2.0,56250.6928057,24.314944838425543,1.413631302177435,5.813837175330279,0
44119296,2012-11-16T17:41:33.352,NO,large,5,2.0,56247.7371916,24.954416701762536,0.3914031140408434,1.5684723017917643,0
44119552,2012-11-13T22:26:36.273,NO,large,5,2.0,56244.9351421,24.93810514584648,0.1987440817415603,0.7969494096654002,0
44119808,2012-11-11T08:12:58.438,NO,large,5,2.0,56242.342343,26.754237846469522,3.1976022041607077,11.951759652098113,0
44120064,2012-11-08T02:57:45.356,NO,large,5,2.0,56239.1234416,24.964852609082683,0.5111311883493614,2.0474031886068587,0
44120320,2012-11-05T05:08:04.839,NO,large,5,2.0,56236.2139449,25.231032680315142,0.3121321501806179,1.2370962145522428,0
44120576,2012-11-02T06:18:39.772,NO,large,5,2.0,56233.2629603,25.333969399476565,0.3422484813254251,1.350946927931856,0
44120832,2012-10-30T04:17:04.727,NO,large,5,2.0,56230.1785269,24.09592624567432,2.0603968497508975,8.550809911782405,0
44121088,2012-10-27T05:42:11.812,NO,large,5,2.0,56227.2376367,25.3173879783063,0.14613425653358808,0.5772090575015325,0
44121344,2012-10-24T04:04:30.840,NO,large,5,2.0,56224.1698014,24.996770785055357,0.38392402210168075,1.53589447774276,0
44121600,2012-10-20T17:52:43.518,NO,large,5,2.0,56220.7449481,25.412853868963868,0.3046276787937043,1.1987149509632173,0
44121856,2012-10-17T18:21:07.263,NO,large,5,2.0,56217.7646674,23.561837491669447,3.265194535557328,13.857979186520467,0
