File#,Coord Conversion Issue,Centroiding Issue,Bad Center Guess,Not In FOV,Xc,Yc,Fx,Fy,Time[MJD],Raw_Flux,Bkg_Flux,Res_Flux
13,O,X,X,X,nan,nan,nan,nan,53822.6065307,nan,nan,nan
14,O,X,X,X,nan,nan,nan,nan,53822.6064081,nan,nan,nan
15,X,X,X,X,15.172172954314677,22.022879176985818,1.4526629911328344,1.0135658294678922,53822.6013688,61508.916238464146,280.83665316209294,61228.07958530205
16,X,X,X,X,8.921256256746588,12.147827483077345,1.62268309294828,1.2673355944283775,53822.6010017,61530.49831535381,349.908337980654,61180.58997737316
17,X,X,X,X,20.23785901673356,10.110735429931664,1.1714918205137768,1.4156908996442727,53822.6017369,61099.806387016855,465.7800264757647,60634.02636054109
18,O,X,X,X,nan,nan,nan,nan,53822.603775,nan,nan,nan
19,O,X,X,X,nan,nan,nan,nan,53822.6041433,nan,nan,nan
20,O,X,X,X,nan,nan,nan,nan,53822.6072668,nan,nan,nan
21,X,X,X,X,8.415156047577579,16.956707647759867,1.2873553672515645,1.6640173403086864,53822.6011234,61094.88525378797,454.65450088495896,60640.230752903015
22,X,X,X,X,24.793716337924856,15.53186135707017,1.9204505471784614,1.768540836187035,53822.6016151,59245.888923926876,468.17354100363565,58777.71538292324
23,O,X,X,X,nan,nan,nan,nan,53822.6038976,nan,nan,nan
24,O,X,X,X,nan,nan,nan,nan,53822.6042658,nan,nan,nan
25,O,X,X,X,nan,nan,nan,nan,53822.6043883,nan,nan,nan
26,O,X,X,X,nan,nan,nan,nan,53822.6067771,nan,nan,nan
27,O,X,X,X,nan,nan,nan,nan,53822.6070215,nan,nan,nan
1,O,X,X,X,nan,nan,nan,nan,53822.6121014,nan,nan,nan
2,O,X,X,X,nan,nan,nan,nan,53822.6119776,nan,nan,nan
3,O,X,X,X,nan,nan,nan,nan,53822.6123456,nan,nan,nan
4,O,X,X,X,nan,nan,nan,nan,53822.6127147,nan,nan,nan
5,X,X,X,X,10.971330394393387,7.006210285765403,1.5450692578444172,1.045778050955118,53822.6091466,36955.7438829074,178.15919799121127,36777.58468491619
6,X,X,X,X,10.482045892904228,23.45432411806147,1.8523720966251176,1.9156274738751615,53822.6095378,37183.21018345251,-31.5057416849056,37214.71592513742
7,X,X,X,X,24.814418940719847,15.778038632044503,1.5129893360241273,1.7045521530184062,53822.6099058,35172.92640643501,492.6732347652204,34680.25317166979
8,X,X,X,X,20.2444265769584,10.210808657364247,1.3268526852133375,1.5503368640665205,53822.6100295,37123.22067236796,95.7167878898871,37027.50388447808
9,X,X,X,X,15.18075096426115,7.74825315026479,1.3069634293853276,1.4157418549557268,53822.610151,37138.33893827712,120.32002058094322,37018.01891769618
10,X,X,X,X,8.970810350865024,12.240052960415923,1.314325010370002,1.6646948085173199,53822.6092925,37488.76584717337,21.01784371104123,37467.74800346232
11,X,X,X,X,15.184039132788525,22.092032382922934,1.0545572687600038,1.4433053450046565,53822.6096602,37419.19861609421,-5.348098654621847,37424.54671474883
12,O,X,X,X,nan,nan,nan,nan,53822.6118318,nan,nan,nan
13,O,X,X,X,nan,nan,nan,nan,53822.612591,nan,nan,nan
14,O,X,X,X,nan,nan,nan,nan,53822.612223,nan,nan,nan
15,X,X,X,X,21.006784252896775,19.804404448604295,1.2509899878428603,1.3473390037346364,53822.6097831,37114.649823344895,98.03209777187456,37016.61772557302
16,X,X,X,X,8.442457918643463,17.034112649555716,1.6875823966966985,1.301481437667983,53822.609416,36673.898467570536,250.58194234889697,36423.31652522164
17,O,X,X,X,nan,nan,nan,nan,53822.6124684,nan,nan,nan
18,O,X,X,X,nan,nan,nan,nan,53822.6128364,nan,nan,nan
1,X,X,X,X,9.07742413065126,12.945970486663718,1.022574481032289,1.5003426107403854,53819.0699019,11648.48945988938,486.84826493366546,11161.641194955715
2,O,X,X,X,nan,nan,nan,nan,53819.0724951,nan,nan,nan
3,O,X,X,X,nan,nan,nan,nan,53819.0728862,nan,nan,nan
4,O,X,X,X,nan,nan,nan,nan,53819.0753768,nan,nan,nan
5,O,X,X,X,nan,nan,nan,nan,53819.073377,nan,nan,nan
6,O,X,X,X,nan,nan,nan,nan,53819.0784151,nan,nan,nan
7,O,X,X,X,nan,nan,nan,nan,53819.0792738,nan,nan,nan
8,O,X,X,X,nan,nan,nan,nan,53819.0789068,nan,nan,nan
9,X,X,X,X,10.906312225338286,23.957213822868948,1.130191143200844,1.448792463255399,53819.0701464,12282.983029774177,560.2875789030188,11722.695450871159
10,X,X,X,X,15.602125127831245,22.67258614059669,1.922384070205547,1.7557790930244548,53819.0702691,11627.314718932297,376.3896914038127,11250.925027528485
11,O,X,X,X,nan,nan,nan,nan,53819.0727633,nan,nan,nan
12,X,X,X,X,11.03435193319446,7.664085068263904,1.5643708143005406,1.3330660763976443,53819.0697563,11017.027553421218,395.46458337075865,10621.56297005046
13,O,X,X,X,nan,nan,nan,nan,53819.0760133,nan,nan,nan
14,O,X,X,X,nan,nan,nan,nan,53819.0731314,nan,nan,nan
15,O,X,X,X,nan,nan,nan,nan,53819.0785375,nan,nan,nan
16,O,X,X,X,nan,nan,nan,nan,53819.0763803,nan,nan,nan
17,X,X,X,X,21.249449093695944,20.132263437622022,1.441392967398101,1.2702396407370304,53819.0703918,11932.126812136274,300.0130026129677,11632.113809523305
18,X,X,X,X,8.9285378616612,17.659303553062756,1.5027694114899368,1.6612111560873766,53819.0700237,11411.889682237266,239.76751328689528,11172.12216895037
19,O,X,X,X,nan,nan,nan,nan,53819.0726405,nan,nan,nan
20,O,X,X,X,nan,nan,nan,nan,53819.0734995,nan,nan,nan
21,O,X,X,X,nan,nan,nan,nan,53819.0757667,nan,nan,nan
22,O,X,X,X,nan,nan,nan,nan,53819.0782701,nan,nan,nan
23,O,X,X,X,nan,nan,nan,nan,53819.0761347,nan,nan,nan
24,O,X,X,X,nan,nan,nan,nan,53819.0787831,nan,nan,nan
25,O,X,X,X,nan,nan,nan,nan,53819.0791513,nan,nan,nan
26,O,X,X,X,nan,nan,nan,nan,53819.0786604,nan,nan,nan
27,X,X,X,X,20.847166916071835,10.85467922061759,1.3367020301960941,1.5655017086617173,53819.0706372,11397.957650345948,444.30344399337116,10953.654206352578
28,X,X,X,X,15.780975712478263,8.05564778183767,1.2647053831183708,1.6794138957009201,53819.0707598,11456.588980291996,245.04216007211116,11211.546820219884
29,X,X,X,X,25.096826119062346,16.107194550011716,1.4997402540974138,1.03978399657215,53819.0705154,11841.638122565379,187.38966313834828,11654.24845942703
30,O,X,X,X,nan,nan,nan,nan,53819.0730091,nan,nan,nan
31,O,X,X,X,nan,nan,nan,nan,53819.0732541,nan,nan,nan
32,O,X,X,X,nan,nan,nan,nan,53819.0755216,nan,nan,nan
33,O,X,X,X,nan,nan,nan,nan,53819.0762575,nan,nan,nan
34,O,X,X,X,nan,nan,nan,nan,53819.0758896,nan,nan,nan
35,O,X,X,X,nan,nan,nan,nan,53819.075644,nan,nan,nan
36,O,X,X,X,nan,nan,nan,nan,53819.0790282,nan,nan,nan
1,X,X,X,X,20.99854970171953,19.978402034434716,1.4903900618111028,1.0470964630241704,53819.1050897,10121.761032036207,416.2052045433546,9705.555827492853
2,X,X,X,X,8.336242438998394,17.198335763550674,1.5706325753255905,1.628006592151828,53819.104722,9273.579341151622,166.70192775198626,9106.877413399636
3,X,X,X,X,15.177510340003911,22.242022022136684,1.5523439778055341,1.2474373291966316,53819.1049671,9731.149197787763,354.2817570853534,9376.86744070241
4,O,X,X,X,nan,nan,nan,nan,53819.1074659,nan,nan,nan
5,O,X,X,X,nan,nan,nan,nan,53819.1079575,nan,nan,nan
6,O,X,X,X,nan,nan,nan,nan,53819.108202,nan,nan,nan
7,O,X,X,X,nan,nan,nan,nan,53819.1101882,nan,nan,nan
8,X,X,X,X,8.860034813040487,12.720395617424328,1.563896005298887,1.593859294710188,53819.1045989,9620.316057859476,440.1517619334661,9180.16429592601
9,O,X,X,X,nan,nan,nan,nan,53819.1071974,nan,nan,nan
10,X,X,X,X,10.795344834567112,7.1621430153915355,1.4820407426476572,1.7936719242275891,53819.1044533,9425.277862516768,311.2857423448121,9113.992120171957
11,O,X,X,X,nan,nan,nan,nan,53819.1073443,nan,nan,nan
12,O,X,X,X,nan,nan,nan,nan,53819.1075884,nan,nan,nan
13,O,X,X,X,nan,nan,nan,nan,53819.1105561,nan,nan,nan
14,O,X,X,X,nan,nan,nan,nan,53819.1108015,nan,nan,nan
15,X,X,X,X,24.76398695266735,15.951013650345326,1.316606966147001,1.6368196528065897,53819.1052125,9315.705008387155,698.4636555412184,8617.241352845936
16,O,X,X,X,nan,nan,nan,nan,53819.1078339,nan,nan,nan
17,O,X,X,X,nan,nan,nan,nan,53819.1100423,nan,nan,nan
18,O,X,X,X,nan,nan,nan,nan,53819.1106787,nan,nan,nan
19,O,X,X,X,nan,nan,nan,nan,53819.110311,nan,nan,nan
20,O,X,X,X,nan,nan,nan,nan,53819.1110478,nan,nan,nan
21,O,X,X,X,nan,nan,nan,nan,53819.1109241,nan,nan,nan
22,X,X,X,X,10.43546454571021,23.808685497637548,1.4634482331190755,1.79943151132606,53819.1048443,10646.593893613359,517.7005539759874,10128.893339637372
23,X,X,X,X,20.240315522439793,10.586221477810232,1.7528103948831397,1.464078499519901,53819.1053352,10004.221565697087,326.2729157184105,9677.948649978676
24,X,X,X,X,15.185808035229401,7.889030653639313,1.1338449084796887,1.3666193693853377,53819.1054579,9538.38344165329,196.69602198938222,9341.687419663907
25,O,X,X,X,nan,nan,nan,nan,53819.1077113,nan,nan,nan
26,O,X,X,X,nan,nan,nan,nan,53819.1080792,nan,nan,nan
27,O,X,X,X,nan,nan,nan,nan,53819.1104389,nan,nan,nan
1,X,X,X,X,8.871152544676656,11.955914855241286,1.445331494245822,1.2457514952593098,53606.2488978,202863.72873942147,919.6323081161809,201944.09643130528
2,X,X,X,X,20.186779183134917,9.954592441284015,1.0903546158966795,1.4368099480212504,53606.249634,203224.73291467363,1269.1753045753294,201955.5576100983
3,X,X,X,X,15.170735592557477,7.14610275349957,1.1393130976283543,1.4793383740840897,53606.2497568,204022.21748423847,944.6534844503499,203077.5639997881
4,X,X,X,X,20.976463026817544,19.1907778764811,1.2515586615275553,1.6171816039009468,53606.2493886,208911.27408837195,1556.262532976912,207355.01155539503
5,X,X,X,X,10.332547490535497,23.011377152167775,1.268062383990281,1.4889871768170897,53606.2491432,207098.50053027613,1518.906122311426,205579.5944079647
6,X,X,X,X,10.982661450392893,6.595097771958849,1.7254981687062343,1.404171661704891,53606.2487521,203609.7382682043,1645.8304476990475,201963.90782050524
7,X,X,X,X,8.324983904698351,16.728405358128622,1.6398260837215028,1.5647026459917839,53606.2490206,206459.82352271036,1486.3256062409491,204973.4979164694
8,X,X,X,X,24.66803109130514,15.118277087556802,1.414820651981753,1.818265344576554,53606.2495114,201559.17723062253,1897.7799878324647,199661.39724279006
9,X,X,X,X,15.124641066603411,21.735470655474106,1.2739986066302742,1.3972177873479796,53606.249267,204452.20683700475,1317.1003787388809,203135.10645826586
1,X,X,X,X,10.19209496782662,23.17410881176005,1.1804457574852578,1.4614091309047434,53606.0439992,210699.23008585378,1266.0797814664709,209433.1503043873
2,X,X,X,X,8.14712204290601,16.885025634137254,1.3359717248607517,1.11059967542595,53606.0438766,210400.6943707264,1790.462886080175,208610.23148464624
3,X,X,X,X,15.006511182452648,21.899941301326812,1.0866761883700522,1.4269500921455964,53606.0441223,208498.7355452975,1611.7243270692065,206887.0112182283
4,X,X,X,X,8.496810261010221,12.10563623371216,1.3988565782660316,1.7635568827474142,53606.0437538,207865.74241069306,1653.0707811116838,206212.67162958137
5,X,X,X,X,10.481988315737908,6.9279598023784095,1.7940389785117858,1.3231265739357687,53606.0436079,202943.5899102497,1323.270650525976,201620.3192597237
6,X,X,X,X,20.825475815667108,19.45755533809782,1.6597433974019427,1.8901277812058082,53606.0442444,209664.17594150454,1535.7776031935723,208128.39833831097
7,X,X,O,X,14.211374509799539,14.59937357684824,0.1771608281767944,115920.12113013859,53606.0446125,nan,nan,nan
8,X,X,X,X,24.32183654830467,15.332738256535587,1.6137308595215067,1.8289777328533927,53606.0443672,201938.63549960556,1827.7038659561442,200110.93163364942
9,X,X,O,X,26.837074602254578,15.305824651245064,3419.188694221291,0.05416940721470981,53606.04449,nan,nan,nan
1,X,X,O,X,12.796087688917037,-10.049157745016498,110505.09961835481,0.1821376795120894,53606.230327,nan,nan,nan
2,X,X,O,X,24.51966836307663,34.77290612436704,0.07351378261693242,1339699.956831394,53606.2309606,nan,nan,nan
3,X,X,X,X,8.970760818887788,11.958407431392414,1.457138695753124,1.1059522416001761,53606.2304705,184518.44887342397,1781.4018204320819,182737.0470529919
4,X,X,X,X,10.558925131690508,22.99268739333979,1.768712048514643,1.2996666129039343,53606.230715,186178.78015853796,887.105393660583,185291.6747648774
5,X,X,X,X,24.869513252876377,15.122623149701324,1.6693095331212655,1.2910241189748546,53606.2310841,180332.30976069334,1156.6023072486144,179175.70745344472
6,X,X,X,X,20.27113221397368,9.928682680678204,1.4016432665369998,1.2698985826757136,53606.2312058,181760.84614158844,1279.7202726655423,180481.12586892289
7,X,X,X,X,15.193698321288817,21.73389871003682,1.3418814831068853,1.4545222172869219,53606.2308378,182182.04996250165,327.08204507943105,181854.9679174222
8,X,X,X,X,8.599182046594104,16.711169404098627,1.657102877096362,1.9366093098033477,53606.2305923,182043.95345191623,356.75992387645283,181687.19352803976
9,X,X,X,X,15.249217623376637,7.123207391863246,1.2336055873207967,1.4437104212124832,53606.2313286,183712.22163411393,1219.0717796252898,182493.14985448864
1,X,X,X,X,20.332581627169112,10.051052898977117,1.2768751268152807,1.4822669014008447,53606.2699151,82175.18595172286,905.1296156740999,81270.05633604876
2,X,X,X,X,9.001238672226428,12.134036381193962,1.5954654459542812,1.12412136320878,53606.2691779,82418.43635912973,564.6660389794181,81853.77032015032
3,X,X,X,X,10.681900141909487,23.136262969054908,1.4192191403410452,1.800244724874226,53606.2694231,82548.83476004262,532.783984373033,82016.05077566959
4,X,X,X,X,15.298191988095025,7.380882997893883,1.8423081701956612,1.5568527125953646,53606.2700367,81207.07545483486,410.95218863224466,80796.12326620262
5,X,X,X,X,8.631110920817141,16.928582713467115,1.7781754219628012,1.318785773325069,53606.2693014,81733.3965387074,633.8373783543504,81099.55916035305
6,X,X,X,X,21.079155739650993,19.506010884057154,1.2924858618659603,1.7428238159012879,53606.2696686,83039.52581497139,907.3834768643771,82132.14233810702
7,X,X,X,X,15.254298458353691,21.921949730633777,1.35044243605768,1.2571125785103576,53606.2695461,82507.4751524198,402.4392742516244,82105.03587816819
8,X,X,X,X,10.95147374110694,6.916802462215267,1.4084035287086238,1.1436980325706922,53606.2690321,81942.99644882025,625.1243314367551,81317.8721173835
9,X,X,X,X,24.952111240428103,15.337041406393947,1.809654509874492,1.4281032498462414,53606.2697915,79973.38551186571,659.3840493828607,79314.00146248285
1,X,X,X,X,15.113544817750755,21.70784448342904,1.455027750787833,1.279847671676365,53606.2419523,52274.28175570011,928.3837042123517,51345.89805148776
2,X,X,X,X,10.30033507723337,22.996499591932814,1.4289419403813404,1.25435857695855,53606.24183,53106.25725913301,1171.8863955907905,51934.37086354222
3,X,X,X,X,24.648951481932407,15.09134406273951,1.8054720329548835,1.3673996477078603,53606.2421977,49410.06889979598,155.69899665600715,49254.369903139974
4,X,X,X,X,15.151741801828734,7.122036184420468,1.48027789719131,1.087675092726603,53606.2424433,51613.30500486963,405.04712807080114,51208.25787679883
5,X,X,X,X,10.869430796608434,6.675170467850712,1.7011903924134666,1.5916912092695445,53606.2414383,49422.33876328431,39.21762621510982,49383.121137069196
6,X,X,X,X,20.172511697900596,9.929380371758619,1.4328064438945942,1.099305128327251,53606.2423205,50046.30059429816,30.595984120002974,50015.70461017816
7,X,X,X,X,8.789320793723428,11.956444328476573,1.57204827207334,1.2921573372220123,53606.2415846,50759.456056718285,332.99303253186474,50426.46302418642
8,X,X,X,X,8.289102048514126,16.705686932348886,1.6024855250045877,1.5442844343813096,53606.2417068,52267.464932975534,662.9429026498759,51604.52203032566
9,X,X,X,X,20.97177349226822,19.149390406281345,1.183751242651753,1.609028702734384,53606.2420749,52226.85126122766,390.7244860761142,51836.12677515155
1,X,X,X,X,20.912868876826952,19.283154115561942,1.4450381203668194,1.7339583731228476,53605.9968526,27410.622800774363,397.9937904200095,27012.629010354354
2,X,X,X,X,20.12620756501691,10.010524448785652,1.4875543585724822,0.9860986760811014,53605.9970977,27374.80382166493,65.97122484033964,27308.832596824588
3,O,X,X,X,nan,nan,nan,nan,53605.9989496,nan,nan,nan
4,O,X,X,X,nan,nan,nan,nan,53605.9993408,nan,nan,nan
5,O,X,X,X,nan,nan,nan,nan,53605.9997089,nan,nan,nan
6,O,X,X,X,nan,nan,nan,nan,53605.9999542,nan,nan,nan
7,X,X,X,X,8.223932529160663,16.822447041793758,1.3666299793476695,1.2791403602201297,53605.9964843,27528.448929644885,249.0946080039188,27279.354321640967
8,X,X,X,X,24.493628104367254,15.17164418423944,1.5564930632994156,1.8315110176430398,53605.996976,26484.86429554737,115.03772198662001,26369.82657356075
9,X,X,X,X,15.082855808595678,7.21029083916402,1.170338487103618,1.5969634487338102,53605.9972205,27113.711421216503,161.8050122977409,26951.906408918763
10,O,X,X,X,nan,nan,nan,nan,53605.9995864,nan,nan,nan
11,O,X,X,X,nan,nan,nan,nan,53605.9998314,nan,nan,nan
12,X,X,X,X,10.902551942962434,6.7553852105735315,1.467700128196634,1.5323762770911897,53605.9962164,26548.576089894726,49.131289969574254,26499.444799925153
13,X,X,X,X,15.071424531289464,21.81214229315803,1.1685000441848297,1.3385142447050768,53605.9967297,27641.273904941372,366.4485161014369,27274.825388839934
14,O,X,X,X,nan,nan,nan,nan,53605.9992181,nan,nan,nan
15,O,X,X,X,nan,nan,nan,nan,53605.9994644,nan,nan,nan
16,X,X,X,X,10.242228995923105,23.08422769628496,1.4114066026984096,1.1411305729895755,53605.9966071,27664.381516680238,262.12035437627424,27402.261162303963
17,X,X,X,X,8.746989999107397,12.036670531623656,1.293164666935441,1.6413652437519413,53605.9963627,26924.114277988636,309.1952716581503,26614.919006330485
18,O,X,X,X,nan,nan,nan,nan,53605.9990955,nan,nan,nan
1,X,X,X,X,10.969516070491569,6.989676247498696,1.5274541467320435,1.0535894647167081,53606.0044961,26077.89170215948,152.16168354756797,25925.73001861191
2,X,X,X,X,20.33215596306671,10.076731433288748,1.3066059637024343,1.4956721602525276,53606.0053788,25803.279918457083,-45.700224263042976,25848.980142720127
3,X,X,X,X,15.294324409502233,7.433568545297984,1.5589392526357022,1.8638774898593993,53606.0055005,26619.669381617023,188.02140870885017,26431.647972908173
4,X,X,X,X,8.994104144688203,12.162012235395727,1.1792019891291199,1.6122504166051614,53606.0046418,26440.751335324054,254.76930277893302,26185.982032545122
5,X,X,X,X,15.240872023270647,21.9486487142671,1.3127485896577258,1.240654126158247,53606.0050099,26605.71782834471,313.5873040806321,26292.130524264077
