,AORKEY,Original Flux (mJy),2_2_6 Flux (mJy),Systematics Flux (mJy),bcd1 Flux (mJy),bcd32 Flux (mJy),bcd64 Flux (mJy),5_5_10 Flux (mJy),Different Sky Subtraction Flux (mJy),"r5, medBCD Flux (mJy)",Original Spread (%),2_2_6 Spread (%),Systematics Spread (%),bcd1 Spread (%),bcd32 Spread (%),bcd64 Spread (%),5_5_10 Spread (%),Different Sky Subtraction Spread (%),"r5, medBCD Spread (%)"
186,40482048,17740.5044355,16934.6314987,5767.5664838,17431.9207113,17759.3295032,17399.0075677,17427.5322282,17614.9584743,17286.5352792,2.29632563455,1.5829774698,1.04917559617,2.52662162393,1.12928732667,0.848429259469,1.91382601063,2.34170214628,0.0
187,40482304,3172.69861665,2924.4521302,3291.61605245,3083.36437745,3157.46740678,3163.40608141,3003.62696316,3060.2084443,2997.76266199,1.9600490834,1.49635377782,2.20246368273,2.87289006785,3.94017888431,1.60408779474,1.2510275351,0.739067710705,2.66518277446
188,40483328,2588.94028368,2382.67296728,3291.61605245,2632.24212094,2576.47782767,2669.1228543,2459.06576273,2533.32569156,2474.61280127,2.40954885006,3.36985717154,2.20246368273,2.68063473234,1.63709626816,1.71376632052,2.55297457765,2.31382818606,5.00755544101
189,40485376,1777.80187256,1577.13482522,1840.88261255,1728.74575249,1862.7300017,1772.33181633,1635.25221352,1686.79651097,1650.31372692,3.39953675921,1.50779039483,3.60985881644,5.4408787373,5.26535391195,6.85619976828,1.06057225106,2.11321791548,1.34147738474
190,40485632,1832.12447258,1686.75826222,1907.46351705,1901.01465725,1876.35221614,1739.24484034,1744.01775585,1784.78897269,1764.66909331,1.53420237692,0.403818354005,1.27322803556,5.25512595405,2.12659315296,8.63612381652,0.479605987445,1.33329782139,1.40934949417
191,40485888,2332.01853539,2133.13378334,2419.86827481,2319.97032206,2397.58568569,2357.31727312,2208.06053404,2260.54960716,2210.48284962,1.67908851964,1.1612769818,1.44318610033,2.43439673023,2.96930542901,2.14756049317,1.04548757194,1.24876890723,1.93627298868
192,40486144,1362.16810243,1181.81456045,1413.54360931,1353.82647311,1345.23706359,1344.1367061,1238.43404586,1308.65912868,1231.06190667,2.13958897199,0.514967443477,2.8313371111,2.95767347399,10.7550649108,2.97958637423,0.848642759523,2.8887192176,0.863153232794
193,40486400,1514.8697254,1335.62398629,1573.38438029,1547.04915937,1514.77477023,1502.23921163,1393.96800188,1447.48851242,1404.7411781,2.52631882408,2.19605097332,2.63639052492,4.29963493828,2.5254642012,7.17330892154,1.8705717668,0.74694413216,2.56715809389
194,40486912,1175.81129327,952.166932735,1220.06955354,1184.17202207,1169.91186283,1264.5160077,1035.89106724,1132.61678579,1043.95369454,6.26286410804,1.88403949712,6.00789652642,5.18528065599,6.89648398163,6.43669612049,3.04547348105,5.02093630243,2.19348792383
195,40487168,1760.26610184,1605.21408947,1825.48523118,1728.45680997,1766.9613681,1784.31468247,1672.7187478,1725.281667,1675.54398152,0.868895709499,1.79036983806,1.34961840804,2.52908761852,3.88190148651,5.39671293564,1.33540056431,1.05566737469,1.8499806393
196,40487936,1475.22178363,1233.48662999,1529.28427815,1451.06576144,1428.6220645,1483.94215615,1303.8613616,1433.15071597,1308.84646776,5.15411452744,1.31961301589,5.15014086123,4.35364904545,3.36590659491,6.83261145559,1.43769008478,3.62651811233,2.33660309938
197,40488960,2241.61374769,1937.50497872,2321.23770019,2147.74718998,2320.52406183,2236.12192588,2042.20992508,2156.64167619,2065.50767754,3.44098229051,2.40076911945,3.56199740292,4.91402076211,2.63027011257,5.7887328828,1.63424323527,1.9080747354,1.75303567342
198,40489216,1284.00619908,1058.17914629,1335.62790618,1237.83858017,1289.56288431,1269.44882169,1113.45517944,1223.15101656,1125.40514828,3.53544614323,0.382763163157,4.11430287401,7.18857403,4.6475223962,5.42788268389,0.994067185287,2.96121151849,2.31917872366
199,40489472,1250.79175265,1111.79765822,1301.51269002,1214.16657745,1225.47505997,1155.39362243,1150.6223733,1180.9192769,1145.15407533,3.20178375574,1.92947697051,3.44054758927,3.22106979743,5.28617466904,5.93623327319,1.59312667976,3.12121355275,1.41409871088
200,40489984,1229.23793174,1055.34027225,1277.37216808,1230.82334639,1241.11771579,1164.16661616,1100.88683082,1160.97110298,1093.70572494,3.01036298459,1.63946262956,3.50779246891,6.90334498346,7.86152622989,6.08137407459,1.48643649634,1.98377487798,1.776103663
201,40490240,3631.16772904,1485.79883749,3770.07789054,3568.53910002,3614.11883179,3624.9174125,3451.86188798,3558.09413632,3446.57656337,2.39468271691,4.53308726822,2.586515041,2.00155145214,2.60159422883,2.37875063878,2.52166773269,1.8255867683,3.15653204112
202,40490496,921.153400615,772.637433341,956.4000557,984.743515853,918.836978046,968.072892781,866.116954976,864.275741347,866.333882171,4.59981520288,1.64972526609,4.44642164691,6.68378214865,2.75667884802,6.3429939705,1.37218461281,1.31662962533,1.87683028629
203,40490752,2117.96488465,1680.7912144,2199.5237488,2011.95431319,2116.10992228,2076.39610601,1635.48299996,1986.15016902,1662.11988288,1.09147085133,1.19542941266,1.12439452859,4.43744623683,3.54323834918,1.0542138903,0.847625820007,2.26254219546,2.74125727558
204,40491008,5463.85556111,5161.59953184,5680.92933515,5399.33185329,5530.01402051,5416.63608721,5307.41956263,5391.41943183,5362.20302139,1.13807366492,1.6505855144,1.35848832856,2.47279880908,0.897251023101,1.59887323517,1.1430891624,0.750453945909,0.381420244958
205,40491264,6128.72657929,5747.16152283,6368.11010466,6092.35384793,6158.00901543,6117.45438125,5950.04062554,6052.56348071,5916.30054599,1.41453524922,1.87612981834,1.03519027499,2.24921678664,1.40141985253,2.36111472878,1.38891002745,1.29020477321,0.739086609243
206,40491776,1334.50216539,1168.10828265,1385.51640836,1305.50961296,1372.01413274,1319.04818123,1217.90498246,1304.40143602,1224.66570949,2.38707737809,1.90395681037,2.90457131947,3.67973660661,0.778302875248,3.43333416033,1.09132325771,0.611784947731,1.56221703546
207,40492544,2832.92648403,2574.176962,2938.81994718,2864.38251205,2846.90293037,2776.81344823,2673.99363746,2780.71227991,2700.68344315,1.82670851232,1.43733859551,2.11962402936,0.744439460381,1.48794949178,1.28098327997,1.06302081767,0.805551092554,1.98400992242
208,40492800,442.243280356,383.274323348,459.529008986,444.537201333,439.802655699,445.560985568,396.602204983,406.379686156,394.586179857,3.80459998394,2.2450012826,3.26780673514,4.56422751601,4.01332728834,3.76864551868,0.993725492344,0.957746815885,1.18673911044
209,40493056,13312.4138831,3456.8831979,13840.7644906,13363.3447711,13314.7398418,13285.3418421,556.339915699,12945.3792331,593.515752077,0.218581922709,1.40795849308,0.0114934098231,0.0,0.346324774231,0.468426075251,6.2862637564,0.578310436001,0.0
210,40493568,1572.90723732,1359.18235766,1626.55807169,1541.21980929,1507.43088274,1623.40880219,1426.90125798,1534.73596413,1421.88083975,3.53789400575,0.260034458855,3.98146824989,7.41627494948,4.53846797213,6.75505630458,0.950496932213,3.63800746258,0.752639448598
211,40493824,2289.36996717,1942.95240141,2375.39358283,2267.5272297,2394.53207798,2249.16950304,1956.51003846,2200.09299502,1935.43239951,1.1256637831,1.37965530994,1.2213587955,4.12887287009,4.59381914372,3.18498671609,1.27135777711,2.05337821631,0.614280868243
212,40494080,10364.4776219,9597.64438324,2375.39358283,9547.40836204,9987.86932887,nan,10075.3524259,10244.0460797,9633.52613697,3.9747508615,1.41481522056,1.2213587955,0.0,0.759771737383,nan,3.80360012854,3.67902269928,0.0
213,40494336,2263.34628015,2044.10608479,2352.38925901,2206.72249264,2244.01372083,2284.18479315,2116.49318129,2214.02690196,2154.98496794,2.83657922908,1.4673998541,3.10249933953,5.46274618966,2.16629927109,4.44020668478,1.45016328443,1.68880227967,0.905589831175
214,40494592,1786.76336422,1509.9979454,1854.16116035,1722.66416533,1804.64972694,1772.91552196,1507.00269542,1698.57923002,1488.82205262,1.47086536226,1.30797026496,0.892714147781,2.45119126583,3.28975072525,4.62334142147,0.809767429482,2.10451821428,1.10710887384
215,40495104,11915.6815909,11317.805649,1854.16116035,11604.8609917,11594.4760882,11612.1431826,11659.7712261,11742.0159366,11470.5111647,0.402508966908,1.40812386502,0.892714147781,0.735396870721,0.94623837935,2.04644447288,0.991584569373,0.518829163533,0.755682040654
216,40495360,5819.77455515,5489.1149024,6026.98441819,5802.51076077,5797.03019297,5803.75564045,5659.30508199,5736.34375086,5654.75992762,0.992738012709,1.0519032523,0.932787740769,1.66260208891,1.47895754904,1.87027232371,0.819189757264,0.979463122626,0.829106645522
217,40495616,5229.49811806,4904.7528123,5420.08054068,5346.7342511,5264.25672493,5227.64796734,5063.2409803,5159.20729016,5007.02126986,1.01745415731,1.60165750155,1.31083040082,1.0019919042,0.590680503129,1.00471723668,1.23996320725,1.54054653424,0.289880180255
218,40495872,1486.16171831,1538.81764672,5420.08054068,1464.95446093,1579.83481355,1459.83028156,1627.32549811,1348.78488367,1630.89638251,5.4171225702,2.94306723904,1.31083040082,4.51060783756,1.462579624,4.68397684228,1.64830538091,13.7524990648,0.192635880385
219,40496640,9959.92380904,8613.79754083,5420.08054068,9929.61367109,10046.0080459,9940.4504363,9655.5361343,9853.75113987,9658.62559392,2.17803274007,3.8544805908,1.31083040082,1.9762910504,1.98750760876,2.29751189648,2.24873845164,2.13878541163,2.18585419102
220,40496896,2900.13181273,2692.98710926,3011.97425211,2876.74205691,2900.78276105,2858.25310111,2785.1267237,2767.03887189,2806.54925768,1.05085622824,1.03518861038,1.48926161916,2.00088689628,2.41213595445,2.06899726849,0.866034883184,0.617524466973,1.99077923668
221,40497152,1158.43444974,1032.01726594,1204.6645242,1167.82428422,1143.68866079,1102.39701531,1094.74702696,1085.90363311,1103.8802193,15.2925373041,1.84954800145,15.5809078078,22.0111906864,13.0275110573,17.7380547608,1.11664548422,18.0900687793,2.11217005787
222,40497664,1202.41499913,1023.05466531,1247.36318192,1144.71053717,1213.47582906,1178.46760587,1067.54714925,1145.38620478,1063.89052595,5.24684606933,1.08684243353,5.75890534289,7.07738962949,4.9491303313,10.2043206496,0.734688463089,3.49708038793,1.67322260019
223,40498176,1625.66133229,1464.81508063,1689.61523207,1608.13069653,1597.99933358,1607.64332316,1519.89925647,1550.31172743,1535.51648635,1.99394232978,1.35757210582,2.28581451803,2.69913357024,6.04399327765,4.71086467341,1.50450682645,1.51450920592,2.31168027798
224,40498688,4063.6327967,3792.12770716,4226.87854114,4047.41247615,4056.72219347,4088.52356091,3913.87666617,3993.15935528,3911.27930866,1.35542902331,2.02477419933,1.38790325635,2.86807531628,1.38778412731,3.8411591167,1.51734025504,1.40046820481,1.74006223433
225,40498944,3199.79736656,2961.14477602,4226.87854114,3021.25845722,3198.36304152,2782.74138456,3081.49144979,3103.89835127,nan,0.0,0.0,1.38790325635,0.0,0.0,0.0,0.0,0.0,nan
226,40499456,1868.52708192,1653.92549674,1940.00657157,1880.36843868,1830.12809284,1897.0021797,1733.06811789,1833.47551857,1741.00812665,2.14992508715,2.30682870936,2.57749767237,5.9993288825,3.85475621516,1.87295691162,1.8107164715,0.923266036432,2.00913068517
227,40499968,6061.08243771,5347.34068418,1940.00657157,6218.32700613,6170.40849219,6274.06268112,5883.03913922,6008.88067897,5984.14249234,1.14176502331,1.56672667417,2.57749767237,0.876948184659,0.700474905244,0.979471108563,1.11155952781,1.19334604261,5.64504467271
228,40500224,1936.90370793,1766.29722342,2011.02858382,1989.05174017,1947.76531253,1956.02551833,1831.83866954,1882.6519838,1834.43548463,1.59725066004,1.58513216528,1.658223311,5.51749390614,3.97251799978,2.18022298476,1.59323587478,2.07300685906,1.610309497
229,40500480,1508.4292023,1315.56210005,1563.48494412,1452.54197066,1508.95002668,1511.38275261,1375.19106618,1444.29093493,1396.46137778,3.94780503532,1.95545471581,4.39950604602,4.57654211235,4.79064001846,3.61811302191,1.76327195512,2.7594659723,2.55632264194
230,40500992,2801.09696461,2551.43607708,2906.04826092,2818.36569665,2804.74393181,2807.20910144,2653.12186832,2754.03454119,2650.49816286,1.09829373723,1.77648204797,1.67589386471,0.838287502609,1.74500193259,2.28286355633,0.966409930638,0.649090196865,0.851386297078
231,40501248,1268.21588783,1103.83389398,1314.89207806,1237.90536082,1272.01160835,1305.17896717,1154.47941101,1229.55300354,1150.11705861,3.28585093282,0.681714881308,3.71023618654,5.46984156466,3.55329819281,6.63260077938,1.03803284783,1.73472780805,1.20594541238
232,40501504,2142.25193888,1911.63394564,2225.38842231,2159.50274999,2121.53281149,2122.60148204,1996.93006817,2098.77788903,2029.57300223,1.89991785693,1.17106033093,2.61899228622,5.56908754743,1.73177981285,6.46559186528,0.404848504412,2.14425180766,2.45754839778
233,40502016,1044.48377098,857.141997157,2225.38842231,999.440097753,1043.75124091,1041.39427325,1014.73519287,1006.71698449,1003.52846613,2.4412632998,3.2255124942,2.61899228622,8.08379792105,3.58141743151,5.42825673339,1.17405536065,2.96214412773,0.239385177891
234,40502272,1992.53162063,1847.26907101,2067.15295033,1949.20024008,1980.17791386,1999.97548002,1905.58577838,1931.2928377,1921.19686795,2.16635647393,0.953804529426,2.53706580645,5.42796307043,2.98172715371,2.51837767825,1.41468296636,1.0579254313,2.63373449628
235,40502528,1837.1242143,1701.3220971,1909.07808223,1768.52800326,1837.00108326,1890.03013235,1761.45252329,1797.8401696,1777.32660104,2.35592272684,0.986115238558,2.83863708542,2.1552815356,2.89852317457,3.66973849997,1.08717859353,2.31640992297,2.600142053
236,40502784,639.132622382,540.755659368,663.751362078,653.304775056,633.495031999,641.86184598,566.688891912,613.58155054,570.297061527,1.90748926483,2.17018329987,1.81066589041,3.21833504434,2.96253046794,2.03649712751,1.09893591573,0.936872298355,1.57863937435
237,40503552,650.488741893,564.625017166,674.959010498,659.732267113,646.60424277,642.698902763,591.241196739,624.076053056,591.856707438,3.63799685966,1.06417820771,3.2102137395,3.68744897376,4.29847902932,3.43238465506,0.29631497067,2.90543378137,0.357479170411
238,40503808,2038.82933848,1858.26040783,2115.6910698,2024.50549497,2051.04830399,2022.30213968,1912.11166317,1959.88269246,1943.42257938,1.55138977139,1.18471166095,1.87289827568,4.58308815754,3.08253023864,3.94395484921,1.14936435264,0.877901487824,1.68345838509
239,40504320,2231.05801708,1285.54996878,2115.6910698,2223.49805091,2195.09131278,2177.80997318,1996.49414855,2169.07033341,1993.11645591,1.88100468252,2.20844925577,1.87289827568,1.57119924646,1.06039262098,3.67539513865,2.98972012489,1.95993466272,3.01203622071
240,40505344,8121.83637061,7694.42219222,8413.72422997,7965.87606277,8107.14916522,8117.87990269,7942.00671476,8013.61802445,7974.08142325,1.2617470447,1.70097999854,1.24330384602,2.0609723672,1.52750358154,1.53241806083,1.20994834416,1.29916437985,0.656870157044
241,40505600,8663.79542792,7947.42701355,8966.45345953,8640.72128216,8642.22919332,8993.11022519,8472.38481225,8544.82022011,8571.16310297,1.9557232654,1.41138703442,1.75189434728,2.70336226864,0.78517381109,0.890067748746,1.8982662517,1.65352184343,0.945587575048
242,40506368,1868.8859698,1608.26338865,1939.34129799,1878.2165596,1840.03299338,1882.00422407,1684.99946139,1813.68262001,1685.71567676,2.71804427703,1.58086555796,2.31877363979,3.1075586659,2.08866680565,6.49321815362,0.724582123452,1.85166937493,0.552038831666
243,40506880,5141.42838525,4678.18835597,5316.59285817,5087.77295545,5169.07281836,5226.81419029,4929.4643104,5074.55708005,4885.83351202,3.30687025725,4.96750425782,2.64699244415,3.15430283148,4.48641008951,3.35801581277,4.08947867838,3.534481313,4.52458576378
244,40507136,2921.00051467,2653.98584007,3033.88489337,2971.04140057,2921.61040346,2915.18657384,2752.57708556,2888.28591766,2786.19918091,0.750278549171,1.30422262894,1.47344908427,2.43071570241,1.18874765486,1.17028738051,0.95757204777,0.478567500511,2.41209780931
245,40507392,1789.66627041,1577.77994359,1857.27532082,1767.85044933,1770.13717035,1794.95106539,1614.24141785,1704.79336118,1632.72310673,2.34029974086,0.615309963375,2.53736308651,5.03750046834,5.88593297304,3.60615197678,0.798753938193,2.13536902572,2.76212355026
246,40507648,699.026007548,622.980399507,725.505703125,719.257986728,698.692450481,701.28063238,645.570952383,672.745020474,639.785450185,1.87220574695,0.429220599299,2.64492365159,2.99643952343,3.28443010101,1.94611905015,0.507382062334,1.69154614432,1.10168472657
247,40508160,2345.0761247,2066.97592341,725.505703125,2273.33298143,2294.97294318,2308.55660541,2157.52993498,2256.62316464,2154.99918924,1.81990244636,1.22598328231,2.64492365159,2.76701412469,1.90100627004,3.41399193606,2.43114186606,2.97516916138,2.8426133646
248,40508672,1693.01237756,1404.19919256,1757.33601374,1623.44325889,1605.3315431,1626.2142207,1521.6974864,1653.83924729,1519.71261045,2.75559329083,1.17017065766,3.34753924809,2.09784885195,2.18827574631,4.85734496576,0.827066284548,2.95549755521,0.876757731959
249,40509184,4607.91660833,4255.3496235,4774.44118691,4628.08046769,4591.39272466,4574.17558053,4402.94106867,4547.95212861,4369.04532912,1.22833322975,1.39715955417,1.38516858749,1.87365283176,1.55419922301,2.40974545106,1.02081115401,0.851820334765,1.49051149728
250,40509696,3672.7613315,2721.94605406,3816.8924838,3710.36243232,3613.02416878,3680.72613107,2652.81096939,3589.33901105,2650.42522451,1.37777126392,2.10341278355,1.13691732283,1.90402101417,1.0428723211,2.99481046003,1.9364003762,1.19697821426,1.3861208403
251,40510208,300.399905775,231.371871079,313.106030344,309.307359764,291.240041353,307.116940186,241.992585154,261.908471924,242.16154642,5.9602054864,0.850722245903,6.18033782301,8.27061531098,6.27751760345,5.35755564285,0.843214522693,2.43521782497,1.01944976842
252,40510464,1455.48792587,1258.46141095,1514.11286028,1440.89736292,1411.53443643,1499.60863916,1314.8704813,1413.31373168,1337.18907703,3.19540277689,1.2945561813,3.57828249062,4.09459897538,6.20358889032,5.38916106263,1.36728645334,1.28550324306,1.81608470478
253,40510976,549.006683235,444.703828436,571.45968523,564.92887166,527.353538852,538.002715988,469.671985571,516.534813617,461.026862043,3.34849289862,1.02650648039,3.8223563462,5.04948653514,1.78992800585,4.2143039888,1.72242664172,3.42342370291,0.722429544104
254,40511232,1327.01446991,1302.52424155,571.45968523,1304.91306347,1267.1846074,nan,1354.16763348,1197.6085025,1364.05421104,0.0,0.0,3.8223563462,0.0,0.0,nan,0.0,0.0,0.0
255,40511488,372.036211267,314.882487376,386.118936082,379.755878799,371.782741745,373.123052043,329.064319384,351.029039092,332.063619217,4.42735950515,2.32338447762,4.75004214857,5.5715502914,5.12312448461,4.62575020532,1.78973637812,1.99959009169,1.71091009292
256,40512256,3410.43931076,3189.98406767,3543.53064105,3466.1796743,3409.56462315,3472.79682551,3298.83895536,3346.00128704,3338.19080326,1.16513353135,1.73585423312,1.33718638206,2.69335315924,3.42061781424,0.956184386088,1.13542337361,1.35807402909,1.42550666159
257,40512768,2927.17524696,2656.98130896,3037.13930589,2971.37750966,2972.95989379,2940.30988894,2754.38564474,2857.69283732,2772.1040421,2.56340932548,2.06971066635,2.9158975845,3.14863487778,2.89412903281,4.20958213477,1.41855433925,1.40388916789,1.46373325071
258,40513280,2674.75616507,2238.52206719,3037.13930589,2613.06560656,2636.19480367,2629.67196918,2312.14756115,2608.21844996,2262.80697076,1.63512331995,0.617672409041,2.9158975845,3.56955263321,3.76223698205,2.97999704182,1.03781416733,1.80942343266,1.0910480772
259,40513536,7590.38790835,7050.11663599,3037.13930589,7455.83635228,7547.3364621,7580.30683819,7341.34887109,7469.84268084,7350.51997154,2.38201447876,1.74683915192,2.9158975845,1.42155921655,1.33948725837,3.48985539093,2.23254137497,2.68106420369,2.09281949632
260,40513792,3362.27090828,3082.5588832,3491.54729009,3363.21965137,3397.86226669,3418.25657458,3188.41273741,3276.7847651,3141.04371989,0.494970893517,0.908195605751,0.465874202581,2.10078180011,3.58022048916,0.895159189973,1.23042403801,1.36925512098,0.753146556579
261,40514816,2670.21592939,2270.95146953,2766.38783682,2618.61109614,2691.64566386,2696.63114694,2522.18567761,2604.6612683,2492.9210749,1.20741115227,1.00196806432,0.998696529638,0.544468549996,2.32649683249,1.12500947851,1.49736225558,2.23130152483,0.239854863915
262,40515328,15033.0346316,14364.0033159,2766.38783682,15055.5095273,14796.3284911,15052.4595155,14752.9602603,14873.856018,14593.4301945,4.30365687384,3.95986182447,0.998696529638,4.04987956658,1.99151981992,1.49097459631,4.03546616306,4.3784449734,2.19858716519
263,40515584,2879.41335101,2690.05327252,2987.89462473,2915.20049553,2849.50127318,2948.70118164,2782.7229585,2803.00353161,2809.60420482,2.68066493716,1.67601451616,2.13864944307,2.8302434898,1.05130554757,3.87968433752,1.06402237745,1.35960528879,1.41403943012
264,40515840,3341.89472455,3082.81359602,3463.10961842,3355.08612508,3324.82799872,3316.78901549,3190.90640512,3292.95736121,3224.88996633,1.83785139013,1.80192067102,2.13372848693,3.824448625,2.25151551963,0.994044696958,1.50965510895,1.15208287815,2.03376744474
265,40516352,2241.87972385,2037.75532177,2323.86011631,2260.70141888,2203.62886726,2205.64830609,2089.0768136,2181.83865439,2056.98549717,2.3289258397,0.461930918947,2.42007151362,3.87442283487,0.650195868092,3.77405317265,1.13571216305,2.5942317229,0.559981248929
266,40517888,3129.38243225,2826.894272,3243.44170779,3140.75966048,3173.00507403,3171.51930395,2954.27412851,3053.94790439,2991.27014604,2.44316429746,1.46565002822,2.42962939238,5.21396491728,2.27603832506,2.40512348872,1.3942806136,2.11655946779,0.390443760518
267,40518400,1646.2109608,1467.9449885,1710.48711836,1560.34344149,1611.92303492,1561.80459279,1528.78365509,1585.82149608,1532.09794079,2.44670096529,1.00288282337,3.10303940443,6.81229492169,5.10168006958,6.99088922133,1.01965350689,1.55291100156,0.462724609929
268,40518656,1042.34237199,902.956704445,1081.88331459,991.618362926,1069.56615387,1026.55721876,939.097781306,995.0553183,948.901366346,3.11035986005,1.90393233261,3.00024193052,8.01440994844,1.03295673493,2.78270501134,0.854229285308,2.08437892833,1.82072129832
269,40519168,4706.91351652,4416.04922203,4876.73619576,4685.39029368,4594.66061752,4717.88244777,4559.07074606,4613.82862894,4575.16322003,2.14183075814,2.11332412536,1.87285871466,2.11464431076,3.14685728113,2.79530253302,1.65810082998,1.51639670975,1.74016335226
270,40519680,4350.11796544,4005.86368744,4514.65227834,4309.78493793,4366.64420922,4297.73859938,4167.27404307,4278.42957931,4189.16619783,1.53335134668,2.13503883618,1.08724132085,2.0750075965,2.08835485938,2.31786555928,1.22964143244,0.800032926897,1.08879072829
271,40519936,14005.9777744,13368.1604063,14513.5216162,13977.5959915,14064.3051774,14032.0819148,13747.1290527,13847.7248531,13873.0002219,1.19613255252,1.10093326703,0.988442968448,1.02096026597,1.52227955352,1.53335380109,1.26637858683,1.32774417364,3.05852734692
272,40520448,580.058676226,493.706428793,602.286904421,594.564630734,575.1307005,572.603736153,517.665902078,551.086953158,517.836962188,3.37254102958,1.76228232571,3.61106795414,4.22045893255,2.88438648959,3.02415493157,1.05442109183,2.01498611826,1.40783533229
273,40521216,5284.21208863,4002.39567351,602.286904421,5252.01361374,5240.29231856,5275.70618552,4996.50649621,5194.60460619,5000.05303913,0.302880294232,0.0222517765325,3.61106795414,0.0621226424215,0.493904908034,0.412154571908,0.901063892235,1.10756553655,0.773456967684
274,40521472,2545.43166042,2250.73402853,2641.73231648,2614.53613998,2543.37505432,2582.62006628,2324.19205016,2409.22280762,2331.98941792,1.75286463138,0.696076921457,1.50032533239,3.04470302927,4.09300520751,2.76616171242,0.95966246696,0.822891145592,0.832157239137
275,40521728,763.664389728,682.809734856,791.049661665,768.60693839,765.836002812,757.275235199,707.806489716,731.626846745,713.889493605,2.23767353558,1.71019243793,2.0121901423,2.74327811631,2.84286091069,1.67373158312,1.09467366814,0.82935973846,1.80500302943
276,40521984,1360.52784805,1160.72313592,1410.78609462,1362.52030394,1398.27514119,1273.65409193,1222.38684525,1317.04557755,1246.04348158,4.50747211111,1.06053408019,5.04828245145,9.11037459505,3.04766448862,8.42939889893,1.2000163304,3.52497829521,1.86375667856
277,40522240,2226.5919393,2048.58430578,2312.42815106,2208.3082878,2193.06777247,2187.83655419,2118.69816506,2191.54060357,2132.05295733,1.5606900219,0.859674096457,1.92949237242,6.07880593039,2.48965320454,3.4880019119,1.08945684183,0.921684815492,2.52564445749
278,40522496,708.217441593,647.102368659,734.531774614,710.730475096,709.126198856,699.545347063,663.296320218,672.501443452,661.401498982,2.21300541015,1.62683502618,2.65833167372,3.38308362519,2.6688075991,0.977535775548,1.1388633662,1.03761350747,1.94400794696
279,40523264,2439.68256907,2218.97166065,2531.89013118,2418.44781744,2393.95240135,2367.60586135,2300.39728276,2381.32011206,2298.50547394,1.19058101392,1.80726774345,1.75057121749,1.41610697476,1.21302109964,1.36768848029,1.26617904506,0.235862630904,1.2324340737
280,40523520,1506.56041149,1377.92401008,1562.14209496,1508.29122923,1605.66142445,1529.50953153,1417.32051343,1450.53203462,1416.65021906,2.00313763086,1.22339067087,2.16018024097,3.86327752576,3.19040889012,2.70172703488,0.531399278585,1.36686323447,0.673909596417
281,40523776,2694.64043746,2486.12817575,2800.41457029,2625.4611515,2724.19807879,2703.99287216,2558.2771765,2610.76284633,2534.34516753,1.41727547963,0.616491408274,1.66322195858,3.48618243639,2.7651034266,2.03123106173,0.851275895413,1.09980862703,0.821331529688
282,40524544,2087.65355712,1866.869096,2162.67815728,2065.00886936,2030.32157869,2035.7013995,1936.25659273,2042.56349821,1969.66210064,2.24144622737,0.440305942065,2.69902785065,4.72793395503,4.79989003602,4.74707535597,0.721827567057,0.963447395854,2.18555418842
283,40525056,6927.1829634,4805.00144831,7183.80854174,6933.70768067,6894.76481299,6901.55543537,5896.78122741,6845.38484487,5808.77547214,1.50965624073,0.556931967901,0.930260323928,1.61739113283,1.62899366007,1.6990608588,1.57338162454,1.82906983077,0.153921602834
284,40525312,3017.25826982,2782.89757258,3119.23721071,2972.45298275,3060.47128651,2979.23910789,2876.52770885,2952.85159152,2845.39158515,1.20998442719,0.795747485094,1.26768411915,2.68362607931,3.13181746951,0.896408929284,0.895172305265,1.40659469224,1.4061685302
285,40525568,3798.43231081,2982.67078745,3949.70822885,3818.66264443,3805.5171438,3802.29956186,3618.22450673,3747.78070793,3602.37356491,0.737281281312,2.82520729274,1.02885332658,1.65132772178,1.79246360903,3.14124785127,0.878594272618,0.996241922013,0.630741229361
286,40525824,1442.54857523,1296.3517052,1493.80759728,1420.15359801,1518.71734478,1430.96481864,1344.37833695,1395.19195953,1353.78133166,3.3359306958,1.62630486205,3.9054381279,4.55768089614,8.72693263194,3.51066059009,1.44729569126,1.91997175781,2.60141093571
287,40526080,1831.87596632,1618.44091449,1904.43238112,1840.4297428,1768.99825698,1826.28852674,1682.26417907,1775.51614713,1709.47365835,2.79408635671,1.61755982508,3.11395581212,6.02654988673,1.50157973499,2.34525960716,1.18397775142,1.33604499026,1.05750515428
288,40526848,3305.40121589,3092.54962999,3439.6360466,3264.71701809,3400.17512569,3339.56593799,3191.57476645,3238.91161064,3147.38902041,1.67222825051,1.77962654984,1.79202345562,2.20731402096,2.59834179798,2.21448286828,1.49474724671,1.09357744289,0.299913916823
289,40527104,1468.68252301,1192.50661632,1524.21855516,1434.7311702,1427.68311927,1472.96545967,1277.47875396,1433.48469149,1263.06162195,3.57223008196,1.4778795567,3.92865458667,3.35202310238,4.69643016649,5.29392468544,1.46014041203,3.43131886009,0.111758609659
290,40527360,8681.68693259,8139.89065042,1524.21855516,8588.14276469,8509.56850083,8600.61611768,8441.54374778,8618.54494254,8443.93983572,0.0,0.0,3.92865458667,0.7125163872,0.0,0.0,0.0,0.0,0.0
