AORKEY,Target Coordinates,DateObs,Mission,Read Mode,Cycling DPattern,DScale,DPosition,FTime (sec),Time (MJD),Flux (mJy),Error (mJy),Spread (%),Outliers Rejected
40471040,"316.10126283, -19.855067",2011-06-23T15:17:08.742,WARM,SUB,NO,medium,4,0.02,55735.6369067,5075.504929923078,86.76169832085846,1.709420038375835,0
40471552,"16.94934536, -41.4868655",2011-01-11T23:58:38.866,WARM,SUB,NO,medium,4,0.02,55572.999061,3568.6616410234587,60.30900211403687,1.6899613407098133,0
40471808,"176.75378133,  23.720474",2011-01-25T23:50:36.479,WARM,SUB,NO,medium,4,0.02,55586.9934778,1575.6327217906464,24.250115367100474,1.5390715762453286,0
40472320,"222.43812407,  58.830367",2011-01-22T03:55:01.473,WARM,SUB,NO,medium,4,0.1,55583.1632115,463.961735317622,10.223674940762056,2.203559940942773,0
40472576,"68.50506857, -43.5247054",2010-10-27T01:01:01.049,WARM,SUB,NO,medium,4,0.02,55496.0423732,1282.5037422657606,63.93330503025205,4.985038477728183,0
40472832,"160.67992355, -32.715664",2011-02-06T17:54:25.719,WARM,SUB,NO,medium,4,0.02,55598.746131,1869.9500040417522,35.38474579719478,1.8922829872837985,0
40473600,"171.22052906, -17.684005",2011-03-12T15:14:51.296,WARM,SUB,NO,medium,4,0.02,55632.6353159,11456.379744261552,19.70487651580289,0.1719991564147738,0
40473856,"347.61348941,  43.544009",2010-09-19T02:18:14.372,WARM,SUB,NO,medium,4,0.02,55458.0959997,4121.612365956852,70.94584727976351,1.721312946985326,0
40474112,"337.82636776, -6.5552969",2011-01-02T22:06:21.963,WARM,SUB,NO,medium,4,0.02,55563.9210875,3926.9132444021143,65.8697230178217,1.6773918576306766,0
40474368,"330.79488733,  18.884318",2011-01-02T20:54:51.691,WARM,SUB,NO,medium,4,0.02,55563.8714316,955.5609080276436,42.16277759787954,4.412358986608921,0
40474624,"58.81721443, -12.0990915",2010-10-14T09:20:16.859,WARM,SUB,NO,medium,4,0.02,55483.389084,2339.4879706620263,16.22805756487669,0.6936585170935711,0
40475648,"222.56587754,  23.911844",2011-04-08T13:34:11.319,WARM,SUB,NO,medium,4,0.02,55659.5654088,4791.415134324981,28.462179905883985,0.5940245023226058,0
40475904,"204.34783057, -46.427891",2011-04-12T18:51:51.628,WARM,SUB,NO,medium,4,0.02,55663.7860142,1164.7971799311238,20.944881162898263,1.7981569258380903,0
40476160,"49.41686107,  31.1270440",2010-09-30T17:58:33.956,WARM,SUB,NO,medium,4,0.02,55469.7490041,2750.6853651496776,24.00759327738069,0.8727858729882153,0
40476928,"251.27646074,  33.509226",2010-10-01T08:11:22.576,WARM,SUB,NO,medium,4,0.02,55470.3412335,4103.90867949371,0.0,0.0,0
40478208,"33.20035699,  21.2109937",2010-09-27T07:56:01.339,WARM,SUB,NO,medium,4,0.02,55466.3305711,6735.667508979729,257.04387778122253,3.8161604241679337,0
40478464,"92.2411253, -22.4273912",2010-11-21T19:54:16.584,WARM,SUB,NO,medium,4,0.02,55521.8293586,1990.0789790224194,54.97486180045329,2.7624462335388533,0
40478976,"299.05938263,  11.423720",2011-06-15T04:18:29.360,WARM,SUB,NO,medium,4,0.02,55727.1795065,2354.3424114212326,56.38659754555173,2.3950041112122324,0
40479488,"328.12369051, -9.4179267",2010-12-16T17:26:17.065,WARM,SUB,NO,medium,4,0.02,55546.7265864,1076.7395470269425,49.85803138535212,4.630463469370885,0
40479744,"280.08757358,  33.684511",2010-10-20T04:01:35.316,WARM,SUB,NO,medium,4,0.02,55489.1677699,1157.1915875120546,26.820606803717748,2.317732611708807,0
40480000,"11.66043694,  69.3254086",2010-10-03T23:09:35.024,WARM,SUB,NO,medium,4,0.02,55472.9649887,2101.7389440754478,34.97693795165435,1.6641904100530742,0
40480256,"92.02673437, -15.9012364",2010-11-21T19:45:16.178,WARM,SUB,NO,medium,4,0.02,55521.8231039,1384.9894050257808,42.287074077443265,3.0532417016328086,0
40480512,"158.79695648,  84.399321",2010-12-23T14:53:09.486,WARM,SUB,NO,medium,4,0.02,55553.6202487,2147.0186829480767,24.787869988026888,1.1545251182439922,0
40481280,"158.79039241,  57.082638",2010-12-19T21:43:06.361,WARM,SUB,NO,medium,4,0.02,55549.9049347,5565.867775933314,29.080659509761286,0.5224820401861755,0
40481536,"224.53666932, -48.862954",2011-04-13T23:21:17.197,WARM,SUB,NO,medium,4,0.02,55664.9731157,4397.148024606046,0.0,0.0,0
40482048,"124.63144107, -76.919729",2010-09-23T09:26:10.848,WARM,SUB,NO,medium,4,0.02,55462.3931811,17740.504435455863,407.37975104983707,2.2963256345499117,0
40482304,"53.4866486, -31.08013888",2010-09-27T18:49:38.028,WARM,SUB,NO,medium,4,0.02,55466.7844679,3172.69861665342,62.18645015485586,1.9600490834030266,0
40483328,"42.98436009, -30.8145164",2010-09-29T08:54:09.967,WARM,SUB,NO,medium,4,0.02,55468.3709487,2588.9402836830236,62.381780834127206,2.409548850056246,0
40485376,"221.3507618,  13.8463156",2011-04-16T13:52:15.704,WARM,SUB,NO,medium,4,0.02,55667.5779595,1777.8018725645193,60.43702816371426,3.399536759207734,0
40485632,"53.39597295,  39.8994763",2010-10-08T10:16:01.748,WARM,SUB,NO,medium,4,0.02,55477.427798,1832.1244725837378,28.10849720644186,1.5342023769161324,0
40485888,"167.18329594, -28.080652",2011-03-19T00:37:55.371,WARM,SUB,NO,medium,4,0.02,55639.0263353,2332.018535388428,39.15665550360672,1.679088519640976,0
40486144,"340.96132631,  3.8868415",2011-01-02T22:47:36.276,WARM,SUB,NO,medium,4,0.02,55563.9497254,1362.1681024297588,29.144798499603752,2.1395889719937577,0
40486400,"205.3058542,  56.7271728",2011-01-18T15:22:16.082,WARM,SUB,NO,medium,4,0.02,55579.6404639,1514.8697254044391,38.270439033146786,2.5263188240777184,0
40486912,"75.49497579,  9.98313486",2010-10-27T19:33:33.654,WARM,SUB,NO,medium,4,0.02,55496.8149728,1175.8112932745462,73.63946346482562,6.2628641080445195,0
40487168,"217.46049164,  0.8289289",2010-09-23T11:32:32.456,WARM,SUB,NO,medium,4,0.02,55462.4809312,1760.2661018395534,15.29487663464721,0.8688957094988882,0
40487936,"108.4054885,  47.2667908",2010-12-19T19:29:13.074,WARM,SUB,NO,medium,4,0.02,55549.8119569,1475.2217836330806,76.03462026216806,5.154114527438371,0
40488960,"181.16202075, -68.328910",2011-04-15T22:59:55.376,WARM,SUB,NO,medium,4,0.02,55666.9582798,2241.613747686774,77.13353207945089,3.440982290506051,0
40489216,"221.31924956,  65.329980",2011-01-03T21:32:22.264,WARM,SUB,NO,medium,4,0.02,55564.8974799,1284.0061990790227,45.39534764414329,3.535446143227653,0
40489472,"184.75843937,  26.008349",2011-01-31T16:20:02.270,WARM,SUB,NO,medium,4,0.02,55592.6805818,1250.7917526507704,40.047647154524086,3.2017837557412854,0
40489984,"328.0405204, -62.0523633",2010-12-01T23:52:56.765,WARM,SUB,NO,medium,4,0.02,55531.9951014,1229.2379317393854,37.0045236896115,3.010362984589134,0
40490240,"11.45295179, -41.9096175",2010-12-22T03:41:36.913,WARM,SUB,NO,medium,4,0.02,55552.1538995,3631.1677290371863,86.95494602927721,2.394682716910286,0
40490496,"151.73692631,  2.9644158",2011-01-12T03:15:13.246,WARM,SUB,NO,medium,4,0.02,55573.13557,921.1534006148361,42.37135416335283,4.599815202882767,0
40490752,"302.48602936,  20.915026",2011-01-06T03:21:13.375,WARM,SUB,NO,medium,4,0.02,55567.1397381,2117.9648846548234,23.116969357307948,1.0914708513250657,0
40491008,"203.61358438,  49.015971",2011-01-27T18:27:27.565,WARM,SUB,NO,medium,4,0.02,55588.769069,5463.85556110827,62.182701230009926,1.1380736649157868,0
40491264,"48.95843904, -8.81972951",2010-10-14T09:08:20.356,WARM,SUB,NO,medium,4,0.02,55483.3807912,6128.726579292421,86.69299779257176,1.4145352492226977,0
40491776,"216.85161201, -6.1203371",2010-09-23T11:30:01.140,WARM,SUB,NO,medium,4,0.02,55462.4791799,1334.5021653890578,31.855599300128112,2.3870773780903534,0
40492544,"72.42601701, -13.7696687",2010-10-19T06:44:43.886,WARM,SUB,NO,medium,4,0.02,55488.2810635,2832.926484025657,51.74930923153918,1.826708512322641,0
40492800,"192.9467893,  22.5442987",2011-03-18T21:28:26.412,WARM,SUB,NO,medium,4,0.1,55638.8947501,442.243280356298,16.82558777341157,3.804599983940029,0
40493056,"259.76598225, -46.636235",2010-10-13T09:05:22.261,WARM,SUB,NO,medium,4,0.02,55482.3787299,13312.413883134494,29.098530224730894,0.21858192270896745,0
40493568,"35.89807811, -55.6168011",2010-09-07T08:23:56.424,WARM,SUB,NO,medium,4,0.02,55446.3499586,1572.9072373198114,55.647790865175175,3.537894005751884,0
40493824,"184.37739479,  28.937191",2011-01-29T20:40:03.356,WARM,SUB,NO,medium,4,0.02,55590.86115,2289.369967173132,25.770608581714,1.1256637831033938,0
40494080,"117.94292896, -13.898032",2010-12-15T13:18:36.808,WARM,SUB,NO,medium,4,0.02,55545.5545927,10364.477621896036,411.962163566679,3.9747508615037788,0
40494336,"293.02793443, -11.274941",2010-12-14T16:20:00.789,WARM,SUB,NO,medium,4,0.02,55544.6805647,2263.346280154974,64.20161046508962,2.8365792290825977,0
40494592,"157.397426, -30.60706177",2011-01-31T14:50:40.952,WARM,SUB,NO,medium,4,0.02,55592.6185295,1786.7633642212456,26.280883429929734,1.4708653622626835,0
40495104,"142.28725374, -2.7689469",2011-01-11T12:26:06.020,WARM,SUB,NO,medium,4,0.02,55572.5181252,11915.681590913306,47.96168687161844,0.4025089669078871,0
40495360,"253.08392693, -38.017548",2010-10-17T06:24:46.319,WARM,SUB,NO,medium,4,0.02,55486.2672028,5819.774555152225,57.77511426293503,0.9927380127085325,0
40495616,"64.31526003,  20.578597",2010-10-12T08:02:00.226,WARM,SUB,NO,medium,4,0.02,55481.3347248,5229.498118062441,53.20774600868394,1.0174541573101803,0
40495872,"347.48901736,  47.958345",2010-09-19T02:57:11.487,WARM,SUB,NO,medium,4,0.02,55458.1230496,1486.1617183087744,80.50720187216774,5.417122570199393,0
40496640,"198.56310808, -59.103236",2011-04-18T22:14:55.828,WARM,SUB,NO,medium,4,0.02,55669.927035,9959.923809041557,216.93040144653605,2.1780327400658224,0
40496896,"52.50076446,  55.4518094",2010-10-09T03:01:55.553,WARM,SUB,NO,medium,4,0.02,55478.1263374,2900.1318127348295,30.47621578141235,1.0508562282440956,0
40497152,"257.54378147,  54.494376",2010-09-19T01:09:09.073,WARM,SUB,NO,medium,4,0.02,55458.0480217,1158.434449743956,177.15402037097263,15.29253730412871,0
40497664,"316.96342196, -54.216516",2010-11-26T15:18:33.940,WARM,SUB,NO,medium,4,0.02,55526.6378928,1202.4149991289473,63.08886411881108,5.246846069328299,0
40498176,"152.78567707,  20.696145",2011-01-09T11:51:14.409,WARM,SUB,NO,medium,4,0.02,55570.4939168,1625.661332288575,32.414749443410756,1.9939423297826668,0
40498688,"115.75172994,  58.710360",2010-12-19T19:14:01.583,WARM,SUB,NO,medium,4,0.02,55549.8014072,4063.632796697153,55.07965832726546,1.3554290233121755,0
40498944,"168.13479394,  35.814080",2011-01-18T12:21:29.506,WARM,SUB,NO,medium,4,0.02,55579.5149248,3199.7973665642107,0.0,0.0,0
40499456,"225.49201009, -34.358877",2010-09-26T06:05:40.478,WARM,SUB,NO,medium,4,0.02,55465.2539407,1868.5270819231937,40.17193249451681,2.149925087153117,0
40499968,"286.85659105,  32.501753",2010-10-20T03:53:37.207,WARM,SUB,NO,medium,4,0.02,55489.1622362,6061.082437712118,69.2033193080328,1.1417650233141365,0
40500224,"86.80481897,  14.4883166",2010-11-10T19:39:49.128,WARM,SUB,NO,medium,4,0.02,55510.8193186,1936.9037079323848,30.937207259368737,1.5972506600441039,0
40500480,"219.56342441,  54.023340",2011-01-31T17:17:16.929,WARM,SUB,NO,medium,4,0.02,55592.7203348,1508.4292023044015,59.54984400278962,3.9478050353186176,0
40500992,"197.4222346, -50.1499853",2011-04-18T20:52:50.045,WARM,SUB,NO,medium,4,0.02,55669.8700237,2801.0969646103135,30.764272535947534,1.098293737226174,0
40501248,"334.2344572, -14.6569783",2010-12-20T01:05:00.311,WARM,SUB,NO,medium,4,0.02,55550.0451425,1268.2158878295127,41.6716835804428,3.285850932821996,0
40501504,"275.90187065, -75.044275",2010-10-27T01:35:16.769,WARM,SUB,NO,medium,4,0.02,55496.0661663,2142.2519388802925,40.701027127120604,1.899917856925555,0
40502016,"51.02701954,  23.7850205",2010-10-12T07:55:29.425,WARM,SUB,NO,medium,4,0.02,55481.3302017,1044.4837709768228,25.498598973220492,2.4412632997996395,0
40502272,"135.45347471,  27.902597",2010-12-19T16:59:36.910,WARM,SUB,NO,medium,4,0.02,55549.7080661,1992.531620628299,43.165337758640185,2.166356473932845,0
40502528,"220.12960972, -16.209292",2011-04-18T19:36:31.551,WARM,SUB,NO,medium,4,0.02,55669.8170318,1837.1242143035602,43.2812268850647,2.355922726840345,0
40502784,"281.83246764,  68.279120",2010-09-19T01:35:09.676,WARM,SUB,NO,medium,4,0.1,55458.0660842,639.132622382293,12.191386159994217,1.9074892648339923,0
40503552,"264.66507106,  61.237806",2010-09-19T00:14:31.292,WARM,SUB,NO,medium,4,0.1,55458.0100844,650.4887418926139,23.664760002516708,3.637996859663316,0
40503808,"4.38626425, -19.05109371",2011-01-09T20:55:18.583,WARM,SUB,NO,medium,4,0.02,55570.8717429,2038.8293384804115,31.630189813204268,1.5513897713861136,0
40504320,"302.39293454,  16.805762",2010-12-18T03:29:05.062,WARM,SUB,NO,medium,4,0.02,55548.1451975,2231.0580170775897,41.96630577096778,1.8810046825200204,0
40505344,"27.39626595, -10.6864000",2011-03-03T16:35:06.879,WARM,SUB,NO,medium,4,0.02,55623.6910518,8121.83637060577,102.47703038145738,1.2617470446996226,0
40505600,"307.21506033, -17.813685",2010-11-23T00:35:40.524,WARM,SUB,NO,medium,4,0.02,55523.0247746,8663.795427916702,169.43986285064267,1.9557232654024728,0
40506368,"9.00772597, -5.57071964",2010-09-06T13:15:02.373,WARM,SUB,NO,medium,4,0.02,55445.5521108,1868.8859697960077,50.79714814630004,2.7180442770323032,0
40506880,"208.38650162, -35.664255",2011-04-19T15:20:21.532,WARM,SUB,NO,medium,4,0.02,55670.6391381,5141.428385253524,170.02036606982534,3.3068702572513153,0
40507136,"100.60134249,  17.645320",2010-11-25T12:06:30.345,WARM,SUB,NO,medium,4,0.02,55525.5045179,2921.0005146710687,21.915640282760023,0.7502785491712906,0
40507392,"179.52989093,  32.273908",2011-01-23T07:42:37.532,WARM,SUB,NO,medium,4,0.02,55584.3212677,1789.6662704125692,41.88355508874103,2.3402997408609414,0
40507648,"216.70780473, -39.873986",2010-09-26T09:02:22.102,WARM,SUB,NO,medium,4,0.1,55465.3766447,699.026007547501,13.087205085991673,1.8722057469517481,0
40508160,"198.46760702, -45.185800",2011-04-12T18:42:02.008,WARM,SUB,NO,medium,4,0.02,55663.7791899,2345.0761246978927,42.678097762295394,1.8199024463563398,0
40508672,"49.49614949, -66.9268514",2010-09-07T08:13:51.565,WARM,SUB,NO,medium,4,0.02,55446.3429579,1693.0123775601633,46.652535488920186,2.7555932908270973,0
40509184,"69.4005513, -2.47354967",2010-10-19T06:54:08.451,WARM,SUB,NO,medium,4,0.02,55488.2875978,4607.916608333719,56.60057089922076,1.228333229747581,0
40509696,"49.67145754, -18.5597919",2010-09-28T20:02:01.545,WARM,SUB,NO,medium,4,0.02,55467.8347401,3672.761331498393,50.6022502175719,1.3777712639151392,0
40510208,"186.19730064, -75.052512",2011-04-13T23:47:24.058,WARM,SUB,NO,medium,4,0.1,55664.9912507,300.3999057747144,17.90445166512993,5.960205486401655,0
40510464,"76.78611942, -17.2999185",2010-10-19T06:47:07.885,WARM,SUB,NO,medium,4,0.02,55488.2827302,1455.4879258696546,46.50870160058794,3.1954027768934576,0
40510976,"347.08146291, -15.409935",2011-01-02T23:45:40.553,WARM,SUB,NO,medium,4,0.1,55563.9900527,549.0066832348174,18.383449801058227,3.3484928986183915,0
40511232,"111.74444016, -34.312118",2010-12-15T13:27:51.894,WARM,SUB,NO,medium,4,0.02,55545.5610173,1327.0144699063665,0.0,0.0,0
40511488,"290.83569685, -50.688993",2010-10-26T23:46:24.371,WARM,SUB,NO,medium,4,0.1,55495.9905598,372.0362112665836,16.471380562098503,4.427359505146635,0
40512256,"50.36065513,  43.3296503",2010-10-18T03:08:12.290,WARM,SUB,NO,medium,4,0.02,55487.1306978,3410.4393107606065,39.73617197592066,1.1651335313472733,0
40512768,"335.23249028,  8.1867411",2011-01-02T21:35:16.305,WARM,SUB,NO,medium,4,0.02,55563.8994943,2927.1752469615176,75.03548325372735,2.5634093254790975,0
40513280,"293.9816386,  56.9839116",2010-09-01T17:24:00.259,WARM,SUB,NO,medium,4,0.02,55440.725003,2674.756165066087,43.73556180685265,1.6351233199521216,0
40513536,"149.42105931,  41.055631",2011-01-08T20:55:01.468,WARM,SUB,NO,medium,4,0.02,55569.8715448,7590.387908352294,180.80413897106843,2.382014478760902,0
40513792,"309.63053765,  21.201215",2010-12-18T03:11:47.063,WARM,SUB,NO,medium,4,0.02,55548.1331836,3362.2709082807673,16.642262357180158,0.49497089351702056,0
40514816,"89.58973377, -4.65067188",2010-11-24T06:47:50.290,WARM,SUB,NO,medium,4,0.02,55524.2832209,2670.2159293938203,32.24048492115613,1.2074111522686937,0
40515328,"342.13874295, -51.316870",2010-11-26T16:18:05.920,WARM,SUB,NO,medium,4,0.02,55526.6792352,15033.034631590439,646.9702282694585,4.303656873841788,0
40515584,"36.96574227,  50.5699744",2010-09-30T18:26:17.860,WARM,SUB,NO,medium,4,0.02,55469.7682623,2879.4133510063175,77.1874240962977,2.680664937158873,0
40515840,"96.18283227, -28.7801156",2010-11-26T00:15:10.123,WARM,SUB,NO,medium,4,0.02,55526.0105338,3341.8947245470663,61.41905865173449,1.8378513901289555,0
40516352,"317.14010235, -21.193673",2011-06-24T06:46:55.748,WARM,SUB,NO,medium,4,0.02,55736.2825897,2241.87972385415,52.211716183810324,2.3289258396989303,0
40517888,"72.95828225,  13.6551523",2010-10-27T11:17:19.929,WARM,SUB,NO,medium,4,0.02,55496.4703695,3129.3824322498685,76.45595431566163,2.4431642974583214,0
40518400,"134.49378342, -4.8592200",2010-12-31T09:19:01.094,WARM,SUB,NO,medium,4,0.02,55561.3882071,1646.2109607969962,40.27785946846622,2.4467009652861322,0
40518656,"346.12586893,  66.764384",2010-09-18T14:29:10.824,WARM,SUB,NO,medium,4,0.02,55457.6035975,1042.342371991002,32.420598742747245,3.1103598600544196,0
40519168,"155.54400961,  41.229530",2011-01-08T20:25:54.595,WARM,SUB,NO,medium,4,0.02,55569.8513263,4706.913516522701,100.81412145574414,2.1418307581360025,0
40519680,"188.93971808, -41.021950",2011-04-12T18:30:12.821,WARM,SUB,NO,medium,4,0.02,55663.7709817,4350.117965439236,66.70259240505999,1.5333513466760655,0
40519936,"168.56002825,  15.429571",2011-01-22T11:43:48.500,WARM,SUB,NO,medium,4,0.02,55583.4887558,14005.977774421273,167.53005945805097,1.196132552516301,0
40520448,"259.0843122, -12.1781544",2010-10-26T11:00:37.521,WARM,SUB,NO,medium,4,0.1,55495.4587676,580.0586762260172,19.562716851380944,3.372541029583432,0
40521216,"40.30832167, -0.69566236",2010-09-19T06:31:14.631,WARM,SUB,NO,medium,4,0.02,55458.2716971,5284.212088625291,16.00483712187588,0.30288029423208873,0
40521472,"172.14615778, -42.674206",2011-04-12T18:21:52.822,WARM,SUB,NO,medium,4,0.02,55663.7651947,2545.4316604191567,44.6179712915435,1.7528646313842207,0
40521728,"20.37879224,  80.1517997",2010-10-09T02:56:06.362,WARM,SUB,NO,medium,4,0.1,55478.1222959,763.6643897282195,17.08831594958936,2.237673535579016,0
40521984,"198.34730362, -50.699826",2011-04-18T20:51:21.850,WARM,SUB,NO,medium,4,0.02,55669.8690029,1360.5278480477791,61.32541331465712,4.507472111111356,0
40522240,"226.39127148, -30.550862",2010-09-26T06:02:19.025,WARM,SUB,NO,medium,4,0.02,55465.2516091,2226.591939301464,34.75019822512707,1.560690021900872,0
40522496,"354.07614022, -48.588073",2010-12-17T17:25:21.169,WARM,SUB,NO,medium,4,0.1,55547.7259395,708.217441592651,15.672890298084043,2.2130054101518017,0
40523264,"16.98821923,  20.739086",2010-09-19T12:54:18.641,WARM,SUB,NO,medium,4,0.02,55458.5377158,2439.6825690712194,29.046397467382793,1.1905810139243105,0
40523520,"304.25184616,  8.9632195",2011-06-19T17:41:39.862,WARM,SUB,NO,medium,4,0.02,55731.7372669,1506.56041149332,30.178478534275158,2.003137630860876,0
40523776,"58.29185872,  17.3270860",2011-03-31T00:20:59.577,WARM,SUB,NO,medium,4,0.02,55651.0145784,2694.6404374621548,38.19047818435372,1.4172754796302982,0
40524544,"145.88858317,  29.974477",2010-12-31T09:37:25.370,WARM,SUB,NO,medium,4,0.02,55561.4009881,2087.6535571184754,46.793631896662816,2.2414462273735993,0
40525056,"37.26644917,  67.4024769",2010-10-06T17:50:40.538,WARM,SUB,NO,medium,4,0.02,55475.7435247,6927.182963401689,104.57664991351515,1.5096562407261918,0
40525312,"188.27634831, -47.045503",2011-04-19T15:10:24.541,WARM,SUB,NO,medium,4,0.02,55670.6322285,3017.258269824501,36.508355193017984,1.2099844271912956,0
40525568,"61.893142,  38.07454258",2010-10-26T21:17:12.495,WARM,SUB,NO,medium,4,0.02,55495.8869502,3798.4323108069007,28.00513041087166,0.7372812813116192,0
40525824,"134.44406005,  38.258980",2010-12-19T18:40:09.199,WARM,SUB,NO,medium,4,0.02,55549.7778842,1442.5485752329937,48.12242072296688,3.33593069579611,0
40526080,"196.72602327, -35.862046",2011-04-15T21:24:21.598,WARM,SUB,NO,medium,4,0.02,55666.8919166,1831.875966318939,51.184196446726375,2.794086356707785,0
40526848,"359.39616049, -64.298228",2010-11-20T23:05:04.121,WARM,SUB,NO,medium,4,0.02,55520.9618532,3305.40121589202,55.273852924900524,1.6722282505116073,0
40527104,"41.04405189, -52.5705974",2010-09-07T08:29:14.552,WARM,SUB,NO,medium,4,0.02,55446.3536407,1468.6825230080303,52.46471889532233,3.5722300819559396,0
40527360,"272.14506014, -63.668558",2010-10-27T16:12:07.380,WARM,SUB,NO,medium,4,0.02,55496.6750854,8681.686932587212,0.0,0.0,0
40527616,"16.42063949,  21.4731799",2010-09-25T03:16:38.145,WARM,SUB,NO,medium,4,0.02,55464.1365526,2209.363272914634,47.94301706742094,2.169992488567695,0
40528640,"84.30686296, -24.4021374",2010-10-27T00:45:37.085,WARM,SUB,NO,medium,4,0.1,55496.0316792,809.0743749670069,5.523752352789504,0.6827249167315127,0
40529152,"122.66594078, -13.799205",2010-12-18T04:57:58.450,WARM,SUB,NO,medium,4,0.02,55548.2069265,5404.077339483015,169.2698895963801,3.132262529991353,0
40529408,"153.37763264, -66.372810",2011-04-18T23:17:23.522,WARM,SUB,NO,medium,4,0.02,55669.9704111,4203.580973550161,97.72324249649547,2.324761747457494,0
40530176,"194.88657075,  41.986758",2011-01-29T01:41:35.496,WARM,SUB,NO,medium,4,0.02,55590.0705497,1013.2157829689985,0.0,0.0,0
40530432,"217.69196233,  63.185786",2011-01-16T13:45:19.082,WARM,SUB,NO,medium,4,0.02,55577.5731375,2901.6901620533763,22.25008096815319,0.7667972707467827,0
40530688,"41.76489404,  35.5546785",2010-09-30T18:29:19.266,WARM,SUB,NO,medium,4,0.02,55469.7703619,2252.334368170887,42.78236491742884,1.8994677487504779,0
40530944,"196.03032408,  87.115429",2010-11-28T01:38:46.789,WARM,SUB,NO,medium,4,0.02,55528.0685971,1139.963822692485,41.06999135036518,3.602745151452421,0
40531200,"309.58097812, -55.605482",2010-12-02T00:09:52.791,WARM,SUB,NO,medium,4,0.1,55532.006861,295.42204208583365,13.659563184630972,4.623745434899622,0
40531456,"167.05839339,  38.426632",2011-01-18T12:50:43.222,WARM,SUB,NO,medium,4,0.02,55579.5352225,1246.5318784141314,55.91595717426284,4.4857221979273,0
40532224,"38.59402602, -43.7963532",2010-10-08T08:26:48.877,WARM,SUB,NO,medium,4,0.02,55477.3519546,3697.9479034604637,89.60228850254362,2.4230273341248436,0
40532480,"60.78906991,  5.98930854",2010-10-13T12:56:13.894,WARM,SUB,NO,medium,4,0.02,55482.5390497,8727.497194716845,200.91671627424464,2.302111496476547,0
40532992,"164.80725558, -33.737593",2011-03-26T06:17:17.319,WARM,SUB,NO,medium,4,0.02,55646.262006,3938.5986709170124,27.667233925817794,0.7024639024563555,0
40533504,"240.03053963, -38.396700",2010-09-26T06:17:21.028,WARM,SUB,NO,medium,4,0.02,55465.2620489,6287.762168164161,366.01561056197994,5.821079118023409,0
40534272,"211.98528233,  48.210796",2011-02-21T02:52:38.295,WARM,SUB,NO,medium,4,0.02,55613.1198877,1404.7380857287806,24.54771409890993,1.7474940238538867,0
40535040,"34.35536209,  28.7450398",2010-09-19T06:54:40.633,WARM,SUB,NO,medium,4,0.02,55458.2879703,1627.1973789744109,79.46121525680154,4.883317554683152,0
40535296,"93.71198132,  19.1564474",2010-11-25T12:02:36.259,WARM,SUB,NO,medium,4,0.02,55525.5018086,6734.636227948365,97.88668825837209,1.4534814494084742,0
40535552,"128.96806687, -56.372804",2011-01-18T22:11:32.090,WARM,SUB,NO,medium,4,0.02,55579.924677,1221.5900420551172,26.1848320821173,2.1435040546062227,0
40536064,"183.85650901,  57.032612",2011-01-03T19:56:58.033,WARM,SUB,NO,medium,4,0.02,55564.8312272,16425.081644111047,0.0,0.0,0
40536320,"108.30562764, -45.182738",2010-12-04T00:14:28.508,WARM,SUB,NO,medium,4,0.02,55534.0100522,3141.3371202475378,42.7342580463032,1.3603843335011345,0
40536832,"187.46607972, -16.515446",2011-03-26T06:54:46.304,WARM,SUB,NO,medium,4,0.02,55646.2880359,17053.52665667579,415.4956395819431,2.436420618132337,0
40537088,"20.01245716, -9.88378513",2010-09-19T04:21:42.140,WARM,SUB,NO,medium,4,0.02,55458.1817377,1750.8555684211926,30.972177388125807,1.7689738632213106,0
40537344,"213.09782913, -39.909439",2010-09-26T08:58:47.817,WARM,SUB,NO,medium,4,0.02,55465.3741645,1460.8743173467697,34.37135080785606,2.3527931458389304,0
40537600,"151.98450888, -0.3716732",2011-01-17T16:51:40.148,WARM,SUB,NO,medium,4,0.02,55578.702548,4644.550963746477,41.968561485986726,0.9036085902292101,0
40537856,"72.3041083,  24.80284104",2010-10-27T06:59:12.620,WARM,SUB,NO,medium,4,0.1,55496.2911183,531.9313908143833,13.796053967575126,2.5935777067891146,0
40538368,"118.64241528, -1.4122797",2010-12-15T13:13:26.535,WARM,SUB,NO,medium,4,0.02,55545.5510016,2131.1465088543146,68.8987397503329,3.232942430944001,0
40539392,"16.464325,  4.90940833",2010-09-06T12:58:33.979,WARM,SUB,NO,medium,4,0.02,55445.5406711,1230.585934462215,43.57409600510971,3.540922643825948,0
40539648,"16.45511657,  4.90837881",2010-09-06T12:59:40.671,WARM,SUB,NO,medium,4,0.02,55445.5414429,2223.1182820192953,26.28886856810195,1.1825222607689292,0
40539904,"328.27230497,  20.930518",2010-12-20T00:53:41.511,WARM,SUB,NO,medium,4,0.02,55550.037286,1285.8387859525837,60.12050463396899,4.675586495816434,0
40540160,"226.27984167, -47.05115",2011-04-13T23:19:27.463,WARM,SUB,NO,medium,4,0.02,55664.9718456,5566.278597873846,132.0348613921668,2.3720491001402664,0
40540416,"73.92462674, -28.5639122",2010-10-27T00:48:25.483,WARM,SUB,NO,medium,4,0.02,55496.0336283,1900.5126731238292,52.87681548755586,2.7822395627935195,0
