AORKEY,DateObs,Cycling DPattern,DScale,DPosition,FTime (sec),Time (MJD),Flux (mJy),Error (mJy),Spread (%)
15262464,2005-06-15T19:27:22.953,NO,--,--,0.4,53536.8106823,640.8096674298235,3.8965319309467286,0.6080638493759063
15360768,2005-05-27T06:15:47.675,NO,--,--,0.4,53517.2609685,639.9902259536151,2.06469005535599,0.3226127480743173
15361024,2005-05-27T19:43:48.287,NO,--,--,0.4,53517.8220867,640.8680586149193,4.674457196122943,0.7293946286269357
15361280,2005-05-29T13:44:03.317,NO,--,--,0.4,53519.5722606,637.7665225306539,3.9611680002005,0.6211000201896155
15380736,2005-07-14T18:00:44.777,NO,--,--,0.4,53565.7505183,642.7392093570121,2.5983563279480832,0.40426292501237715
15383040,2005-07-26T15:08:11.597,NO,--,--,0.4,53577.6306898,640.7263701826432,5.507211108109462,0.8595262134348544
15760128,2005-08-18T09:58:47.957,NO,--,--,0.4,53600.4158328,639.3592004142346,5.531167741491244,0.8651111515885992
15763968,2005-08-25T14:55:06.797,NO,--,--,0.4,53607.6216064,639.0051180894618,2.7648133297431565,0.4326746768491575
15968256,2005-09-15T00:44:22.571,NO,--,--,0.4,53628.0308168,642.8664999979826,6.5076945691933545,1.0122933096084143
15970560,2005-09-23T13:20:55.006,NO,--,--,0.4,53636.5561922,640.961231228957,5.7348062999436005,0.8947196835833395
16144128,2005-10-20T16:52:37.529,NO,--,--,0.4,53663.7032121,636.5601859323175,6.388708128552106,1.0036298640316452
16219904,2005-11-02T13:54:22.180,NO,--,--,0.4,53676.5794234,642.8962870612276,2.7287817607712426,0.42445131752819737
16367360,2005-11-23T17:59:25.224,NO,--,--,0.4,53697.7495975,640.9816550209923,3.3330844992241206,0.5199968631106863
16401408,2005-12-08T18:02:05.439,NO,--,--,0.4,53712.7514518,639.3782831618365,6.3643307405814475,0.9953936360035139
16403712,2005-11-29T23:41:23.938,NO,--,--,0.4,53703.9870826,640.3932906749529,4.532327832818743,0.7077413050411291
16522496,2005-12-10T13:38:56.348,NO,--,--,0.4,53714.5687077,636.5401301623154,5.354960903101685,0.8412605347813953
16576256,2005-12-22T15:59:54.630,NO,--,--,0.4,53726.6666045,638.1936376303895,4.466272356040593,0.6998302854638044
16576512,2006-01-05T20:17:36.828,NO,--,--,0.4,53740.8455651,640.7700230185868,3.4096926811711064,0.5321242503056672
16741632,2006-02-04T02:54:55.061,NO,--,--,0.4,53770.1214706,639.7131324446204,2.7556715044595603,0.43076675539377285
16741888,2006-02-13T23:21:54.981,NO,--,--,0.4,53779.973553,638.4675846240212,4.36140860603461,0.6831057223684962
16964352,2006-03-22T23:48:49.613,NO,--,--,0.4,53816.9922409,643.0826433122029,4.444846977816126,0.6911781905546233
16966656,2006-03-29T18:46:03.379,NO,--,--,0.4,53823.7819836,642.8374068224053,3.1217941824859214,0.4856273373880325
17122304,2006-04-26T23:26:24.371,NO,--,--,0.4,53851.976671,640.9268908611557,4.995357620324491,0.779395854902059
17122560,2006-05-03T19:45:08.168,NO,--,--,0.4,53858.8230112,640.0843410444066,5.801190124334186,0.9063165199243205
17244672,2006-06-01T00:29:50.796,NO,--,--,0.4,53887.0207268,642.4951714539445,3.200861218945128,0.4981922606051169
17244928,2006-06-05T22:23:48.439,NO,--,--,0.4,53891.9331995,640.3642583514841,4.041466881165171,0.6311199959175242
19360256,2006-07-05T23:31:58.177,NO,--,--,0.4,53921.9805345,635.7105355442902,5.12831530839571,0.8067060433417055
19360512,2006-07-12T15:57:29.750,NO,--,--,0.4,53928.6649277,637.9691328673522,5.630690075826427,0.8825960043739564
19465984,2006-06-08T00:42:26.063,NO,--,--,0.4,53894.0294683,642.6353121752575,2.413282209283728,0.37552903856387915
19466240,2006-06-08T05:47:20.131,NO,--,--,0.4,53894.2412052,641.8353808121526,4.064757581396966,0.6333021991174101
19466496,2006-06-08T23:14:48.905,NO,--,--,0.4,53894.9686216,640.551687766864,6.7737158240724185,1.057481535594328
19602432,2006-08-07T23:58:20.758,NO,--,--,0.4,53954.9988514,636.6420738216186,4.678897530938135,0.7349337600092576
19602688,2006-08-14T21:27:31.776,NO,--,--,0.4,53961.8941178,639.172185306873,2.099116280187907,0.3284117063354533
20151040,2006-09-28T13:42:49.303,NO,--,--,0.4,54006.571404,638.279775882105,3.945745463367156,0.6181843154773502
20162816,2006-09-19T02:26:07.716,NO,--,--,0.4,53997.1014782,641.6234626808674,3.678743380915191,0.5733492608802766
20412416,2006-08-31T10:06:30.463,NO,--,--,0.4,53978.4211859,644.774625524456,4.2778153547750355,0.663459011169288
20596224,2006-10-25T23:47:02.199,NO,--,--,0.4,54033.9909977,637.1590284586854,1.8607432578445562,0.2920374937393217
20596480,2006-10-31T22:27:52.829,NO,--,--,0.4,54039.9360281,638.3128935135653,5.112855991590417,0.8009952553906479
20785152,2006-11-22T02:48:56.923,NO,--,--,0.4,54061.1173255,638.054506088358,3.3584831897836955,0.5263630548388621
20785408,2006-11-30T18:49:03.162,NO,--,--,0.4,54069.7840644,640.3452034110576,2.00561250441581,0.31320801557224204
20955136,2006-11-24T11:41:55.129,NO,--,--,0.4,54063.4874436,640.6784859484568,2.545107149053941,0.3972518517281221
20955392,2006-11-25T01:55:22.427,NO,--,--,0.4,54064.0801207,638.4690505299488,1.8923854317098334,0.29639423087761196
20955648,2006-11-26T12:11:20.554,NO,--,--,0.4,54065.5078768,642.49434782569,5.304625349086796,0.8256298856228929
20960256,2006-12-25T01:49:33.614,NO,--,--,0.4,54094.0760835,640.2638820145229,3.133043270275287,0.48933624998766073
20960512,2006-12-31T06:04:00.754,NO,--,--,0.4,54100.2527865,642.3413025208058,4.066307203339997,0.6330446426817288
21128704,2007-02-14T05:39:03.431,NO,--,--,0.4,54145.2354564,639.0729830873776,1.794475299192456,0.2807934847321038
21128960,2007-02-22T00:03:53.123,NO,--,--,0.4,54153.0026982,638.3593479012063,1.8432067506429426,0.2887412484367975
21359360,2007-03-28T18:09:32.773,NO,--,--,0.4,54187.7566293,637.7487105632292,3.118821677142208,0.4890361400163104
21359616,2007-04-05T01:28:40.742,NO,--,--,0.4,54195.0615827,637.3822284215918,1.372320077111951,0.21530566996044953
21529088,2007-05-06T04:17:47.707,NO,--,--,0.4,54226.1790244,647.7155199983084,6.741054670850927,1.0407431137158072
21531392,2007-05-17T04:35:47.824,NO,--,--,0.4,54237.1915257,638.2283008665836,4.672102918361321,0.7320425797504686
23525376,2007-07-05T07:10:24.536,NO,--,--,0.4,54286.2988951,641.3902888033258,2.1393807394552904,0.33355365318156605
23527680,2007-06-27T23:39:59.309,NO,--,--,0.4,54278.9861031,640.2309533177394,2.490393674444816,0.3889836412218673
23840768,2007-08-07T01:13:51.982,NO,--,--,0.4,54319.0512961,641.4675283097413,5.937899827789721,0.9256742649836089
23843072,2007-08-16T08:41:29.804,NO,--,--,0.4,54328.3621505,640.5318148197146,4.021384883165974,0.6278196945295905
24040960,2007-09-07T13:54:31.170,NO,--,--,0.4,54350.5795274,636.6535635766156,3.980456715750384,0.6252154929266128
24043264,2007-09-14T17:06:10.112,NO,--,--,0.4,54357.712617,639.5371172170748,2.4674557139724373,0.38581900057802615
24265216,2007-10-16T02:24:36.311,NO,--,--,0.4,54389.1004203,641.0833826070713,6.232013141902927,0.9721064858301924
24267520,2007-10-23T13:39:55.015,NO,--,--,0.4,54396.5693867,639.6024951460029,5.792118155067565,0.9055809192466316
24407552,2007-10-22T19:53:50.817,YES,large,5,0.4,54395.8290604,640.1287688384862,3.8787914604995484,0.6059392499321061
24409088,2007-10-22T19:56:43.215,YES,large,5,0.4,54395.8310557,639.2740441655111,3.923058510096899,0.6136739862820397
24427264,2007-11-13T02:55:00.953,YES,large,5,0.4,54417.1215388,635.7586099602285,5.227156085268523,0.8221919457127795
24428800,2007-11-26T15:14:06.547,YES,large,5,0.4,54430.634798,640.8865724350737,3.5022082253256825,0.5464630366679246
24599040,2007-12-22T06:59:17.964,YES,large,5,0.4,54456.2911801,636.9680441415314,5.887065918270534,0.9242325376314255
24600576,2007-12-31T23:31:04.706,YES,large,5,0.4,54465.9799156,637.1941838197012,5.342969525303033,0.8385151121867218
24777984,2008-01-23T16:21:17.013,YES,large,5,0.4,54488.6814469,638.0623881764938,4.364143550972558,0.6839681560677413
24781056,2008-02-07T06:03:05.641,YES,large,5,0.4,54503.2521486,642.9835621448746,3.680214679006405,0.5723652820501177
24936960,2008-03-02T07:03:57.118,YES,large,5,0.4,54527.2944111,642.0259117177678,1.0710822883686335,0.16682851405528273
24940032,2008-03-12T02:41:40.399,YES,large,5,0.4,54537.1122731,636.4511045206623,3.2671954206032403,0.5133458638686629
25102336,2008-04-13T12:11:08.842,YES,large,5,0.4,54569.5077412,641.1209171925717,7.885396980040897,1.2299391220256166
25105408,2008-04-05T21:03:49.568,YES,large,5,0.4,54561.877657,635.9036962083815,4.671060340921972,0.7345546768753639
27138304,2008-05-07T21:48:17.540,NO,large,5,0.4,54593.9085363,639.7844186366783,4.0443208394982335,0.6321380642742611
27141376,2008-05-14T14:44:35.754,NO,large,5,0.4,54600.6143027,637.6908654508799,6.214622547789473,0.9745509751649678
27460352,2008-06-20T15:12:14.070,NO,large,5,0.4,54637.6334962,631.7941081662691,6.736012155184539,1.0661720437272302
27462656,2008-06-09T23:01:52.126,NO,large,5,0.4,54626.9596311,641.002508622008,5.206339765349694,0.8122183135510651
27806208,2008-07-11T22:12:50.889,NO,large,5,0.4,54658.925589,635.8327042884589,2.7707232141919738,0.435762928755388
27809280,2008-07-23T16:05:04.370,NO,large,5,0.4,54670.6701895,637.3397444672765,4.573919010695566,0.7176578975972537
28003584,2008-08-17T04:48:57.416,NO,large,5,0.4,54695.2006645,641.5533512915648,7.823616758087747,1.2194803039119613
28006656,2008-08-23T17:22:12.397,NO,large,5,0.4,54701.7237546,641.01799410133,4.017592515995141,0.6267519091453232
28153600,2008-09-14T20:19:34.163,NO,large,5,0.4,54723.8469232,638.1983335954935,2.4464283264589346,0.38333354972524003
28156672,2008-09-23T09:24:52.166,NO,large,5,0.4,54732.3922704,638.2959156978177,9.484118884542976,1.4858498466458858
28477440,2008-11-03T20:28:26.868,NO,large,5,0.4,54773.8530887,641.8876757536648,4.784123215704789,0.7453209333062155
28477696,2008-10-28T02:29:00.392,NO,large,5,0.4,54767.1034768,640.3126939490613,3.5772724506201676,0.5586758601579044
28778240,2008-12-18T09:41:47.307,NO,large,5,0.4,54818.4040198,643.5163049749005,4.513698024706957,0.701411602132289
28781312,2008-12-25T07:57:32.999,NO,large,5,0.4,54825.3316319,637.9225999049092,7.231533102305308,1.1336066637838607
28821760,2008-12-13T16:44:03.452,NO,--,--,0.4,54813.6972622,633.8745641228481,5.377002546708641,0.8482754871461525
28891648,2009-01-09T20:40:41.794,NO,--,--,0.4,54840.8615948,637.577092829379,2.6512531947678957,0.4158325674786113
28896256,2009-01-17T19:10:20.334,NO,--,--,0.4,54848.7988465,637.9796552157856,2.851304993993709,0.4469272602477119
28899840,2009-01-25T05:30:33.840,NO,large,5,0.4,54856.2295583,640.7619420239046,5.2013711537870595,0.8117478290545874
28902144,2009-02-05T08:56:12.794,NO,large,5,0.4,54867.3723703,639.0868068294812,3.4309846796551984,0.5368573788397171
29847040,2009-03-10T05:12:46.228,NO,large,5,0.4,54900.2172017,638.0285467867623,6.926730124381327,1.0856458005312941
29847296,2009-03-23T00:48:08.367,NO,large,5,0.4,54913.0334302,635.5722802387914,3.758257603688841,0.5913186777555532
8739584,2004-01-09T00:36:43.735,NO,--,--,0.4,53013.0255062,638.8409099025564,7.186198298037282,1.1248807311249691
8739840,2004-01-21T00:54:50.455,NO,--,--,0.4,53025.038084,641.1626123418449,2.300647679471476,0.3588243661102393
8893696,2004-02-19T19:27:23.202,NO,--,--,0.4,53054.8106852,638.6871021380923,4.669120899508078,0.7310498182721333
8893952,2004-02-08T21:12:29.939,NO,--,--,0.4,53043.8836798,641.8234564591282,2.9650654099206455,0.46197523323291984
9147392,2004-03-06T01:20:48.567,NO,--,--,0.4,53070.0561177,641.9394961764596,3.678243053451681,0.5729890550994524
9147648,2004-03-13T20:46:57.177,NO,--,--,0.4,53077.8659396,640.5050348855164,2.4062080824112675,0.37567356247891986
9386752,2004-03-28T00:31:23.262,NO,--,--,0.4,53092.021797,642.9075173011406,5.499563795994717,0.8554206706248074
9387008,2004-04-05T19:32:10.542,NO,--,--,0.4,53100.8140109,640.2641013167939,4.020366718799142,0.6279231820948086
9600512,2004-05-01T13:45:34.880,NO,--,--,0.4,53126.5733204,642.8755974778281,5.112080963440732,0.7951897666510884
9606656,2004-04-20T10:24:02.071,NO,--,--,0.4,53115.4333573,641.0299970200804,5.796781781167868,0.9042918128816182
9684224,2004-05-16T11:58:00.972,NO,--,--,0.4,53141.4986224,643.4981385298353,4.567706061037398,0.7098242850356932
9684736,2004-05-27T18:17:01.985,NO,--,--,0.4,53152.7618285,642.5380628249627,3.699919316393233,0.5758288155142567
9896704,2004-06-09T00:23:44.570,NO,--,--,0.4,53165.0164881,640.5449334255933,6.256704443414801,0.9767783830486874
9964544,2004-06-28T22:48:47.007,NO,--,--,0.4,53184.9505441,638.0245889431468,8.074635261246291,1.2655680362760764
9982976,2004-07-07T18:30:50.382,NO,--,--,0.4,53193.7714165,642.7561661874139,4.246366203202792,0.6606496252522364
