File#,Coord Conversion Issue,Centroiding Issue,Bad Center Guess,Not In FOV,Xc,Yc,Fx,Fy,Time[MJD],Raw_Flux,Bkg_Flux,Res_Flux
1,X,X,X,X,126.95197527846567,127.79004426070597,1.40285369452535,1.35645866187231,55041.269259,11969.364365745303,129.1459998446151,11840.218365900688
2,X,X,X,O,nan,nan,nan,nan,55041.2695042,nan,nan,nan
3,X,X,X,X,64.11079996655437,191.20043296894724,1.5639022908600722,1.0853965153586067,55041.2697173,12229.288118445582,171.3719602270278,12057.916158218553
4,X,X,X,O,nan,nan,nan,nan,55041.2699395,nan,nan,nan
5,X,X,X,X,190.28549820830142,190.18955107447738,1.5487503974801693,1.425719793875641,55041.2701802,12365.020873495541,91.229534022499,12273.791339473042
6,X,X,X,O,nan,nan,nan,nan,55041.2704024,nan,nan,nan
7,X,X,X,X,189.99417716770986,64.00592501919293,1.4982942919853541,1.0224202123564199,55041.2706339,12421.095366245881,89.0651368578081,12332.030229388074
8,X,X,X,O,nan,nan,nan,nan,55041.2708562,nan,nan,nan
9,X,X,X,X,63.11967478474952,64.75004684214487,1.3716832855958179,1.2445370380186378,55041.2710414,12209.74598579562,33.74127518686425,12176.004710608755
10,X,X,X,O,nan,nan,nan,nan,55041.271259,nan,nan,nan
1,X,X,X,X,126.96683348999582,128.05164040825707,1.575719375409848,1.0299353088813346,55048.9987334,12138.474241631104,141.931378804882,11996.542862826222
2,X,X,X,O,nan,nan,nan,nan,55048.9989787,nan,nan,nan
3,X,X,X,X,63.95211341821339,191.83001851083915,1.3734467594628081,1.2881134390686308,55048.9991963,12163.811234293262,59.29459914303413,12104.516635150228
4,X,X,X,O,nan,nan,nan,nan,55048.9994185,nan,nan,nan
5,X,X,X,X,190.08956282004766,190.79427948024542,1.3414899175076724,1.1745824374708247,55048.9996639,12499.678796828644,243.82366770347653,12255.855129125168
6,X,X,X,O,nan,nan,nan,nan,55048.9998862,nan,nan,nan
7,X,X,X,X,189.66023329044108,64.19685559505332,1.8189629907408422,1.5521957050342747,55049.0001222,12209.27004318002,17.063005716735606,12192.207037463284
8,X,X,X,O,nan,nan,nan,nan,55049.0003444,nan,nan,nan
9,X,X,X,X,62.89085691004626,65.0337648203847,1.6081627197577362,1.1114719484092568,55049.0005297,12281.16617408497,87.52328781458151,12193.642886270389
10,X,X,X,O,nan,nan,nan,nan,55049.000752,nan,nan,nan
1,X,X,X,X,126.79758912511255,127.90116268571437,1.6194288747595482,1.3179101734499734,55057.3263721,12120.983537196547,46.321560105984474,12074.661977090564
2,X,X,X,O,nan,nan,nan,nan,55057.3266128,nan,nan,nan
3,X,X,X,X,63.4721252312216,191.6074624654515,1.9159081656855739,1.829413932238599,55057.3268304,12007.81710036854,60.974633019027586,11946.842467349512
4,X,X,X,O,nan,nan,nan,nan,55057.327048,nan,nan,nan
5,X,X,X,X,189.8643008411067,190.58867587795933,1.6459145860619957,1.8291267680478869,55057.3272933,12501.698324891822,186.59550677525255,12315.10281811657
6,X,X,X,O,nan,nan,nan,nan,55057.3275201,nan,nan,nan
7,X,X,X,X,189.18095219405157,64.12703272203623,1.1096486049047385,1.407466861188211,55057.3277516,12120.10672421576,159.41408336884388,11960.692640846917
8,X,X,X,O,nan,nan,nan,nan,55057.3279738,nan,nan,nan
9,X,X,X,X,62.29582451686341,64.9293957205573,1.430292632098175,1.2702367585945133,55057.328159,12194.78864636096,-51.90860778845177,12246.69725414941
10,X,X,X,O,nan,nan,nan,nan,55057.3283766,nan,nan,nan
1,X,X,X,X,126.9000652217811,127.79681503187194,1.510806825818543,1.4000486676687256,55063.6864554,11839.342035791928,127.96849394577434,11711.373541846153
2,X,X,X,O,nan,nan,nan,nan,55063.6867008,nan,nan,nan
3,X,X,X,X,63.92331809255115,191.66414517222847,1.5332357235695802,1.6525581328862577,55063.6869137,12265.51691786163,100.41999217227061,12165.09692568936
4,X,X,X,O,nan,nan,nan,nan,55063.6871359,nan,nan,nan
5,X,X,X,X,190.03931053452823,190.72515482584546,1.2899235054129177,1.3877714101787946,55063.6873814,12498.946215391235,58.690307490536696,12440.255907900699
6,X,X,X,O,nan,nan,nan,nan,55063.6876036,nan,nan,nan
7,X,X,X,X,189.4183864962292,64.19337739858213,1.566889137406027,1.7208218553592172,55063.6878396,11985.31260985036,107.56623821344886,11877.746371636911
8,X,X,X,O,nan,nan,nan,nan,55063.6880573,nan,nan,nan
9,X,X,X,X,62.64079585906876,65.02778398418056,1.270991591520651,1.7623545161329448,55063.688247,12038.543342234076,151.01642643459365,11887.526915799483
10,X,X,X,O,nan,nan,nan,nan,55063.6884645,nan,nan,nan
1,X,X,X,X,127.11130317829749,127.44206480854845,1.264782314490808,1.7684716701151106,55069.5503196,12017.543723137514,138.66443751832747,11878.879285619187
2,X,X,X,O,nan,nan,nan,nan,55069.5505556,nan,nan,nan
3,X,X,X,X,64.01665692745408,191.2884690046572,1.7417667925902085,1.2824482656974052,55069.5507733,12282.70737703518,-25.80727443296168,12308.514651468142
4,X,X,X,O,nan,nan,nan,nan,55069.550991,nan,nan,nan
5,X,X,X,X,190.1083286615102,190.39192350377238,1.2719071878330463,1.7325029245109067,55069.5512364,12415.775005184301,221.91756278720203,12193.857442397099
6,X,X,X,O,nan,nan,nan,nan,55069.5514586,nan,nan,nan
7,X,X,X,X,189.72272690121616,64.05247866601037,1.6460302204874397,1.2984179484414955,55069.5516947,12358.432931912437,23.04628581917947,12335.386646093259
8,X,X,X,O,nan,nan,nan,nan,55069.5519123,nan,nan,nan
9,X,X,X,X,62.8946952331454,64.89371890832662,1.2641566147015606,1.4990036203026114,55069.5520974,12060.963047911257,74.81224575120739,11986.15080216005
10,X,X,X,O,nan,nan,nan,nan,55069.552315,nan,nan,nan
1,X,X,X,X,127.01522658394114,127.91668763491703,1.4467127379093867,1.0495505322300696,55084.7177817,11792.68905000744,27.767586707341295,11764.9214633001
2,X,X,X,O,nan,nan,nan,nan,55084.718027,nan,nan,nan
3,X,X,X,X,64.07409751837233,191.60370751732557,1.2823207679182136,1.6501175415559712,55084.7182445,12086.779622548693,146.46945887257542,11940.310163676117
4,X,X,X,O,nan,nan,nan,nan,55084.7184667,nan,nan,nan
5,X,X,X,X,190.20619554388108,190.56986220497302,1.3990411173375228,1.7676724751834654,55084.7187122,12050.666773010704,131.91461247017796,11918.752160540525
6,X,X,X,O,nan,nan,nan,nan,55084.7189344,nan,nan,nan
7,X,X,X,X,189.93771952171335,64.10396285472677,1.1008524363608165,1.5912540970176345,55084.7191705,11935.075157192256,137.80220110559014,11797.272956086665
8,X,X,X,O,nan,nan,nan,nan,55084.7193927,nan,nan,nan
9,X,X,X,X,63.016400426626056,64.8892342430752,1.4441350246462168,1.0780720894974516,55084.7195779,11987.905566858799,-1.7040553023078944,11989.609622161106
10,X,X,X,O,nan,nan,nan,nan,55084.7198001,nan,nan,nan
1,X,X,X,X,126.95353910170401,127.68865265132756,1.559704493856761,1.4460616488863238,55098.3716435,11777.00374793503,43.81887844097245,11733.184869494058
2,X,X,X,O,nan,nan,nan,nan,55098.3718888,nan,nan,nan
3,X,X,X,X,63.940744677939776,191.34528642599375,1.4615817514886604,1.8288564480625034,55098.3721065,12033.586674752758,38.94401401331626,11994.642660739442
4,X,X,X,O,nan,nan,nan,nan,55098.372324,nan,nan,nan
5,X,X,X,X,190.05288038795686,190.34489667334054,1.2665407781540907,1.732916437528821,55098.3725694,12533.116530332041,109.20338284505847,12423.913147486983
6,X,X,X,O,nan,nan,nan,nan,55098.372787,nan,nan,nan
7,X,X,X,X,189.4295070451667,64.03745702995913,1.6790520902353383,1.3025609261198887,55098.3730277,12174.450157538653,179.9409782755503,11994.509179263103
8,X,X,X,O,nan,nan,nan,nan,55098.3732453,nan,nan,nan
9,X,X,X,X,62.69876291695889,64.89491387712341,1.8138948136857302,1.3615684177210148,55098.3734351,11832.73604454601,35.112253604230546,11797.62379094178
10,X,X,X,O,nan,nan,nan,nan,55098.3736527,nan,nan,nan
1,X,X,X,X,126.72573806444672,127.90017649296738,1.7444100290073683,1.3374671460881726,55105.9512517,11782.602342278666,3.1086901207168505,11779.49365215795
2,X,X,X,O,nan,nan,nan,nan,55105.9514925,nan,nan,nan
3,X,X,X,X,63.86523116805235,191.20462083958,1.440100163359479,1.7295253769371448,55105.9517101,12054.689552267355,52.49281413150152,12002.196738135854
4,X,X,X,O,nan,nan,nan,nan,55105.9519276,nan,nan,nan
5,X,X,X,X,190.04826442348698,190.16663487592092,1.6111056209528416,1.0676089785268281,55105.952173,12436.269831520218,140.17384799643781,12296.09598352378
6,X,X,X,O,nan,nan,nan,nan,55105.9523952,nan,nan,nan
7,X,X,X,X,189.36779484631828,63.94260342317978,1.6343055800010353,1.3031486294933121,55105.9526313,11875.30539051645,-92.65536683283125,11967.960757349281
8,X,X,X,O,nan,nan,nan,nan,55105.9528489,nan,nan,nan
9,X,X,X,X,62.599113336050436,64.57912827189783,1.8570313483959582,2.0421559959631135,55105.9530341,11815.23479821621,216.14353764814044,11599.09126056807
10,X,X,X,O,nan,nan,nan,nan,55105.9532563,nan,nan,nan
1,X,X,X,X,127.08628957460321,127.69207991118027,1.4639736882812702,1.2622176685973052,55112.3473817,11871.614485497865,36.495279413852195,11835.119206084013
2,X,X,X,O,nan,nan,nan,nan,55112.347627,nan,nan,nan
3,X,X,X,X,64.0507764327097,191.20186096711916,1.127027971450885,1.6292339198437507,55112.3478447,12352.945039181002,83.43094278646093,12269.514096394541
4,X,X,X,O,nan,nan,nan,nan,55112.3480715,nan,nan,nan
5,X,X,X,X,190.19245509952347,190.2249094971568,1.247732572671083,1.5372931070406326,55112.3483169,12231.447527278799,48.9228023636254,12182.524724915173
6,X,X,X,O,nan,nan,nan,nan,55112.3485344,nan,nan,nan
7,X,X,X,X,189.87296114401593,63.9668163069354,1.4207152264267666,1.185902206393109,55112.3487751,12121.643628986427,273.74217558083603,11847.901453405591
8,X,X,X,O,nan,nan,nan,nan,55112.3489974,nan,nan,nan
9,X,X,X,X,63.037741379343075,64.71031658179402,1.3167479277486305,1.4659081806252805,55112.3491825,12180.68342348744,116.49924539714603,12064.184178090294
10,X,X,X,O,nan,nan,nan,nan,55112.3494001,nan,nan,nan
1,X,X,X,X,126.98455375676312,128.02790565112844,1.0270358873967043,1.458805353284688,55125.9750667,11927.453682249825,-61.29282293695202,11988.746505186777
2,X,X,X,O,nan,nan,nan,nan,55125.975312,nan,nan,nan
3,X,X,X,X,63.976891355971674,191.67633168903745,1.5812533276362737,1.4040684862143955,55125.9755251,11998.172725691828,111.59600673792261,11886.576718953906
4,X,X,X,O,nan,nan,nan,nan,55125.9757473,nan,nan,nan
5,X,X,X,X,190.0822999998,190.67343821733326,1.2770093165038818,1.4832949526561834,55125.9759881,12209.320297423852,186.26351478320416,12023.056782640648
6,X,X,X,O,nan,nan,nan,nan,55125.9762103,nan,nan,nan
