AORKEY,Target RA,Target Dec,DateObs,Mission,Read Mode,Workable/Total Files in AOR,Cycling DPattern,DScale,DPosition,FTime (sec),Time (MJD),Flux (mJy),Error (mJy),Spread (%),Outliers Rejected
17133824,119.970225,-10.7311305556,2006-05-03T10:51:49.956,CRYO,FULL,11/192,NO,medium,4,30.0,53858.4526615,0.16254751487784475,0.07987713310828366,49.14079010578028,2
17133824,120.000845833,-10.7893113889,2006-05-03T10:51:49.956,CRYO,FULL,0/192,NO,medium,4,30.0,53858.4526615,nan,nan,nan,0
17133824,120.002716667,-10.7287272222,2006-05-03T10:51:49.956,CRYO,FULL,0/192,NO,medium,4,30.0,53858.4526615,nan,nan,nan,0
17133824,120.009125,-10.7740391667,2006-05-03T10:51:49.956,CRYO,FULL,1/192,NO,medium,4,30.0,53858.4526615,0.17667715248961857,0.0,0.0,0
17133824,120.0003875,-10.7061413889,2006-05-03T10:51:49.956,CRYO,FULL,1/192,NO,medium,4,30.0,53858.4526615,-0.10694753123863526,0.0,-0.0,0
17133824,120.118891667,-10.6975613889,2006-05-03T10:51:49.956,CRYO,FULL,7/192,NO,medium,4,30.0,53858.4526615,0.11243601806227435,0.007505275747214482,6.675152568154427,0
