AORKEY,DateObs,Cycling DPattern,DScale,DPosition,FTime (sec),Time (MJD),Flux (mJy),Error (mJy),Spread (%)
43291904,2012-08-15T08:51:16.368,NO,large,5,2.0,56154.3689394,39.21918814405742,0.9003344644992779,2.2956478884576264
43292160,2011-10-18T09:37:51.782,NO,large,5,2.0,55852.4012938,39.4340184441259,0.8552206831167866,2.168738355510356
43292416,2012-08-12T15:49:49.616,NO,large,5,2.0,56151.659602,39.06606035771424,0.6769806190637211,1.7329124382260368
43292672,2011-10-15T06:01:16.442,NO,large,5,2.0,55849.2508847,39.22809105148569,0.48404559800873237,1.2339259572265115
43292928,2011-10-12T12:09:01.463,NO,large,5,2.0,55846.5062669,38.84204836030692,0.7900841345807812,2.0340949253031053
43293184,2012-05-14T02:32:14.540,NO,large,5,2.0,56061.1057238,39.291526547734385,0.6218656052824721,1.5826964740781495
43293440,2011-10-09T17:30:16.901,NO,large,5,2.0,55843.7293623,39.52951250472149,0.8813118867435701,2.2295035554468434
43293696,2012-05-11T10:14:10.514,NO,large,5,2.0,56058.4265106,39.126162649626146,0.6925886975707566,1.770142152126882
43293952,2011-10-06T06:21:57.535,NO,large,5,2.0,55840.2652492,38.71600964921328,0.5759243030543763,1.4875611104360782
43294208,2012-05-08T20:04:18.135,NO,large,5,2.0,56055.836321,39.37272467095466,0.6769771171229414,1.719406321966711
43294464,2011-10-03T13:18:28.454,NO,large,5,2.0,55837.554496,36.28157280226973,5.6295285736124265,15.516219774409146
43294720,2012-05-05T19:46:56.425,NO,large,5,2.0,56052.8242642,39.17484541582884,0.39289391663446105,1.0029239744637506
43294976,2011-09-30T06:33:15.902,NO,large,5,2.0,55834.2731007,38.61250489769475,0.7682706983092473,1.9896940132343364
43295232,2012-05-02T16:51:10.523,NO,large,5,2.0,56049.7022051,39.82056156317514,0.41603202880752893,1.0447668553028717
43295488,2011-09-27T06:48:22.881,NO,large,5,2.0,55831.2835982,39.15566807323539,0.859509387825738,2.195108473741635
43295744,2012-04-29T17:34:38.364,NO,large,5,2.0,56046.7323885,38.75971001299085,0.353774524746723,0.9127378007424478
43296000,2012-04-27T05:37:11.206,NO,large,5,2.0,56044.2341575,39.50174209258269,0.46245931534032386,1.17073144332832
43296256,2012-04-24T04:39:09.237,NO,large,5,2.0,56041.1938569,39.256144901543685,0.5439389358088981,1.38561475451327
43296512,2012-04-21T03:11:27.141,NO,large,5,2.0,56038.132953,39.34806305505097,0.48258291584112484,1.2264464331216358
43296768,2012-04-18T04:03:15.967,NO,large,5,2.0,56035.1689348,39.36129493094652,0.7170595001087425,1.821737575876799
43297024,2012-08-09T14:11:16.078,NO,large,5,2.0,56148.5911583,37.798426575253316,3.035219427605887,8.030015274744397
43297280,2012-08-06T17:59:14.992,NO,large,5,2.0,56145.7494791,39.702671521559175,0.8765679021544424,2.2078310314167453
43297536,2012-08-03T06:51:50.013,NO,large,5,2.0,56142.2859955,38.91504744644252,0.8074441145313415,2.0748891945785233
43297792,2012-07-30T21:21:59.023,NO,large,5,2.0,56138.8902665,38.985710174212564,0.6232940096112092,1.598775568858285
43298048,2012-07-28T05:05:13.974,NO,large,5,2.0,56136.2119673,39.579628493020174,0.5404037760406157,1.3653583841392432
43298304,2012-07-25T09:52:43.575,NO,large,5,2.0,56133.4116154,39.15033417446209,0.9008052751138412,2.30088783176068
43298560,2012-07-22T04:51:47.662,NO,large,5,2.0,56130.202635,39.339122861680416,0.5903556716771853,1.500683362343701
43298816,2011-09-24T09:40:55.178,NO,large,5,2.0,55828.4034164,39.07094431271016,0.9043461801245986,2.3146258582503876
43299072,2012-07-19T09:38:23.794,NO,large,5,2.0,56127.4016643,39.527848608997246,0.7480382437898341,1.8924334870569386
43299328,2011-09-21T17:24:33.382,NO,large,5,2.0,55825.7253864,38.8763936140853,0.8068705254594682,2.075476787968139
43299584,2012-07-16T01:37:48.067,NO,large,5,2.0,56124.0679174,38.99472793493168,0.8241613281229282,2.1135198827343022
43299840,2011-09-18T19:36:38.459,NO,large,5,2.0,55822.8171118,39.03996127988332,0.6905476673279899,1.7688226235096658
43300096,2012-07-13T11:14:50.718,NO,large,5,2.0,56121.4686426,39.195067345601075,0.403244122537203,1.0288134447674566
43300352,2011-09-15T22:28:28.763,NO,large,5,2.0,55819.936444,39.69514448202979,0.8332866983731582,2.0992156830425235
43300608,2011-09-13T05:08:32.305,NO,large,5,2.0,55817.2142628,39.493623759352566,0.7597760509545531,1.9237942195026583
43300864,2012-04-15T05:31:53.359,NO,large,5,2.0,56032.2304787,39.523549050148475,0.8853186055416036,2.239977499030487
43301120,2011-09-09T22:41:22.634,NO,large,5,2.0,55813.9454009,39.36630447259069,0.9481214982069076,2.4084594957777905
43301376,2012-04-12T22:46:03.910,NO,large,5,2.0,56029.9486564,38.840358733553586,0.7021745717176143,1.8078478021651652
43301632,2011-09-07T04:06:29.161,NO,large,5,2.0,55811.1711708,38.93527281918084,0.44022893092546195,1.1306686689211798
43301888,2012-04-10T02:57:21.375,NO,large,5,2.0,56027.1231641,39.34344624006874,0.4795620353026056,1.2189121216692067
43302144,2011-09-03T20:05:06.469,NO,large,5,2.0,55807.8368804,38.366653456490894,1.5391649310416249,4.011725788873118
43302400,2012-04-08T04:00:31.617,NO,large,5,2.0,56025.1670326,38.88357337924481,0.9471510833338004,2.4358643021203616
43302656,2011-08-31T14:10:07.331,NO,large,5,2.0,55804.5903626,38.55839871015006,0.691927837473417,1.7944931859716333
43302912,2012-04-05T13:09:23.626,NO,large,5,2.0,56022.5481901,38.93317907717702,0.7800336197302846,2.0035189476411066
43303168,2011-08-28T19:19:50.192,NO,large,5,2.0,55801.805442,39.17137904565379,0.9178578993945224,2.3431850543856774
43303424,2012-04-02T10:47:29.557,NO,large,5,2.0,56019.4496476,38.87581918256852,0.5255350860503801,1.3518302561866635
43303680,2012-03-30T11:18:54.558,NO,large,5,2.0,56016.4714648,39.381464808983466,0.7918666315257517,2.0107597200018716
43303936,2012-03-27T17:07:53.278,NO,large,5,2.0,56013.7138111,39.206499403938764,0.7150835700983206,1.8238903777940498
43304192,2012-03-24T12:01:05.047,NO,large,5,2.0,56010.5007529,38.88147646876021,1.14469163047706,2.9440539157425674
43304448,2012-03-21T09:49:50.071,NO,large,5,2.0,56007.4096073,38.90730528097989,0.4975778915893539,1.278880374767559
43304704,2012-07-10T22:10:46.273,NO,large,5,2.0,56118.9241467,39.43269786179451,0.6958875262575369,1.7647474405543206
43304960,2012-07-07T23:51:16.780,NO,large,5,2.0,56115.9939442,38.86263002797034,0.33395185690732115,0.8593135787952801
43305216,2012-07-05T06:10:35.621,NO,large,5,2.0,56113.2573567,39.50269892890119,0.9802123032394131,2.4813805887127995
43305472,2012-07-01T20:33:23.900,NO,large,5,2.0,56109.8565266,38.93503357078541,0.6219140539170879,1.597312232404844
43305728,2012-06-29T00:42:05.203,NO,large,5,2.0,56107.0292269,38.47224112395607,1.735813921716432,4.511860684496406
43305984,2012-06-25T22:53:14.785,NO,large,5,2.0,56103.9536434,39.453012045484336,0.7630879265830686,1.9341689950144354
43306240,2012-06-22T19:36:47.550,NO,large,5,2.0,56100.817217,39.22730575122803,0.6031873739610083,1.5376721964702489
43306496,2011-08-26T03:04:28.510,NO,large,5,2.0,55799.1281078,39.21048092880712,0.6991700133479691,1.783120218845119
43306752,2012-06-20T07:26:23.782,NO,large,5,2.0,56098.3099975,39.498871695583944,0.7706162565620054,1.950982960984584
43307008,2011-08-23T11:39:41.676,NO,large,5,2.0,55796.485899,38.35797027485809,2.325550041491235,6.0627557319307055
43307264,2012-06-17T03:42:35.986,NO,large,5,2.0,56095.1545832,39.402870480284506,0.6302422341012358,1.5994830488722436
43307520,2011-08-20T21:40:01.616,NO,large,5,2.0,55793.9027965,38.6239978114297,0.46837161564022456,1.212644061153149
43307776,2012-06-14T12:08:17.834,NO,large,5,2.0,56092.505762,39.146097391336255,0.6261972217930133,1.5996415058518763
43308288,2011-08-15T09:39:11.254,NO,large,5,2.0,55788.4022136,38.46873642642911,1.0397436730880811,2.702827723693435
43308544,2011-08-12T20:16:29.414,NO,large,5,2.0,55785.8447849,37.876265715333815,1.9666289341237373,5.192246112392141
43308800,2012-03-18T11:25:56.884,NO,large,5,2.0,56004.4763528,38.70071182790909,0.6497481893057714,1.6789050087631832
43309056,2011-08-10T07:07:41.814,NO,large,5,2.0,55783.2970117,39.2506545338149,0.8315946240685883,2.1186770869060534
43309312,2012-03-15T23:10:55.364,NO,large,5,2.0,56001.9659186,39.17808169736019,0.7383376515451223,1.884568155349146
43309568,2011-08-07T09:12:23.055,NO,large,5,2.0,55780.3836002,38.97547365484435,0.730081901709232,1.8731828846382435
43309824,2012-03-13T03:55:48.853,NO,large,5,2.0,55999.1637599,39.03795058325262,0.10999287489164306,0.2817588353084044
43310080,2011-08-04T16:01:43.509,NO,large,5,2.0,55777.6678647,37.77615440660472,1.2479720992073424,3.3035975175629555
43310336,2012-03-09T19:29:02.845,NO,large,5,2.0,55995.8118385,37.123903745863984,4.375988290754617,11.787521917713601
43310592,2011-08-01T19:17:47.718,NO,large,5,2.0,55774.8040245,39.23851039052395,0.38616118478826045,0.9841382380344333
43310848,2012-03-06T11:24:23.144,NO,large,5,2.0,55992.4752679,39.13467426498171,0.6793723681530152,1.735985748988149
43311104,2012-03-03T17:49:31.355,NO,large,5,2.0,55989.742724,38.90096834169928,0.4319866685336208,1.1104779313952435
43311360,2012-02-29T23:51:46.353,NO,large,5,2.0,55986.9942865,38.60514499100511,0.13389406177147692,0.3468295788104768
43311616,2012-02-27T00:08:22.018,NO,large,5,2.0,55984.0058104,39.38928263325978,0.5631320341767063,1.4296580098191614
43311872,2012-02-24T12:04:40.003,NO,large,5,2.0,55981.5032408,39.26439264540268,0.8051541892433305,2.0505963163996705
43312128,2012-02-21T00:23:11.294,NO,large,5,2.0,55978.0161029,39.179645303692396,0.612823235107265,1.5641367612113397
43312384,2012-02-18T05:50:03.295,NO,large,5,2.0,55975.2430937,39.388731975219685,0.6827649685725711,1.7334017479976598
43312640,2012-02-15T11:27:25.721,NO,large,5,2.0,55972.477381,40.65083952700272,1.892446673610212,4.655369226392326
43312896,2012-02-12T14:36:36.203,NO,large,5,2.0,55969.6087524,39.07162421599261,0.5808618479681955,1.4866590770762993
43313152,2012-02-09T11:45:01.987,NO,large,5,2.0,55966.4896063,39.50466420262269,0.6959890728443952,1.7617896187513697
43313408,2012-02-06T14:44:32.260,NO,large,5,2.0,55963.6142623,39.11298953883414,0.3593285448282313,0.9186936336621994
43313664,2012-02-03T20:04:35.002,NO,large,5,2.0,55960.8365162,39.28126728131201,0.3964947494646468,1.0093736198100678
43313920,2012-02-01T03:26:07.634,NO,large,5,2.0,55958.1431439,39.301682048389445,0.6272843377499397,1.5960750407008224
43314176,2012-01-28T21:22:50.053,NO,large,5,2.0,55954.8908571,38.83769494770943,0.4384866054879155,1.1290232493928596
43314432,2012-01-25T17:50:42.942,NO,large,5,2.0,55951.7435526,39.39299341832629,1.0988581717415173,2.7894761895152396
43314688,2012-01-23T05:46:20.584,NO,large,5,2.0,55949.240516,38.94358783841999,0.6576416171774505,1.6887032081020819
43314944,2012-01-20T00:14:20.373,NO,large,5,2.0,55946.009958,38.988954293874585,0.4527534203220159,1.1612350947128283
43315200,2012-10-15T04:32:13.795,NO,large,5,2.0,56215.1890486,39.11630624694682,0.6866743944956267,1.7554683976563468
43315456,2012-01-16T16:34:56.026,NO,large,5,2.0,55942.6909262,38.997918146867775,1.0864781588760817,2.785990151536705
43315712,2012-10-12T04:17:21.895,NO,large,5,2.0,56212.1787256,37.31496191797525,3.401543855700754,9.115763974723963
43315968,2012-01-13T14:46:18.005,NO,large,5,2.0,55939.6154862,39.00145203403757,0.4293488343562082,1.1008534604852773
43316224,2012-10-09T06:29:53.613,NO,large,5,2.0,56209.2707594,38.531577785924554,0.652206842009708,1.6926554257219044
43316480,2012-01-10T23:25:17.106,NO,large,5,2.0,55936.9758924,39.71437017801958,1.3666372730162912,3.4411656709909852
43316736,2012-01-07T22:11:05.419,NO,large,5,2.0,55933.9243683,39.43467363400891,0.5460730693049589,1.3847536165077305
43316992,2012-01-05T01:11:51.689,NO,large,5,2.0,55931.0499038,38.94763860709521,0.5184614898323959,1.331175671682304
43317248,2012-01-02T08:55:00.517,NO,large,5,2.0,55928.3715338,38.75602991582971,0.6787911200759456,1.7514464756842825
43317504,2011-12-01T20:21:08.367,NO,large,5,2.0,55896.8480135,39.00430658933217,0.6314567337169715,1.618941057882253
43317760,2011-11-29T01:39:04.681,NO,large,5,2.0,55894.0688042,38.75827640567202,0.420073727268483,1.0838297422508911
43318016,2011-11-26T06:58:00.565,NO,large,5,2.0,55891.2902843,39.905519937945954,1.145464737902633,2.8704418328187637
43318272,2012-10-06T02:08:01.165,NO,large,5,2.0,56206.0889024,39.1905445919909,0.9560550325306093,2.439504330659369
43318528,2012-10-03T09:58:22.501,NO,large,5,2.0,56203.4155382,38.809651495286445,0.3953812477377773,1.0187704153586579
43318784,2012-09-30T09:56:51.614,NO,large,5,2.0,56200.4144863,38.992314119705455,0.6060239674746759,1.5542139038329377
43943424,2011-07-29T02:31:49.071,NO,--,--,2.0,55771.1054291,39.43681854343834,0.285191112692051,0.7231595327039946
43983104,2011-08-12T03:15:11.690,NO,--,--,2.0,55785.135552,39.712218701571125,0.4401241631021334,1.108283992918081
44118016,2012-12-01T20:35:00.911,NO,large,5,2.0,56262.8576494,39.08319757623342,0.6702928724094822,1.7150410252437707
44118272,2012-11-28T11:15:18.582,NO,large,5,2.0,56259.4689651,39.32955335871601,0.8529742667293427,2.1687870669406193
44118528,2012-11-25T14:21:00.151,NO,large,5,2.0,56256.5979184,39.69129947361181,0.6011538579940848,1.5145733850154073
44118784,2012-11-22T13:31:14.311,NO,large,5,2.0,56253.5633601,38.164366878449385,1.7023700258013068,4.4606269277916395
44119040,2012-11-19T16:37:38.411,NO,large,5,2.0,56250.6928057,39.34483120244557,0.8641233688238037,2.1962818047878474
44119296,2012-11-16T17:41:33.352,NO,large,5,2.0,56247.7371916,39.20455590150983,0.5303112507741325,1.3526776125366324
44119552,2012-11-13T22:26:36.273,NO,large,5,2.0,56244.9351421,38.90334766248428,0.6364935463537903,1.6360893974365631
44119808,2012-11-11T08:12:58.438,NO,large,5,2.0,56242.342343,39.294390278273774,0.6835249949279878,1.7394976486145277
44120064,2012-11-08T02:57:45.356,NO,large,5,2.0,56239.1234416,38.78578987759728,1.4968088971101183,3.859168272281795
44120320,2012-11-05T05:08:04.839,NO,large,5,2.0,56236.2139449,39.23685323066432,0.8785625747061918,2.2391259807235993
44120576,2012-11-02T06:18:39.772,NO,large,5,2.0,56233.2629603,38.73197664207593,0.44941496606561937,1.160320244480897
44120832,2012-10-30T04:17:04.727,NO,large,5,2.0,56230.1785269,38.70572471622339,1.406470244363429,3.633752512516349
44121088,2012-10-27T05:42:11.812,NO,large,5,2.0,56227.2376367,39.374178440870146,1.1235589112800475,2.853542488428915
44121344,2012-10-24T04:04:30.840,NO,large,5,2.0,56224.1698014,39.103566177700436,0.622815247736707,1.5927326037385292
44121600,2012-10-20T17:52:43.518,NO,large,5,2.0,56220.7449481,39.10020483021862,0.5331465399014976,1.3635389947866843
44121856,2012-10-17T18:21:07.263,NO,large,5,2.0,56217.7646674,39.788876990795764,0.7255467343397997,1.8234913604313039
44145664,2011-08-26T02:30:26.751,NO,--,--,2.0,55799.1044763,38.9330564740858,0.600129202334385,1.541438707063332
44224512,2011-09-08T11:55:52.242,NO,--,--,2.0,55812.4971324,39.85594883299083,0.4224575309914947,1.0599610431098423
44365056,2011-09-23T21:52:25.041,NO,--,--,2.0,55827.9114009,39.6759502281442,0.770830006778467,1.9428142296430182
44385792,2011-10-06T18:50:36.071,NO,--,--,2.0,55840.7851397,39.302313239310635,0.6323382346468134,1.6089084395529707
