AORKEY,Target RA,Target Dec,DateObs,Mission,Read Mode,Workable/Total Files in AOR,Cycling DPattern,DScale,DPosition,FTime (sec),Time (MJD),Flux (mJy),Error (mJy),Spread (%),Outliers Rejected
37651968,261.21782181705953,60.43077244194278,2009-07-29T06:25:06.777,WARM,FULL,5/10,NO,--,--,2.0,55041.2674395,37.36243416782944,0.5380669541493294,1.4401282093462386,0
37809408,261.21782181705953,60.43077244194278,2009-08-05T23:56:04.364,WARM,FULL,4/10,NO,--,--,2.0,55048.9972727,38.018207257786386,0.6666513947419622,1.7535056038325625,0
37816064,261.21782181705953,60.43077244194278,2009-08-14T07:40:07.151,WARM,FULL,5/10,NO,--,--,2.0,55057.3195272,37.37211363589944,0.46447770110072695,1.2428456833507868,0
37818368,261.21782181705953,60.43077244194278,2009-08-20T16:16:32.365,WARM,FULL,5/10,NO,--,--,2.0,55063.6781524,37.33085232826803,0.8363776272132288,2.2404461056998124,0
37851648,261.21782181705953,60.43077244194278,2009-08-26T13:00:36.423,WARM,FULL,5/10,NO,--,--,2.0,55069.5420882,37.64159112512884,0.6059937128209145,1.6099046153667085,0
37913856,261.21782181705953,60.43077244194278,2009-09-10T17:10:30.929,WARM,FULL,5/10,NO,--,--,2.0,55084.7156358,37.369643192631166,0.5297618509909159,1.417626195305441,0
37996800,261.21782181705953,60.43077244194278,2009-09-24T08:51:49.995,WARM,FULL,5/10,NO,--,--,2.0,55098.3693286,38.7472330707665,0.9862608909356871,2.545371147236287,0
37997056,261.21782181705953,60.43077244194278,2009-10-01T22:46:07.758,WARM,FULL,5/10,NO,--,--,2.0,55105.9487009,39.30774272514907,0.29761017574222953,0.7571286344860977,0
38052352,261.21782181705953,60.43077244194278,2009-10-08T08:05:40.584,WARM,FULL,5/10,NO,--,--,2.0,55112.3372753,38.92394753358566,0.24968138674496232,0.6414595706910864,0
38067712,261.21782181705953,60.43077244194278,2009-10-21T23:10:16.577,WARM,FULL,5/10,NO,--,--,2.0,55125.9654696,38.99209651694773,0.7447085117791254,1.909896051512494,0
38091520,261.21782181705953,60.43077244194278,2009-11-06T09:28:33.384,WARM,FULL,5/10,NO,--,--,2.0,55141.3948308,39.291801850158095,0.8793962413616593,2.2381163498566328,0
38157568,261.21782181705953,60.43077244194278,2009-11-20T01:30:11.721,WARM,FULL,5/10,NO,--,--,2.0,55155.0626357,39.06452340979482,0.27892758183077593,0.7140176238802882,0
38171648,261.21782181705953,60.43077244194278,2009-12-04T00:38:12.195,WARM,FULL,5/10,NO,--,--,2.0,55169.02653,39.12178338544296,0.5417062366450497,1.38466652020423,0
38402816,261.21782181705953,60.43077244194278,2009-12-18T00:28:18.789,WARM,FULL,5/10,NO,--,--,2.0,55183.0196619,39.38218699652528,0.5239254126221095,1.330361395796368,0
38418944,261.21782181705953,60.43077244194278,2009-12-31T11:08:36.761,WARM,FULL,5/10,NO,--,--,2.0,55196.4643144,39.62452630152292,0.2790444069579864,0.7042214330452744,0
38686720,261.21782181705953,60.43077244194278,2010-01-15T23:16:06.834,WARM,FULL,5/10,NO,--,--,2.0,55211.9695235,39.435477153535494,1.1060848454012842,2.804796404757387,0
38705664,261.21782181705953,60.43077244194278,2010-01-29T12:17:38.165,WARM,FULL,5/10,NO,--,--,2.0,55225.5122473,39.231701760438355,0.46145169588605195,1.176221461673591,0
38817792,261.21782181705953,60.43077244194278,2010-02-12T11:03:21.374,WARM,FULL,5/10,NO,--,--,2.0,55239.4606641,39.16718183937479,0.32720143504861254,0.8353969310083902,0
38924800,261.21782181705953,60.43077244194278,2010-02-26T12:00:44.380,WARM,FULL,5/10,NO,--,--,2.0,55253.5005137,39.05234726656381,0.6040836612465502,1.5468562161531327,0
39099136,261.21782181705953,60.43077244194278,2010-03-12T16:27:37.978,WARM,FULL,5/10,NO,--,--,2.0,55267.6858562,38.95134297275694,0.5570966905958941,1.4302374400429132,0
39120128,261.21782181705953,60.43077244194278,2010-03-26T02:39:52.199,WARM,FULL,5/10,NO,--,--,2.0,55281.1110208,38.99600468040352,0.3931794304683491,1.0082556756536951,0
39141120,261.21782181705953,60.43077244194278,2010-04-09T08:37:41.287,WARM,FULL,5/10,NO,--,--,2.0,55295.3595056,39.37594264587946,0.6928657658206219,1.7596169621938627,0
39212544,261.21782181705953,60.43077244194278,2010-04-23T02:55:42.870,WARM,FULL,5/10,NO,--,--,2.0,55309.122024,38.908974391137406,0.2876394700690181,0.7392625340814327,0
39226880,261.21782181705953,60.43077244194278,2010-05-07T12:36:56.991,WARM,FULL,5/10,NO,--,--,2.0,55323.5256596,38.98047835936415,0.6197861870694267,1.5899912293419496,0
39346688,261.21782181705953,60.43077244194278,2010-05-21T01:40:17.649,WARM,FULL,5/10,NO,--,--,2.0,55337.0696487,39.031768454477586,0.45461003853442083,1.164718014415946,0
39364096,261.21782181705953,60.43077244194278,2010-06-05T10:49:53.030,WARM,FULL,5/10,NO,--,--,2.0,55352.4513082,38.859325583111016,0.7959640664584511,2.048321875159851,0
39423488,261.21782181705953,60.43077244194278,2010-06-16T22:19:45.189,WARM,FULL,5/10,NO,--,--,2.0,55363.9303841,39.01582778161389,0.3348690469565891,0.8582902529480491,0
39449088,261.21782181705953,60.43077244194278,2010-07-03T12:14:13.182,WARM,FULL,5/10,NO,--,--,2.0,55380.5098748,38.84529409751193,0.6684314515852462,1.7207527117887356,0
39528192,261.21782181705953,60.43077244194278,2010-07-15T22:43:17.787,WARM,FULL,5/10,NO,--,--,2.0,55392.9467336,38.82258489672556,0.6495693854031708,1.6731739711076217,0
