AORKEY,DateObs,Cycling DPattern,DScale,DPosition,FTime (sec),Time (MJD),Flux (mJy),Error (mJy),Spread (%)
15969536,2005-09-23T13:27:02.196,NO,--,--,2.0,53636.5604421,33.031224279025864,17.166333565581933,51.97001909639236
15971840,2005-09-15T00:50:32.179,NO,--,--,2.0,53628.0350947,38.97859645216265,0.5379426857634094,1.3800976297943708
16145664,2005-10-20T16:58:56.918,NO,--,--,2.0,53663.7076032,38.86969639247796,0.5014607154231799,1.290107106471308
16221184,2005-11-02T13:49:31.385,NO,--,--,2.0,53676.5760577,38.75537787572612,0.8320503714223179,2.1469288058302247
16368896,2005-11-23T18:05:34.824,NO,--,--,2.0,53697.7538753,41.10269653991351,6.023354528668438,14.654402352457222
16408064,2005-11-29T23:47:32.527,NO,--,--,2.0,53703.9913487,39.06042075104006,0.45338695597863415,1.1607323916667278
16578816,2005-12-22T16:06:05.429,NO,--,--,2.0,53726.6708962,38.87879756792069,0.528863668616818,1.3602881305495647
16579072,2006-01-05T20:23:52.623,NO,--,--,2.0,53740.8499146,39.61166611672192,3.4928109497155573,8.817632006246463
16744192,2006-02-04T03:01:12.447,NO,--,--,2.0,53770.1258385,38.88874567857032,0.43143868381631106,1.1094178438726445
16744448,2006-02-13T23:28:04.179,NO,--,--,2.0,53779.9778261,39.16194007641822,0.8967908399720379,2.289955089615313
16965632,2006-03-22T23:54:58.804,NO,--,--,2.0,53816.9965139,39.18555444511038,0.24945833899163594,0.6366079095322427
16967936,2006-03-29T18:52:14.975,NO,--,--,2.0,53823.7862844,39.16825957638917,0.7115078423249619,1.816541888815153
17129216,2006-04-26T23:32:37.354,NO,--,--,2.0,53851.9809879,39.162954257808856,0.5649068508779179,1.4424520866305148
17129472,2006-05-03T19:51:18.561,NO,--,--,2.0,53858.8272982,39.6651180594216,2.9376173002984456,7.406047035830459
17250816,2006-06-01T00:35:59.584,NO,--,--,2.0,53887.0249952,38.65231785655146,0.8634811332099083,2.2339698654412015
17251072,2006-06-05T22:29:56.829,NO,--,--,2.0,53891.9374633,39.066735920592784,0.3993373136197202,1.0221926767350489
19362816,2006-07-05T23:38:11.371,NO,--,--,2.0,53921.9848538,38.67403329855619,0.36824264481775804,0.9521702636365719
19363072,2006-07-12T16:03:43.343,NO,--,--,2.0,53928.6692517,38.87821353663013,0.5283206739167571,1.358911909414217
19604992,2006-08-08T00:04:33.956,NO,--,--,2.0,53955.0031708,38.81815117204224,0.37525172487156655,0.9666913893153979
19605248,2006-08-14T21:33:50.970,NO,--,--,2.0,53961.8985066,38.86082126399945,0.4243910691327447,1.092079516924413
20152320,2006-09-28T13:48:56.295,NO,--,--,2.0,54006.5756516,38.86726434225291,0.41420854133910523,1.0657002707772665
20163840,2006-09-19T02:32:11.305,NO,--,--,2.0,53997.1056864,38.137582682482424,2.2395719715820963,5.872349042748295
20602368,2006-10-25T23:53:16.983,NO,--,--,2.0,54033.9953355,38.82882423319242,0.45483216293258816,1.1713776348236151
20602624,2006-10-31T22:34:12.028,NO,--,--,2.0,54039.940417,38.97591547716437,0.36328122213513525,0.9320659122118078
20792320,2006-11-22T02:55:08.715,NO,--,--,2.0,54061.1216287,38.804149443944894,0.4494031784173588,1.1581317587351083
20792576,2006-11-30T18:55:13.353,NO,--,--,2.0,54069.788349,38.93432526215047,0.27149804555974016,0.6973231043088698
20966144,2006-12-25T01:55:50.407,NO,--,--,2.0,54094.0804445,38.993555687886996,0.4016137792611519,1.0299491087085184
20966400,2006-12-31T05:59:08.360,NO,--,--,2.0,54100.2494023,38.96178728716904,0.32366535599172075,0.8307251246102635
21131776,2007-02-14T05:45:23.423,NO,--,--,2.0,54145.2398544,38.702188542055005,0.3436156084533457,0.8878454201109642
21132032,2007-02-22T00:10:09.900,NO,--,--,2.0,54153.007059,38.71008795048306,0.3190708565976932,0.8242576379724075
21366016,2007-03-28T18:15:46.957,NO,--,--,2.0,54187.7609601,38.864178991536505,0.43191762349193014,1.1113514673396017
21366272,2007-04-05T01:34:55.929,NO,--,--,2.0,54195.0659251,39.316582820795105,0.9594293224223257,2.4402663039038828
21530368,2007-05-06T04:24:14.694,NO,--,--,2.0,54226.1835034,38.65595198677526,1.8573682057932663,4.804869910922639
21532672,2007-05-17T04:42:10.214,NO,--,--,2.0,54237.1959516,38.92256624237695,0.45229396491319696,1.162035314158607
23526656,2007-07-05T07:16:40.129,NO,--,--,2.0,54286.3032422,40.002377840328656,2.3765130992036827,5.940929583460376
23528960,2007-06-27T23:46:10.492,NO,--,--,2.0,54278.9903992,38.812905855766964,0.1576538265518408,0.40618918649817093
23842048,2007-08-07T01:20:13.173,NO,--,--,2.0,54319.055708,38.301976570975924,2.710035656626656,7.075445967141651
23844352,2007-08-16T08:47:54.393,NO,--,--,2.0,54328.3666018,38.93798353271715,0.24722708724265605,0.6349252447418768
24042240,2007-09-07T14:00:53.966,NO,--,--,2.0,54350.5839579,39.044559836458745,0.44888164277269293,1.1496650100625272
24044544,2007-09-14T17:12:29.303,NO,--,--,2.0,54357.7170058,38.74237990670906,0.27823366416147266,0.7181635842492232
24266496,2007-10-16T02:30:58.303,NO,--,--,2.0,54389.1048415,38.71369255748813,0.7261769718341564,1.8757626148831337
24268800,2007-10-23T13:46:18.811,NO,--,--,2.0,54396.5738288,38.903973684686356,0.2912528602063889,0.7486455305747696
24290816,2007-10-19T23:25:38.312,NO,--,--,2.0,54392.9761379,39.04384718939712,1.8820473539358342,4.820342997467035
24290816,2007-10-19T23:25:38.312,NO,--,--,2.0,54392.9761379,39.04384718939712,1.8820473539358342,4.820342997467035
24408320,2007-10-22T19:49:41.224,YES,large,5,2.0,54395.8261716,15.597719860095584,67.48555487012861,432.6629499403963
24409856,2007-10-22T19:45:03.232,YES,large,5,2.0,54395.8229541,38.59922111633416,0.8181773195162889,2.1196731329121516
24428032,2007-11-13T03:00:32.746,YES,large,5,2.0,54417.125379,39.304031442022286,0.9720667235595748,2.473198519071711
24429568,2007-11-26T15:19:44.937,YES,large,5,2.0,54430.6387145,39.00807593697039,0.48099452798336106,1.2330639654223308
24599808,2007-12-22T07:04:49.155,YES,large,5,2.0,54456.2950134,38.46661214734088,0.6010858177480801,1.5626169922261581
24601344,2007-12-31T23:36:33.104,YES,large,5,2.0,54465.9837165,38.64314621442361,0.3111838172192237,0.8052755732996553
24778752,2008-01-23T16:26:40.997,NO,large,5,2.0,54488.6851967,37.87733343592494,1.5071291009561958,3.978973608334192
24781824,2008-02-07T06:08:33.035,NO,large,5,2.0,54503.2559379,38.35577790072925,0.9154488350409197,2.386729940428387
24937728,2008-03-02T07:09:25.101,NO,large,5,2.0,54527.2982072,38.567804159214084,0.4847294464205202,1.2568240712369292
24940800,2008-03-12T02:47:16.984,NO,large,5,2.0,54537.1161688,38.49998666908814,0.6465494216492553,1.6793497286282792
25103104,2008-04-13T12:16:26.040,NO,large,5,2.0,54569.5114125,38.46525911363435,1.7776522913642698,4.62144889265588
25106176,2008-04-05T21:09:17.154,NO,large,5,2.0,54561.8814485,39.134297045203695,1.0472447043397757,2.676027892183964
27139072,2008-05-07T21:53:49.735,NO,large,5,2.0,54593.9123812,38.25155625145682,0.5380712214090001,1.4066649154660409
27142144,2008-05-14T14:50:17.148,NO,large,5,2.0,54600.618254,38.10607955796272,0.6797646204688059,1.7838744587588016
27461120,2008-06-20T15:17:43.862,NO,large,5,2.0,54637.6373132,38.242478882043144,0.5044644081322227,1.3191205771158712
27463424,2008-06-09T23:07:17.321,NO,large,5,2.0,54626.9633949,38.56233320386053,0.3631729645168098,0.9417816152277113
27806976,2008-07-23T16:10:32.365,NO,large,5,2.0,54670.6739857,39.49787244456154,3.2665162501681553,8.270106838673337
27810048,2008-07-11T22:18:13.876,NO,large,5,2.0,54658.9293273,38.427683818227116,0.5979457650952178,1.5560286379050476
28004352,2008-08-17T04:54:31.412,NO,large,5,2.0,54695.2045302,38.52891903534905,0.36875923427119744,0.9570972752515394
28007424,2008-08-23T17:28:02.389,NO,large,5,2.0,54701.7278054,38.75570403676236,1.2421338021948172,3.205034802145694
28154368,2008-09-14T20:25:10.147,NO,large,5,2.0,54723.8508119,38.71595133339191,1.760093095090888,4.546170336702627
28157440,2008-09-23T09:30:14.947,NO,large,5,2.0,54732.3960063,37.82070529962335,2.2629606261210196,5.98339086538282
28487680,2008-11-03T20:34:06.652,NO,large,5,2.0,54773.8570214,38.77536439286233,0.6777237152309717,1.747820364405719
28487936,2008-10-28T02:34:36.790,NO,large,5,2.0,54767.1073703,38.59292135666276,0.4975889403413983,1.2893269616540537
28779008,2008-12-18T09:47:07.705,NO,large,5,2.0,54818.4077281,38.58551620593565,0.2981151262139331,0.7726088841804163
28782080,2008-12-25T08:03:02.588,NO,large,5,2.0,54825.3354466,36.157651877911576,3.5150641292735654,9.72149447409468
28900608,2009-01-25T05:36:04.429,NO,large,5,2.0,54856.2333846,38.27204084963065,1.062611266998197,2.776468783499566
28902912,2009-02-05T09:01:49.184,NO,large,5,2.0,54867.3762637,38.73377589590941,0.3586827489560396,0.9260206129140105
29849600,2009-03-23T00:53:35.355,NO,large,5,2.0,54913.0372148,38.50797000376424,0.34033352486663476,0.8838002232612272
29849856,2009-03-10T05:18:13.423,NO,large,5,2.0,54900.2209887,38.69205477385067,0.31621030608436906,0.8172486778812122
9206272,2004-03-06T00:46:45.609,NO,--,--,2.0,53070.0324723,38.97456469490338,0.32783455694072705,0.8411500154191518
9207040,2004-03-13T20:30:28.181,NO,--,--,2.0,53077.8544928,38.5372829201322,0.5245374039495679,1.361116726980109
9399552,2004-03-28T00:26:08.263,NO,--,--,2.0,53092.0181512,38.63554706529903,0.34707546888526036,0.8983319643401407
9399808,2004-04-05T19:26:54.946,NO,--,--,2.0,53100.8103582,38.55480957905083,0.6867933476010591,1.781342859943045
9609216,2004-04-20T10:18:44.685,NO,--,--,2.0,53115.4296839,38.84916257018613,0.4963036980588909,1.2775145337103544
9609472,2004-05-01T13:40:24.080,NO,--,--,2.0,53126.5697232,38.728962426725275,0.3612154069762563,0.9326751463060015
9700096,2004-05-16T11:52:51.367,NO,--,--,2.0,53141.495039,38.66096523347713,0.3342170868907193,0.8644820036756753
9700608,2004-05-27T18:11:51.986,NO,--,--,2.0,53152.7582406,38.95733189511295,0.346789039041029,0.8901765654144614
9902592,2004-06-09T00:18:32.376,NO,--,--,2.0,53165.0128747,38.5988937789112,0.5953102349671846,1.5422986948202049
9965568,2004-06-28T22:43:33.422,NO,--,--,2.0,53184.9469146,38.588827961634934,0.29882322262802846,0.774377555403131
9984000,2004-07-07T18:25:34.981,NO,--,--,2.0,53193.767766,39.21097897140255,0.8826172323422633,2.250944137319234
