File#,Coord Conversion Issue,Centroiding Issue,Bad Center Guess,Not In FOV,Ap Out Of Bound,Xc,Yc,Fx,Fy,Time[MJD],Raw_Flux,Bkg_Flux,Res_Flux
8,N,N,N,N,Y,8.582065278787123,16.968109001400585,1.782026180422005,1.3038454155636212,53606.0047652,nan,nan,nan
9,N,N,N,N,Y,10.666291768588662,23.19184338819425,1.8278626367319106,1.5238387461730136,53606.0048869,nan,nan,nan
1,N,N,N,N,Y,24.97653522449405,15.129481934133134,1.6199727482227864,1.151675915877423,53606.0691982,nan,nan,nan
2,Y,N,N,N,N,nan,nan,nan,nan,53606.0711136,nan,nan,nan
3,N,N,N,Y,Y,nan,nan,nan,nan,53606.0744694,nan,nan,nan
4,N,N,N,Y,Y,nan,nan,nan,nan,53606.0748372,nan,nan,nan
5,N,N,N,N,N,15.320798865284907,21.753277680217167,1.532292723903147,1.6305398267089544,53606.0689517,20785.379764367204,501.5639019670146,20283.815862400188
6,N,N,N,N,Y,20.458856980311857,9.94390482184264,1.7615371582060195,1.3159720789533447,53606.0693197,nan,nan,nan
7,N,N,N,N,Y,9.029527587837052,12.012311890903945,1.5167636098586696,1.0250730619415434,53606.0685845,nan,nan,nan
8,N,N,N,N,N,21.13683299103131,19.186555128780842,1.4787429520991784,1.1903123505565036,53606.0690744,21102.945429827967,322.47565005611625,20780.46977977185
9,Y,N,N,N,N,nan,nan,nan,nan,53606.0721183,nan,nan,nan
10,N,N,N,Y,Y,nan,nan,nan,nan,53606.0742242,nan,nan,nan
11,N,N,N,Y,Y,nan,nan,nan,nan,53606.0745915,nan,nan,nan
12,N,N,N,N,Y,11.017547441930766,6.679170967736422,1.331298169792097,1.5279668898467056,53606.0684378,nan,nan,nan
13,N,N,N,N,Y,15.351588268148037,7.10558809176802,1.3991144262254191,1.5435833180747291,53606.0694426,nan,nan,nan
14,N,N,N,N,Y,10.746699875388323,23.005424043387137,1.2885298367349165,1.5976916173757976,53606.068829,nan,nan,nan
15,Y,N,N,N,N,nan,nan,nan,nan,53606.0717505,nan,nan,nan
16,Y,N,N,N,N,nan,nan,nan,nan,53606.0712595,nan,nan,nan
17,Y,N,N,N,N,nan,nan,nan,nan,53606.0716284,nan,nan,nan
18,Y,N,N,N,N,nan,nan,nan,nan,53606.0719956,nan,nan,nan
19,N,N,N,Y,Y,nan,nan,nan,nan,53606.0747144,nan,nan,nan
20,N,N,N,Y,Y,nan,nan,nan,nan,53606.0743463,nan,nan,nan
21,N,N,N,N,Y,8.759343850594506,16.76884741538706,1.7641507167901385,1.5168524507095151,53606.0687063,nan,nan,nan
22,Y,N,N,N,N,nan,nan,nan,nan,53606.0713821,nan,nan,nan
23,Y,N,N,N,N,nan,nan,nan,nan,53606.0718729,nan,nan,nan
24,Y,N,N,N,N,nan,nan,nan,nan,53606.0715051,nan,nan,nan
25,N,N,N,Y,Y,nan,nan,nan,nan,53606.0738329,nan,nan,nan
26,N,N,N,Y,Y,nan,nan,nan,nan,53606.0741009,nan,nan,nan
27,N,N,N,Y,Y,nan,nan,nan,nan,53606.0739784,nan,nan,nan
1,N,N,N,N,Y,10.273477448894498,23.093072092771784,2.0805324248025814,1.4646811548449643,53606.293371,nan,nan,nan
2,Y,N,N,N,N,nan,nan,nan,nan,53606.2958931,nan,nan,nan
3,Y,N,N,N,N,nan,nan,nan,nan,53606.2957482,nan,nan,nan
4,N,N,N,N,Y,10.85656662548984,6.70142198783016,1.2997787961544385,1.7898523514723483,53606.2929801,nan,nan,nan
5,N,N,N,N,N,20.89128593657366,19.389845788140843,1.4247450249900218,1.9238245189995362,53606.2936164,18306.6582959875,320.9669284263082,17985.691367561194
6,Y,N,N,N,N,nan,nan,nan,nan,53606.2961384,nan,nan,nan
7,N,N,N,N,Y,20.051403278533144,9.958637390010397,1.085210847479337,1.838280070198336,53606.2938619,nan,nan,nan
8,Y,N,N,N,N,nan,nan,nan,nan,53606.2965065,nan,nan,nan
9,N,N,N,N,N,14.981546022024352,21.84173055641946,1.8108554624924178,0.9925524990386863,53606.2934941,17967.715337574005,253.33962873887958,17714.375708835127
10,N,N,N,N,Y,24.601053953131803,15.2673903369142,2.3206967052551706,1.7470939655041853,53606.2937395,nan,nan,nan
11,N,N,N,N,Y,15.007319336808226,7.295152564616222,1.5304538538398722,1.896235891935313,53606.2939846,nan,nan,nan
12,Y,N,N,N,N,nan,nan,nan,nan,53606.2966294,nan,nan,nan
13,Y,N,N,N,N,nan,nan,nan,nan,53606.2960158,nan,nan,nan
14,Y,N,N,N,N,nan,nan,nan,nan,53606.2962612,nan,nan,nan
15,N,N,N,N,Y,8.223283539828252,16.84447927272324,1.2132099666523235,2.1534629877992386,53606.2932484,nan,nan,nan
16,N,N,N,N,Y,8.821978110108349,12.008664472232496,1.1697690453960723,1.832778452568856,53606.2931301,nan,nan,nan
17,Y,N,N,N,N,nan,nan,nan,nan,53606.296385,nan,nan,nan
18,Y,N,N,N,N,nan,nan,nan,nan,53606.2967519,nan,nan,nan
1,N,N,N,N,Y,10.70355734501247,6.935981731675088,1.7450804444413048,1.3259559628631614,53606.278781,nan,nan,nan
2,N,N,N,N,Y,10.274794371949714,23.17648302931876,1.3668320639596263,1.4971239175400617,53606.2791722,nan,nan,nan
3,N,N,N,N,Y,8.239533587209994,16.912006200119706,1.3384328146006101,1.2160384126057888,53606.2790493,nan,nan,nan
4,N,N,N,N,N,15.107795000762469,21.98573006833948,1.4940521552560881,0.9802009487466026,53606.279295,14564.753399727511,438.6915290699332,14126.061870657579
5,N,N,N,N,N,20.953680923749538,19.55336966796735,1.4437006480862258,1.7658657353189897,53606.2794173,14625.910430182172,251.5025955582169,14374.407834623955
6,N,N,N,N,Y,15.129284960738618,7.403401411592542,1.3169882004845659,1.744576551678034,53606.2797855,nan,nan,nan
7,N,N,N,N,Y,8.714095522781768,12.118459426875726,1.743414483923655,1.3801846025413471,53606.2789266,nan,nan,nan
8,N,N,N,N,N,20.175821841113223,10.090606747653787,1.057593322088498,1.4501327705757994,53606.2796628,14429.281546857716,522.5904515601061,13906.691095297609
9,N,N,N,N,Y,24.557216610529764,15.414907064251652,1.9867914520170467,1.8984041166660273,53606.2795401,nan,nan,nan
1,N,N,Y,N,N,18.614349988633105,10.91744511640433,8.535011695491036,1.5453691658936657,53606.254715,nan,nan,nan
2,N,N,N,N,Y,22.762166230704295,16.26843953680475,9.072825911172005,1.0996368327363515,53606.2545925,nan,nan,nan
3,N,N,N,N,Y,13.07436473925485,8.448752760000401,3.6457384389869523,0.19251719431813313,53606.2548376,nan,nan,nan
4,N,N,N,N,Y,13.570690705069135,22.523768323187323,8.209474936837193,1.7820242858618807,53606.254348,nan,nan,nan
5,N,N,N,N,Y,6.5114941993824225,17.650520490380813,8.80333276996941,1.8072896218094399,53606.2541017,nan,nan,nan
6,N,N,N,N,Y,7.237924892356806,12.857050653568685,8.482430845810244,1.6497809548197961,53606.2539789,nan,nan,nan
7,N,N,N,N,Y,10.359146127734848,22.89120156673699,1.6771483809325218,1.3304683389894896,53606.2542243,nan,nan,nan
8,N,N,Y,N,N,19.141262901976816,20.40885658541784,3.610747378651574,0.18762508930234403,53606.2544697,nan,nan,nan
9,N,N,N,N,Y,9.103546613373199,7.415500390775695,8.746729603207392,1.81671805500615,53606.2538332,nan,nan,nan
1,N,N,N,N,Y,11.076892728452574,6.836068627401398,1.3132674363697763,1.166711356766628,53606.2658229,nan,nan,nan
2,N,N,N,N,Y,10.931231516893014,23.02535592981967,1.5771728128593838,1.1135620774915165,53606.2662142,nan,nan,nan
3,N,N,N,N,N,15.642468474136425,21.781566610065877,1.5085809829077763,1.9249693914629746,53606.2663365,7692.130083600021,328.7647800563099,7363.365303543711
4,N,N,N,N,N,21.227807840375675,19.165426855498204,1.3346565992829997,1.4482750057838116,53606.2664596,7207.340583797513,60.1895502489598,7147.151033548554
5,N,N,N,N,Y,15.691284307611893,7.092516132906026,1.728941944040666,1.3803174079178886,53606.2668272,nan,nan,nan
6,N,N,N,N,Y,9.140645404092355,12.048775278648154,1.0213609943478907,1.4698852434436462,53606.2659683,nan,nan,nan
7,N,N,N,N,Y,20.737726011469586,9.92366255977568,1.6805024213114887,1.3129974085293314,53606.2667045,nan,nan,nan
8,N,N,N,N,Y,8.92665272869316,16.764967717652105,1.4158931472296103,1.4208706750391957,53606.266091,nan,nan,nan
9,N,N,N,N,Y,25.09176148019149,15.135342678993796,1.5437672637091058,1.08985159371747,53606.2665819,nan,nan,nan
1,N,N,N,N,N,15.187613694604423,21.805942076392427,1.2828845571308314,1.3463359592859454,53606.2372012,7496.932969614202,264.77710684815537,7232.155862766047
2,N,N,N,N,N,20.261958945739803,10.000125786215953,1.1825945131339273,1.4696952727845753,53606.2375748,7489.790940513431,399.594450062002,7090.19649045143
3,N,N,N,N,Y,10.524932871001988,23.045532754028155,1.3076247989969814,1.804475606977746,53606.2370794,nan,nan,nan
4,N,N,N,N,Y,15.219363505929593,7.165624180818871,1.4844164860510918,1.3142737541600789,53606.2376929,nan,nan,nan
5,N,N,N,N,Y,8.538655348725806,16.825251005681444,1.4435301697767895,1.8923212411239905,53606.2369558,nan,nan,nan
6,N,N,N,N,Y,24.856404738286837,15.171543107840149,1.662681140942122,1.4241739735576875,53606.2374466,nan,nan,nan
7,N,N,N,N,Y,8.959247732431761,12.001673869088325,1.0878378487141778,1.5216873509479818,53606.2368331,nan,nan,nan
8,N,N,N,N,Y,11.016179363332341,6.705199292558856,1.448403338097145,1.2973859191263095,53606.2366874,nan,nan,nan
9,N,N,N,N,N,21.062647887425182,19.251525145563342,1.579446639455512,1.222196131783259,53606.2373239,7543.181018521816,-153.62560484504846,7696.806623366865
1,N,N,N,N,Y,10.948135038092833,6.68111126889384,1.6129617822788545,1.446366489638814,53606.2335335,nan,nan,nan
2,N,N,N,N,Y,8.593656093636252,16.76448547256319,1.9419694594624533,1.5524518700824392,53606.2338018,nan,nan,nan
3,N,N,N,N,N,15.246777927039863,21.742671978691686,1.4221378186865508,1.4972475673162313,53606.2340473,8222.80145341694,646.2700814480478,7576.531371968892
4,N,N,N,N,Y,10.630636559534159,23.013844185486406,1.7555683918604703,1.3191158989935325,53606.2339247,nan,nan,nan
5,N,N,N,N,N,21.117450035149215,19.1981885369688,1.1787310994525861,1.5183006097204805,53606.2341701,8449.480754635753,560.8662637691148,7888.614490866638
6,N,N,N,N,Y,20.37429676498037,9.948162777806811,1.319994352976992,1.6509164243446015,53606.2344153,nan,nan,nan
7,N,N,N,N,Y,8.914423740553136,11.975744732624614,1.484824222197283,1.0924322186739435,53606.2336791,nan,nan,nan
8,N,N,N,N,Y,24.95893955107716,15.131210831533267,1.668592385250315,1.1861198298222988,53606.2342926,nan,nan,nan
9,N,N,N,N,Y,15.293098310035013,7.102994499649645,1.4797673453395501,1.3619933134862814,53606.2345381,nan,nan,nan
1,N,N,N,N,Y,8.457634740637026,16.881007675248743,1.3768192667725483,1.7504817720089634,53606.0773706,nan,nan,nan
2,N,N,N,N,Y,15.20003776260722,7.329536325413063,1.7170673522771411,1.4107753223340922,53606.0781067,nan,nan,nan
3,N,N,N,N,Y,10.991845848781791,6.725569787051273,1.498247754906762,1.362243262242516,53606.0771031,nan,nan,nan
4,N,N,N,N,N,21.034867529919524,19.41314362887261,1.3142228259560034,1.7882556147808024,53606.0777398,7964.191081240437,199.91183271462415,7764.279248525812
5,N,N,N,N,Y,10.474383048560567,23.097468925977942,1.7354660374063793,1.435216178323066,53606.0774932,nan,nan,nan
6,N,N,N,N,N,20.24961304575876,10.052467823090018,1.138571849239596,1.4106027170953261,53606.077984,7971.419097942428,261.6121698549645,7709.806928087464
7,N,N,N,N,Y,8.94204656263202,12.030245682314883,1.0892038993348114,1.573452292165507,53606.077248,nan,nan,nan
8,N,N,N,N,N,15.167986702763463,21.86205741112004,1.3287605203730088,1.1419345137650756,53606.077616,7839.7378206562435,234.25950724182405,7605.478313414419
9,N,N,N,N,Y,24.849707194148063,15.281439998286606,1.8041973343888442,1.5914858744748024,53606.0778614,nan,nan,nan
1,N,N,N,N,Y,8.68233012321737,11.98887662702267,1.2979161387862426,1.7008465332125506,53606.2821964,nan,nan,nan
2,N,N,N,N,Y,10.287761914242967,23.014269055521446,1.4197504125231843,1.2111144928267072,53606.2824417,nan,nan,nan
3,N,N,N,N,Y,15.137995498495362,7.102943909853051,1.483869918421417,1.0862774536746687,53606.2830608,nan,nan,nan
4,N,N,N,N,Y,20.163149647195308,9.894131030384221,1.2060822594634502,1.363786176082567,53606.2829324,nan,nan,nan
5,N,N,N,N,N,15.107059798275941,21.702093873860374,1.275688980233933,1.5095255042719735,53606.2825655,6653.053062884539,143.7632871463007,6509.289775738238
6,N,N,N,N,Y,10.744273389723695,6.732571640214233,1.616997992347348,1.8477738176501226,53606.2820506,nan,nan,nan
7,N,N,N,N,Y,24.637145282046998,15.078649178428858,1.817760806652298,1.3545757144775947,53606.2828099,nan,nan,nan
8,N,N,N,N,Y,8.25420354672733,16.71066393450344,1.5900611761311723,1.4137700314322392,53606.2823191,nan,nan,nan
9,N,N,N,N,N,20.98589916626501,19.145880931855213,1.6288059247812186,1.1343600028428649,53606.2826871,7201.275560939316,148.07689572401154,7053.198665215305
1,N,N,N,N,Y,8.599528615157517,16.897872577977257,1.8151030391201495,1.3675504243250143,53606.0601856,nan,nan,nan
2,Y,N,N,N,N,nan,nan,nan,nan,53606.062903,nan,nan,nan
3,N,N,N,N,N,20.29124420431391,10.040738084528595,1.2403046291499586,1.4666573641695264,53606.060799,6322.586051911196,106.0283370269735,6216.557714884222
4,Y,N,N,N,N,nan,nan,nan,nan,53606.0631485,nan,nan,nan
5,N,N,N,N,Y,24.910990340064664,15.314933525659994,1.8295768403615158,1.5151657642728484,53606.0606764,nan,nan,nan
6,Y,N,N,N,N,nan,nan,nan,nan,53606.0656679,nan,nan,nan
7,Y,N,N,N,N,nan,nan,nan,nan,53606.0662813,nan,nan,nan
8,N,N,N,N,Y,11.00867624652551,6.801864796078149,1.3662192673373816,1.3390823771821971,53606.0599172,nan,nan,nan
9,Y,N,N,N,N,nan,nan,nan,nan,53606.0632721,nan,nan,nan
10,Y,N,N,N,N,nan,nan,nan,nan,53606.0653985,nan,nan,nan
11,Y,N,N,N,N,nan,nan,nan,nan,53606.0655443,nan,nan,nan
12,Y,N,N,N,N,nan,nan,nan,nan,53606.0630258,nan,nan,nan
13,Y,N,N,N,N,nan,nan,nan,nan,53606.0657896,nan,nan,nan
14,Y,N,N,N,N,nan,nan,nan,nan,53606.0661577,nan,nan,nan
15,N,N,N,N,Y,10.631063655220554,23.114769266156134,1.3798856774815824,1.7993428545398158,53606.0603092,nan,nan,nan
16,N,N,N,N,N,15.193385999964503,21.92111219055129,1.214474245305901,1.4307899643485305,53606.0604309,6121.734687151864,192.29256982011248,5929.442117331751
17,Y,N,N,N,N,nan,nan,nan,nan,53606.0626355,nan,nan,nan
18,Y,N,N,N,N,nan,nan,nan,nan,53606.0636392,nan,nan,nan
19,Y,N,N,N,N,nan,nan,nan,nan,53606.0627805,nan,nan,nan
20,Y,N,N,N,N,nan,nan,nan,nan,53606.0664031,nan,nan,nan
21,Y,N,N,N,N,nan,nan,nan,nan,53606.0660352,nan,nan,nan
22,N,N,N,N,Y,8.989319886282793,12.07471507601355,1.581228615756908,1.0606478648353093,53606.0600628,nan,nan,nan
23,N,N,N,N,Y,15.255174366210214,7.291826585937356,1.6998578633063153,1.4746208600565092,53606.0609226,nan,nan,nan
24,N,N,N,N,N,21.063905835543466,19.41760755498978,1.7379958013666816,1.3330578943037283,53606.0605537,6092.408444002731,189.13594840560668,5903.272495597124
25,Y,N,N,N,N,nan,nan,nan,nan,53606.0633939,nan,nan,nan
26,Y,N,N,N,N,nan,nan,nan,nan,53606.0635165,nan,nan,nan
27,Y,N,N,N,N,nan,nan,nan,nan,53606.0659125,nan,nan,nan
1,N,N,N,N,Y,10.313675928924411,22.89638000176587,1.3024868498395956,1.5255388682910969,53606.0519134,nan,nan,nan
2,N,N,N,N,Y,8.781631262844083,11.874050584465449,1.6865119144473544,1.3603906266765113,53606.0516685,nan,nan,nan
3,N,N,N,N,Y,8.286329337280039,16.4424773768684,1.8210285202566494,1.5916881667257567,53606.0517908,nan,nan,nan
4,N,N,N,N,N,20.96028642563145,19.06781263736401,1.5349214553405541,1.1238382036922385,53606.052159,6765.803025037474,121.66744111874051,6644.135583918734
5,N,N,N,N,Y,24.65725431763959,14.990133955388437,1.3192935048144903,1.732459779772891,53606.0522818,nan,nan,nan
6,N,N,N,N,Y,15.118047157159348,7.051902627052547,1.5012970958854395,1.0510746411512608,53606.0525269,nan,nan,nan
7,N,N,N,N,Y,10.860810189861716,6.287510033868569,1.8522339462826116,1.5572353719796277,53606.0515224,nan,nan,nan
8,N,N,N,N,N,15.145411340450135,21.431247724836545,1.7701809147426852,1.3057267197035198,53606.0520364,6674.591400903997,93.50725138597338,6581.084149518024
9,N,N,N,N,Y,20.165973780647086,9.76834824425232,1.4078603696712666,1.3185381919536643,53606.0524042,nan,nan,nan
1,N,N,N,N,Y,10.794516581635802,6.127962977870714,1.7189726424744958,1.373208954413585,53606.2569291,nan,nan,nan
2,N,N,N,N,Y,8.307917107214156,16.145282321153207,1.5101280622116369,1.4156526581955897,53606.2571976,nan,nan,nan
3,N,N,N,N,Y,8.823230763051704,11.615539836831536,1.764027322029522,1.8342897779530307,53606.2570749,nan,nan,nan
4,N,N,N,N,Y,24.669740244873385,14.908834198549435,1.7768034296899418,1.3439274721854053,53606.2576885,nan,nan,nan
5,N,N,N,N,N,20.956667341700705,18.93664478188722,1.1674228146246834,1.4412161601605193,53606.2575657,6786.719163933107,486.95561114459787,6299.763552788509
6,N,N,N,N,Y,20.172001446895077,9.51274100960145,1.7876751349134519,1.3556894251338334,53606.257811,nan,nan,nan
7,N,N,N,N,N,15.192005338603206,21.196125656306148,1.4976286352418229,1.124291311452479,53606.2574431,6492.805151698329,410.50589083656075,6082.299260861768
8,N,N,N,N,Y,10.30591282317159,22.744673906151338,1.6205198501792972,1.557874681352491,53606.2573203,nan,nan,nan
9,N,N,N,N,Y,15.144066732031382,6.867257085635455,1.376839789998908,1.1232009264265082,53606.2579336,nan,nan,nan
1,N,N,N,N,Y,10.18175414001544,23.010053039991913,1.4627379975611319,1.0694940419426344,53606.276033,nan,nan,nan
2,N,N,N,N,Y,24.336214804158207,15.074035287575143,1.599175334950956,1.3638443843468915,53606.2764016,nan,nan,nan
3,N,N,N,N,Y,10.668115584411938,6.443058139992713,1.805911961998029,2.013373491225083,53606.2756422,nan,nan,nan
4,N,N,N,N,Y,15.051231133402812,7.123963313771297,1.092318354574129,1.5598665963258913,53606.2766465,nan,nan,nan
5,N,N,N,N,N,15.049645800317638,21.70468301401969,1.4583989572946854,1.3182141753852996,53606.2761561,6082.207938599895,137.44347882227842,5944.764459777616
6,N,N,N,N,Y,8.61586453189384,11.929311848505254,1.3447664863311573,1.772726305096036,53606.2757881,nan,nan,nan
7,N,N,N,N,N,20.829421717450572,19.133975631641253,1.7112674662255007,1.3270847731799535,53606.2762787,6448.061533550773,105.299509022226,6342.762024528547
8,N,N,N,N,Y,8.192603670244985,16.629690104789614,1.325736605805654,1.6772677758428667,53606.2759107,nan,nan,nan
9,N,N,N,N,Y,20.074104154077567,9.918213449965995,1.4686059775214462,1.0671014344984804,53606.276524,nan,nan,nan
1,N,N,N,N,Y,15.255895381481327,7.235773029697545,1.4005032326477742,1.6127956456955035,53606.2261722,nan,nan,nan
2,N,N,N,N,Y,9.013547157951805,12.023216368009654,1.535570475876262,1.038003805069274,53606.2253139,nan,nan,nan
3,N,N,N,N,Y,10.629152801852339,23.089332906613564,1.7912991021875686,1.35491756188272,53606.2255589,nan,nan,nan
4,N,N,N,N,Y,20.322126263996807,9.996689655505081,1.431574299474654,1.2681145998950805,53606.2260496,nan,nan,nan
5,N,N,N,N,N,15.218010780104779,21.849607630627933,1.2380509365111732,1.3330338332817968,53606.2256818,5673.657207303535,-175.0863986806462,5848.743605984181
6,N,N,N,N,Y,11.080434385236726,6.633919417292413,1.296080013272561,1.582053320190451,53606.2251678,nan,nan,nan
7,N,N,N,N,N,21.076272843651896,19.315543173021553,1.2904645718335628,1.667566570608654,53606.2258042,5686.882063229697,-484.5291461021407,6171.411209331838
8,N,N,N,N,Y,8.606885755202022,16.866822083044056,1.8893874267909878,1.392289701891373,53606.2254363,nan,nan,nan
9,N,N,N,N,Y,24.90921047576322,15.2153616605443,1.3719838285855894,1.7384627481658002,53606.2259272,nan,nan,nan
1,N,N,N,N,Y,24.637885144138288,15.246042230880246,1.6496193339503347,1.8832190468943255,53606.0492099,nan,nan,nan
2,N,N,N,N,Y,10.87481992505765,6.748042541364865,1.56401556956552,1.468527590096817,53606.0484512,nan,nan,nan
3,N,N,N,N,N,20.956807047567704,19.36823551632779,1.753185383276131,1.4262865104826217,53606.0490875,6342.998425131036,77.06631411345727,6265.932111017579
4,N,N,N,N,N,15.086103029803565,21.832417561615294,1.302934179686985,1.16480408021405,53606.0489645,6291.057341300159,130.65332813518452,6160.4040131649745
5,N,N,N,N,Y,8.855671964430572,12.029336059155822,1.5526263338945936,1.2101241670315086,53606.0485965,nan,nan,nan
6,N,N,N,N,Y,8.27924499538527,16.838251985061795,1.499016999305536,1.3035073663330354,53606.0487191,nan,nan,nan
7,N,N,N,N,Y,15.140627152625733,7.275315845325051,1.6583299823435742,1.2576417476880004,53606.0494557,nan,nan,nan
8,N,N,N,N,N,20.187091296479835,10.060469034819814,1.4649883661647183,1.025156258014919,53606.0493327,6251.49271178187,91.82036463595904,6159.672347145911
9,N,N,N,N,Y,10.30480371081409,23.08248196835163,1.473318233899685,1.3110356137085115,53606.0488419,nan,nan,nan
1,N,N,N,N,Y,10.3098264907449,6.888726385330281,1.792704550074806,1.3447493267440216,53606.2599664,nan,nan,nan
2,N,N,N,N,Y,8.35869068549599,12.129869060216052,1.7070976346071745,1.4182285430336576,53606.260112,nan,nan,nan
3,N,N,N,N,Y,24.15725047627115,15.475092441371713,1.4911459116358745,1.914533314623093,53606.2607254,nan,nan,nan
4,N,N,N,N,Y,14.951876598926045,7.478086974828152,1.797889526152675,1.4569970810260373,53606.2609707,nan,nan,nan
5,N,N,N,N,N,20.66544059185861,19.668611344942676,1.8523667304739657,2.1154151652935416,53606.2606029,5986.880297650434,516.7943808386628,5470.085916811771
6,N,N,N,N,N,14.93878779818761,21.997426923153057,1.5341426107813654,1.1035444923800253,53606.26048,5789.552819827026,172.79319567252062,5616.759624154505
7,N,N,N,N,Y,10.105142224569995,23.223015705574966,1.4882693523111594,1.2389804927074326,53606.2603576,nan,nan,nan
8,N,N,N,N,N,20.021797059725554,10.10666801044361,1.579871633695453,1.0594506946128803,53606.2608481,6088.07396339233,584.0812369141105,5503.99272647822
9,N,N,N,N,Y,8.094111128854832,16.907638451747577,1.4063054644438464,1.057485615382167,53606.2602346,nan,nan,nan
1,N,N,N,N,N,15.184588435442295,21.895766690506978,1.1703997234881596,1.3173677137137403,53605.559186,88227.23687681482,1734.9669115240813,86492.26996529073
2,N,N,N,N,N,20.248861395377993,10.052790562747994,1.4155387318838781,1.1250677562561462,53605.559554,87459.30250503226,1745.2275502998245,85714.07495473244
3,N,N,N,N,Y,15.210378225238916,7.27881308071703,1.3517227282885478,1.6584811865143776,53605.5596767,nan,nan,nan
4,N,N,N,N,Y,24.799426760756496,15.329016002265433,1.8950888639826315,1.6813224208067248,53605.5594313,nan,nan,nan
5,N,N,N,N,Y,10.937797668174259,6.945374654102167,1.1237259187055093,1.4327584907371589,53605.5586724,nan,nan,nan
6,N,N,N,N,Y,10.512654470478738,23.134571598394054,1.804221917093335,1.4377132993777006,53605.5590633,nan,nan,nan
7,N,N,N,N,Y,8.448178964688987,16.925408779301517,1.740753560287502,1.3125203612017082,53605.5589406,nan,nan,nan
8,N,N,N,N,Y,8.965428562761398,12.122538083426083,1.1518424253822066,1.6094571675794247,53605.558818,nan,nan,nan
9,N,N,N,N,N,21.02698582773366,19.486475331348835,1.3392282481760902,1.7708676310866598,53605.5593089,88258.96875853109,1642.9038649163756,86616.06489361472
1,N,N,N,N,Y,10.614060634879554,6.872228736865431,1.3857488582599595,1.8670335578285386,53602.5817646,nan,nan,nan
2,N,N,N,N,Y,15.16822710778601,7.411708888030318,1.7748717817164446,1.343028043917453,53602.5827686,nan,nan,nan
3,N,N,N,N,N,20.224727280794152,10.091363738693557,1.1188332548239905,1.4159346747889503,53602.5826469,112387.2497318206,2120.4359559373124,110266.81377588329
4,N,N,N,N,Y,8.25538167850988,16.920975691595817,1.3514119913016325,1.2286849309500287,53602.5820334,nan,nan,nan
5,N,N,N,N,N,20.988153051229858,19.54432067323957,1.7499993392192938,1.3785387196668797,53602.5824006,113056.28960546234,2163.072570985133,110893.2170344772
6,N,N,N,N,Y,24.756562905101738,15.400990273607219,1.9480390014506421,1.7790261180414821,53602.5825233,nan,nan,nan
7,N,N,N,N,Y,10.325297526209685,23.15177882974428,1.4161910224953744,1.5238984248658909,53602.5821552,nan,nan,nan
8,N,N,N,N,Y,8.67530019224293,12.101447243126056,1.7622806508956175,1.3694252000779314,53602.5819098,nan,nan,nan
9,N,N,N,N,N,15.116139907137017,21.982775786167768,0.9886276808963227,1.4828384293046182,53602.5822779,112974.96167834749,1989.2024848731146,110985.75919347438
1,N,N,N,N,Y,8.707241267647591,16.882466915014692,1.726636169019274,1.3615638076441028,53605.6538408,nan,nan,nan
2,N,N,N,N,Y,9.047433012943127,12.078968725221202,1.5394568496051209,1.0232619209365215,53605.6537183,nan,nan,nan
3,N,N,N,N,Y,10.733967669283949,23.102893833883147,1.333303459298106,1.777985687213236,53605.6539635,nan,nan,nan
4,N,N,N,N,N,15.27347543769489,21.877972354304315,1.2851644133022606,1.3976024887936933,53605.6540862,11582.972266066134,387.7813556662564,11195.190910399877
5,N,N,N,N,N,21.099113671183368,19.341023490590967,1.2641968347189594,1.670800425279044,53605.6542088,11576.12560841265,158.2004568778457,11417.925151534804
6,N,N,N,N,N,20.35185964623447,10.006522211708184,1.5368782182788838,1.2658184309872385,53605.6544542,11281.824455686687,458.5208014956875,10823.303654190999
7,N,N,N,N,Y,24.9582747017552,15.228349868472149,1.3724609315049838,1.7261123798362359,53605.6543318,nan,nan,nan
8,N,N,N,N,Y,10.976394068100392,6.80595036185569,1.3506972016130137,1.3019189276032939,53605.6535724,nan,nan,nan
9,N,N,N,N,Y,15.296340132111187,7.229492155769645,1.5217212275358096,1.6168508706973654,53605.654577,nan,nan,nan
1,N,N,N,N,N,15.006880750420423,21.84990650552391,1.3161259419470837,1.4259267519788332,53600.1624617,11995.313327643005,136.70265110787804,11858.610676535127
2,N,N,N,N,Y,10.586954751722436,6.6859277747555454,1.7510987334539612,2.2493773489583844,53600.1619488,nan,nan,nan
3,N,N,N,N,Y,10.165815717769787,23.09137484068856,1.4664660769480038,1.0600411238567424,53600.1623389,nan,nan,nan
4,N,N,N,N,N,20.79712156212317,19.27198854456992,1.6738558474629242,2.0364572157546434,53600.1625855,12349.835322136802,403.2046047184257,11946.630717418377
5,N,N,N,N,Y,20.065374520476393,9.988311628714012,1.038995928582729,1.5393966923693745,53600.1628306,nan,nan,nan
6,N,N,N,N,Y,15.037442334015784,7.204554846418494,1.5971083502018315,1.2578770694698311,53600.1629524,nan,nan,nan
7,N,N,N,N,Y,24.27173736031845,15.174348678319685,1.5295414765239477,1.4922399595619709,53600.1627071,nan,nan,nan
8,N,N,N,N,Y,8.464518549620283,12.029484193974888,1.9284767612014586,1.3207496750352996,53600.1620938,nan,nan,nan
9,N,N,N,N,Y,8.132806076979048,16.792295667533548,1.3686390570818274,1.2275951737420774,53600.1622165,nan,nan,nan
