File# Time Star1_Raw Star1_Res Star2_Raw Star2_Res Star3_Raw Star3_Res Star4_Raw Star4_Res Star5_Raw Star5_Res Star6_Raw Star6_Res Star7_Raw Star7_Res Star8_Raw Star8_Res Star9_Raw Star9_Res Star10_Raw Star10_Res Star11_Raw Star11_Res Star12_Raw Star12_Res
0.0 53668.3441713 0.0 0.0 9.043150456984277 4.780863875396122 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.099985134897201 4.463884182848965 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3446987 12.721494637152269 8.084442367925265 8.939736541576538 4.621098989373547 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.036641272003171 4.600039138034844 8.936300168251487 3.9533848522517028 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.345194 12.927084461577593 7.705954967551791 9.198760560799139 4.760391207368262 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.105952179477281 4.576896658295103 9.065455790906848 3.956070827287162 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3457079 12.78665534199206 8.025201589327015 8.684149253918909 4.341748617731366 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.617767407028014 4.610002960872371 8.53739422297392 3.5810618755455472 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.346245 13.256847836697414 8.272140744033969 9.104178111898129 4.800531100762676 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.9364723708885 4.3656049714807414 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3467588 12.7581736234607 7.844637338785199 9.063913730289544 4.723992642498967 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.863816728447397 4.605443816470055 8.69649947390041 3.5776503130883794 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3472727 12.50192597265972 8.020461285723526 8.71764614805747 4.347317233189845 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.683181808064381 4.669922717859797 8.207844195556953 3.809146885198958 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.347782 15.388734488881228 10.633616611813641 9.112461240889807 4.920810301140427 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.070467731188401 4.637778711898502 8.809203609408687 3.811688400076344 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3483329 0.0 0.0 0.0 0.0 14.212964758823253 8.617124134777207 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.61675506515617 1.7775878461986245 0.0 0.0 0.0 0.0
0.0 53668.3488467 0.0 0.0 0.0 0.0 13.115661727160342 6.741390712414098 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.665621564384542 1.2168112788331715 75.93776064324797 69.63143247457445 0.0 0.0
0.0 53668.3493652 0.0 0.0 8.903687433473175 4.593038311717454 13.979070476853913 7.168821138704223 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.429865920432881 -0.5773283769530018 0.0 0.0 0.0 0.0
0.0 53668.3498883 0.0 0.0 0.0 0.0 13.46967794262744 6.522999615972019 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3504161 0.0 0.0 8.489369837751262 4.449404101204756 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.014780224124452 0.10658162751938782 11.558051082808788 2.592770612651279 0.0 0.0 0.0 0.0
0.0 53668.3509578 0.0 0.0 0.0 0.0 13.943070274499823 7.75092208225098 0.0 0.0 13.552670374285023 7.919637056833993 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.781912734060587 1.2129730817283182 4.1013490736971265 -0.36677723129963713 0.0 0.0
0.0 53668.3514764 0.0 0.0 0.0 0.0 13.63774085485031 6.997722078858156 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.810414988662403 1.6611032776918027 21.41840140521517 -12.75485469381357 0.0 0.0
0.0 53668.3519856 0.0 0.0 0.0 0.0 13.926993989630589 6.913036167305193 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3525551 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3530689 0.0 0.0 0.0 0.0 13.41826718061439 6.972911758578451 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3535596 0.0 0.0 0.0 0.0 13.324964037862056 6.613293097303321 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.354055 0.0 0.0 0.0 0.0 14.02123575937005 7.481872570316879 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3545551 0.0 0.0 0.0 0.0 nan nan 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3550504 0.0 0.0 0.0 0.0 13.811355906751551 7.289377093039483 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3555457 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3560458 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.356592 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3570967 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3576245 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3581383 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3586475 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3591522 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3596522 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3601522 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3606984 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3611985 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3616938 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3621938 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3626846 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3631844 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
