File# Time Star1_Raw Star1_Res Star2_Raw Star2_Res Star3_Raw Star3_Res Star4_Raw Star4_Res Star5_Raw Star5_Res Star6_Raw Star6_Res Star7_Raw Star7_Res Star8_Raw Star8_Res Star9_Raw Star9_Res Star10_Raw Star10_Res Star11_Raw Star11_Res Star12_Raw Star12_Res
0.0 53668.3636983 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3642077 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3647586 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.987657650739902 4.5104523955221385 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3652494 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.030244707848425 4.490768924890097 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3657493 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.026307250097755 4.492648828391341 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3662308 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.488550642414543 5.0116079767092145 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.281522880823601 -0.8959635914962369 0.0 0.0
0.0 53668.3667353 0.0 0.0 0.0 0.0 13.915006485390979 7.639747904184665 0.0 0.0 0.0 0.0 9.268528472923439 4.646322904965985 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3672401 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.23623817814962 5.012700326529185 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3677493 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.478038861222343 5.01103067453484 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3682632 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.994002008220079 4.494547884730208 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3688187 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.060498410170304 5.975306934840532 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.56496312745029 4.368327831202864
0.0 53668.3693558 0.0 0.0 0.0 0.0 13.367047764762978 5.286521505146917 0.0 0.0 14.004337329501823 7.065325327156097 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.564674281110413 1.3279951002610026 4.280327119757246 -1.2908446210345659 9.181114132443383 3.9085211425648936
0.0 53668.3698881 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 13.791915079016528 6.757116973795965 0.0 0.0 0.0 0.0 0.0 0.0 8.160339256999869 5.185865319362335 0.0 0.0 4.787068112097272 -0.1088942145852334 8.454718930338814 3.9829081720492914
0.0 53668.3704206 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.284485435863527 4.647871088340556 0.0 0.0 0.0 0.0 0.0 0.0 12.40985243331175 2.6922878868859588 4.283180210175127 -0.27890892599729433 0.0 0.0
0.0 53668.3709529 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 14.00295526009716 5.8641048240150155 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 nan nan 8.786210877426248 4.489521259090066
0.0 53668.3714761 0.0 0.0 0.0 0.0 13.346697050666291 6.3290733060285564 0.0 0.0 13.5227408425147 6.316566695549282 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.8380913160611 -0.8779728873687009 4.717156943008 -0.15988899470907114 8.39440301798315 3.573403107655203
0.0 53668.3719668 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 13.653254020190683 7.658109319962618 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.548456396827712 1.6313286702053862 4.427787211104468 -0.32984216352464824 14.709766594235248 7.485140272546666
0.0 53668.3724622 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 13.996151680669424 6.279923126383195 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.887447176037993 3.424717300227293 4.565056749055843 -2.8259077434282123 9.396210321883956 4.015145037604318
0.0 53668.3730131 13.08857241484208 8.374825194745831 0.0 0.0 0.0 0.0 11.249547761754418 5.053127793322529 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.894398808794772 3.935809570584908 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.373527 13.000279374199373 8.050248808880426 38.02179504365738 33.41942546525335 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.96312433687145 4.080697761487997 0.0 0.0 0.0 0.0 23.43704916320867 11.440231757478902
0.0 53668.3740316 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.116586754830806 3.3990500962228314
0.0 53668.3745454 12.969928013043702 7.948950149957007 0.0 0.0 0.0 0.0 26.085058427858048 19.810591126484255 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.747355296050811 4.079812265565146 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3750362 13.297678824831657 8.020193913824347 9.0086895825631 4.620071978411266 0.0 0.0 11.67515179104774 5.059006906630298 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.845075398047971 3.8383375527932095 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3755316 13.323318951522602 8.641750818647754 8.815194167799943 4.473867512226261 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.003879518718454 4.146786322993975 0.0 0.0 0.0 0.0 18.76874775253716 6.877482247273072
0.0 53668.376013 12.427711417542248 7.600227882296852 14.16197709086035 0.8441152294507077 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.033735711254835 15.637069213198403 0.0 0.0 0.0 0.0 9.124824258817807 3.903387122362439
0.0 53668.3765316 0.0 0.0 0.0 0.0 0.0 0.0 11.268222841163285 4.356907853761471 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.269598708640123 5.288142111597219 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3770964 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3775917 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3780963 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3785778 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3790779 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3795825 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3800824 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3805731 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3811056 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.882075105174417 8.162761988102428 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3815962 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.593679600410194 7.826687817584553 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3820917 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.706488055681655 7.7087803631641485 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3825916 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.260628673320172 7.511830625809921 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.383101 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.506611355074451 7.735164302064921 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3836148 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.55405025301862 7.7653629671896205 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3841242 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.401107913740486 7.414443879733698 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3846241 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.338894094931959 7.34113936750366 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3851564 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3856611 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.150981249566412 7.387908639443417 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3861842 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3866935 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 12.38409548905259 7.699251871170594 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3872073 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3877028 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3881934 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3887304 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.975532208010566 4.6863042828712445 12.495345749435053 7.799753831131945 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3893046 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3897953 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3902861 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3907676 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3912906 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3918046 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3923137 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 53668.3928369 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
